,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_20,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,-151.24,186
1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0.0,-151.23999999999995,17
2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,-149.69,93
3,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0.0,-149.69,12
4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,-148.65,471
5,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0.0,-148.64999999999995,13
6,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0.0,-144.32000000000016,12
7,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0.0,-144.32,175
8,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0.0,-142.69,127
9,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,-142.69000000000003,14
10,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0.0,-141.96999999999997,1
11,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0,-141.97000000000003,36
12,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.0,-141.76,87
13,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0.0,-141.76,4
14,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,-141.51000000000008,58
15,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0.0,-141.51000000000002,8
16,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0.0,-141.34999999999997,37
17,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,-141.35000000000002,3
18,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0.0,-140.73000000000005,8
19,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0.0,-140.73000000000002,73
20,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0.0,-140.49,96
21,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0.0,-140.49000000000015,8
22,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0.0,-140.43,99
23,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0.0,-140.43,6
24,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0.0,-140.25999999999996,1
25,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,-140.26,7
26,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0.0,-139.81,42
27,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0.0,-139.81000000000003,162
28,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0.0,-139.62000000000003,173
29,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0.0,-139.61999999999998,29
30,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0.0,-139.43000000000004,8
31,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0.0,-139.43,59
32,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-139.18,56
33,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0.0,-139.18,3
34,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0.0,-137.44000000000003,35
35,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0.0,-137.43999999999997,3
36,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.0,-136.96999999999997,22
37,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0.0,-136.73999999999998,7
38,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,-136.74000000000007,3
39,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0.0,-136.45,1
40,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0.0,-136.45000000000005,9
41,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0.0,-135.88000000000002,62
42,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0.0,-135.88,12
43,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0,-135.48,9
44,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0.047619047619047616,-140.49,42
45,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0.047619047619047616,-140.49000000000015,2
46,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,-135.3,1
47,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0.0,-135.09,12
48,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.0,-135.09,12
49,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,-134.56000000000006,7
50,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0.0,-134.25999999999996,1
51,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0.0,-134.09,16
52,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0.0,-134.0900000000001,1
53,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0.0,-133.96999999999997,7
54,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,-133.97000000000003,2
55,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0.0,-133.86,2
56,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0.0,-133.85999999999999,4
57,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0,-133.64,38
58,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0.0,-133.63999999999996,1
59,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0.0,-133.50000000000003,5
60,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0.0,-132.94,17
61,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,-132.93000000000006,2
62,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0.0,-132.74999999999997,7
63,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0.0,-132.62000000000003,27
64,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0.0,-132.6200000000001,1
65,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0.0,-132.35,18
66,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0,-132.33999999999997,6
67,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0.0,-132.17,2
68,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0.0,-132.15999999999997,3
