,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0,-130.27999999999997,446
1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0,-130.28,2927
2,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-120.37000000000002,361
3,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-120.36999999999999,13
4,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,2
5,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.0,-113.09,4
6,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0.0,-113.08999999999999,5
7,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,5
8,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0.0,-106.3,8
9,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.0,-105.67000000000002,15
10,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0.0,-105.67,1
11,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-104.35000000000001,55
12,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0.0,-104.34999999999997,2
13,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-104.01000000000002,52
14,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-104.00999999999999,7
15,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0.0,-102.45000000000002,3
16,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-101.72999999999998,13
17,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,2
18,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,1
19,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0.0,-100.28,6
20,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0.0625,-120.37000000000002,1
21,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0.0,-99.58000000000001,1
22,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-97.73,4
23,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0.0,-97.27000000000001,3
24,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-97.21000000000001,18
25,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0.0,-97.20999999999998,3
26,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0625,-95.32000000000001,1
27,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,1
28,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0,-95.32000000000001,1
29,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-95.14999999999999,1
30,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-95.03999999999999,1
31,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,1
32,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.0,-92.92,2
33,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0.0,-92.04999999999998,1
34,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0.0,-90.28000000000002,4
35,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0.0,-90.19999999999997,1
36,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0.0,-90.2,1
37,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0.0,-90.14,1
38,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0.0,-88.16999999999999,6
39,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
40,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0.0,-87.07000000000001,1
41,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-85.44000000000001,1
42,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0.0,-84.98999999999998,3
43,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0.0,-84.98999999999998,1
44,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,1
45,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0.0625,-120.37000000000002,1
46,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0.0,-83.07999999999998,1
47,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-83.05000000000003,1
48,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0.0,-82.95999999999998,1
49,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0.0625,-75.41,1
50,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0625,-104.01000000000002,1
51,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0.0,-80.74999999999999,1
