,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,1,1,0,1,0,0.0,-31.139999999999993,674
1,0,1,1,0,0,0,1,0,1,0.0,-31.14,937
2,0,1,0,1,1,1,0,0,0,0.0,-30.65,291
3,1,0,1,0,0,0,1,1,1,0.0,-30.649999999999995,517
4,0,1,1,0,0,0,1,0,0,0.0,-30.060000000000002,406
5,1,0,0,1,1,1,0,1,1,0.0,-30.05999999999999,504
6,1,0,0,0,1,1,0,1,1,0.0,-27.55,93
7,0,1,1,1,0,0,1,0,0,0.0,-27.55,64
8,0,1,0,1,1,1,0,0,1,0.0,-27.369999999999997,62
9,1,0,1,0,0,0,1,1,0,0.0,-27.369999999999997,83
10,0,1,0,0,1,1,0,0,1,0.0,-25.279999999999998,16
11,1,0,1,1,0,0,1,1,0,0.0,-25.279999999999998,24
12,1,1,0,1,1,1,0,1,0,0.0,-24.959999999999994,28
13,0,0,1,0,0,0,1,0,1,0.0,-24.96,21
14,1,0,0,0,0,1,0,1,1,0.0,-24.929999999999996,9
15,0,1,1,1,1,0,1,0,0,0.0,-24.930000000000003,2
16,0,0,1,1,0,0,1,1,0,0.0,-24.8,6
17,1,1,0,0,1,1,0,0,1,0.0,-24.799999999999997,22
18,1,1,0,0,0,1,0,1,0,0.0,-24.689999999999998,19
19,0,0,1,1,1,0,1,0,1,0.0,-24.689999999999998,14
20,0,1,1,1,1,0,1,0,1,0.0,-24.67,10
21,1,0,0,0,0,1,0,1,0,0.0,-24.669999999999995,24
22,1,0,0,0,1,1,0,1,0,0.0,-24.249999999999993,16
23,0,1,1,1,0,0,1,0,1,0.0,-24.25,15
24,0,1,0,0,1,1,0,0,0,0.0,-24.18,10
25,1,0,1,1,0,0,1,1,1,0.0,-24.18,17
26,0,1,0,0,0,1,0,0,0,0.0,-24.12,5
27,1,0,1,1,1,0,1,1,1,0.0,-24.120000000000005,14
28,1,0,0,0,0,0,1,1,1,0.0,-23.969999999999995,9
29,0,1,1,1,1,1,0,0,0,0.0,-23.97,5
30,0,1,1,1,1,1,0,0,1,0.0,-23.83,3
31,1,0,0,0,0,0,1,1,0,0.0,-23.829999999999995,7
32,0,0,1,1,1,0,1,0,0,0.0,-22.669999999999998,9
33,1,1,0,0,0,1,0,1,1,0.0,-22.669999999999998,4
34,0,1,1,0,0,1,0,0,1,0.0,-22.26,7
35,1,0,0,1,1,0,1,1,0,0.0,-22.25999999999999,4
36,1,0,1,1,1,0,1,1,0,0.0,-22.180000000000003,1
37,1,0,0,0,1,0,1,1,1,0.0,-21.989999999999995,1
38,0,1,0,0,0,0,1,0,0,0.0,-21.98,1
39,1,0,1,1,1,1,0,1,1,0.0,-21.980000000000004,3
40,0,0,1,0,0,0,1,0,0,0.0,-21.6,3
41,1,1,0,1,1,1,0,1,1,0.0,-21.599999999999994,4
42,1,1,0,0,1,1,0,1,1,0.0,-21.529999999999998,2
43,1,1,1,0,0,0,1,0,1,0.1111111111111111,-16.56,1
44,0,0,0,1,1,1,0,0,0,0.0,-20.57,1
45,0,0,1,1,0,0,1,0,1,0.0,-20.51,2
46,1,1,0,0,1,1,0,1,1,0.1111111111111111,-21.529999999999998,1
47,1,0,0,1,1,1,1,1,0,0.0,-20.259999999999994,1
48,0,1,1,0,0,0,0,0,1,0.0,-20.26,2
49,0,1,0,1,1,1,1,0,0,0.0,-20.230000000000004,1
50,1,0,1,0,0,0,0,1,1,0.0,-20.23,2
51,1,0,1,1,1,1,0,1,0,0.0,-19.92,1
52,1,1,1,0,0,0,1,1,0,0.0,-19.569999999999997,3
53,0,1,1,0,1,0,1,0,1,0.0,-19.560000000000002,1
54,1,0,0,0,0,1,1,1,0,0.0,-19.109999999999996,1
55,1,1,0,0,1,1,0,0,0,0.0,-19.08,1
56,0,1,0,0,0,1,1,0,0,0.0,-19.020000000000003,1
57,0,0,1,0,0,0,1,1,0,0.0,-18.990000000000002,1
58,1,0,0,0,1,0,1,1,0,0.0,-18.809999999999995,1
59,1,0,1,1,0,1,0,1,0,0.0,-18.42,1
60,1,1,0,0,0,1,1,1,0,0.0,-17.81,2
61,0,1,1,1,1,0,0,0,0,0.0,-17.77,2
62,0,1,1,0,0,0,1,0,0,0.1111111111111111,-30.060000000000002,1
63,0,0,1,0,1,0,1,0,1,0.0,-17.14,1
64,1,0,0,1,1,0,0,1,1,0.0,-16.619999999999997,1
65,0,1,0,0,0,1,1,0,1,0.0,-15.480000000000002,1
66,0,1,0,1,1,0,0,0,0,0.0,-13.969999999999999,1
67,0,1,1,0,0,0,1,0,0,0.1111111111111111,-30.060000000000002,1
68,0,1,1,0,1,1,0,0,0,0.0,-11.040000000000001,1
69,0,1,0,1,1,1,0,1,0,0.1111111111111111,-5.379999999999997,1
