,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_20,x_21,x_22,x_23,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-913.3799999999998,42
1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-913.3799999999997,5
2,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-912.4399999999998,42
3,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-912.4399999999997,4
4,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-907.65,10
5,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-907.6499999999997,1
6,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-905.6999999999999,5
7,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-905.36,33
8,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-905.3599999999997,11
9,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0.0,-903.0299999999995,2
10,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0.0,-903.0299999999999,24
11,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-902.6899999999998,5
12,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-902.2300000000001,20
13,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-900.5899999999997,2
14,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-898.35,2
15,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-898.3499999999993,2
16,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0.0,-895.5799999999996,29
17,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.0,-895.58,51
18,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0.0,-895.3699999999998,9
19,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-894.9699999999999,4
20,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-894.6999999999999,3
21,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-894.6999999999995,3
22,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0.0,-893.7199999999998,1
23,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0.0,-893.7199999999993,3
24,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-892.7799999999999,8
25,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-892.7799999999997,3
26,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0.0,-892.2799999999999,4
27,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.0,-892.1,3
28,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0.0,-892.0999999999993,5
29,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-891.9500000000003,15
30,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0.0,-891.9499999999994,7
31,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0.0,-891.9300000000001,4
32,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0.0,-891.6499999999993,1
33,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.0,-891.3199999999997,2
34,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0.0,-891.3199999999996,2
35,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-891.21,5
36,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.0,-889.17,2
