,x_0,x_1,x_10,x_11,x_12,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,1,0,0,1,0,1,1,0,1,0.0,-282.5599999999999,552
1,1,0,0,0,0,1,1,0,1,0,0,1,0,0.0,-282.56000000000006,924
2,1,0,0,0,1,1,1,0,1,0,0,1,0,0.0,-281.24000000000007,509
3,0,1,1,1,0,0,0,1,0,1,1,0,1,0.0,-281.2399999999999,390
4,0,1,1,1,1,0,0,1,0,0,1,0,1,0.0,-275.79999999999995,53
5,1,0,0,0,0,1,1,0,1,1,0,1,0,0.0,-275.8,225
6,0,1,0,1,1,0,0,1,0,1,1,0,1,0.0,-274.5999999999999,45
7,1,0,1,0,0,1,1,0,1,0,0,1,0,0.0,-274.6,220
8,0,0,1,1,1,0,0,1,1,0,0,1,0,0.0,-274.40999999999997,74
9,1,1,0,0,0,1,1,0,0,1,1,0,1,0.0,-274.40999999999997,206
10,0,0,1,1,1,0,0,1,1,0,1,0,1,0.0,-271.59999999999997,4
11,1,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-271.59999999999997,182
12,1,0,0,0,1,1,1,0,1,0,0,1,0,0.07692307692307693,-281.24000000000007,6
13,0,1,1,1,0,0,0,1,0,1,1,0,1,0.07692307692307693,-281.2399999999999,4
14,0,0,1,1,1,0,0,1,0,0,1,0,1,0.0,-271.42,13
15,1,1,0,0,0,1,1,0,1,1,0,1,0,0.0,-271.42,216
16,1,0,0,0,1,1,1,0,1,0,0,0,0,0.0,-269.24,7
17,0,1,1,1,0,0,0,1,0,1,1,1,1,0.0,-269.23999999999995,20
18,1,1,0,0,0,1,0,0,0,1,1,0,1,0.0,-268.90000000000003,18
19,0,0,1,1,1,0,1,1,1,0,0,1,0,0.0,-268.9,28
20,1,0,0,0,1,1,1,0,1,1,0,1,0,0.0,-267.62000000000006,22
21,0,1,1,1,0,0,0,1,0,0,1,0,1,0.0,-267.61999999999995,4
22,0,0,1,1,1,0,0,1,1,0,1,0,1,0.07692307692307693,-271.59999999999997,3
23,1,1,0,0,0,1,1,0,0,1,0,1,0,0.07692307692307693,-271.59999999999997,28
24,1,0,0,0,1,1,1,0,1,0,0,1,0,0.07692307692307693,-281.24000000000007,3
25,1,1,0,0,0,1,1,0,1,0,0,1,0,0.0,-266.12000000000006,19
26,0,0,1,1,1,0,0,1,1,0,1,0,0,0.0,-265.75,1
27,1,1,0,0,0,1,1,0,0,1,0,1,1,0.0,-265.74999999999994,28
28,1,0,0,0,1,1,1,0,1,0,0,1,0,0.07692307692307693,-281.24000000000007,1
29,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-282.5599999999999,1
30,0,0,0,1,1,0,1,1,1,0,0,1,0,0.0,-265.1599999999999,2
31,1,1,1,0,0,1,0,0,0,1,1,0,1,0.0,-265.16,6
32,1,1,0,0,0,1,1,0,0,1,1,0,1,0.07692307692307693,-274.40999999999997,4
33,0,1,1,1,1,0,0,1,0,1,1,0,0,0.0,-264.17,1
34,1,0,1,0,1,1,1,0,1,0,0,1,0,0.07692307692307693,-259.24,5
35,0,1,0,1,0,0,0,1,0,1,1,0,1,0.07692307692307693,-259.2399999999999,2
36,1,1,1,0,0,1,1,0,0,1,1,0,1,0.0,-263.50999999999993,23
37,0,0,0,1,1,0,0,1,1,0,0,1,0,0.0,-263.51,3
38,1,0,0,1,0,1,1,0,1,0,0,1,0,0.0,-263.2200000000001,7
39,0,1,1,0,1,0,0,1,0,1,1,0,1,0.0,-263.21999999999997,2
40,1,0,0,0,0,1,1,0,0,1,0,1,0,0.07692307692307693,-261.64000000000004,2
41,0,1,1,1,1,0,0,1,1,0,1,0,1,0.07692307692307693,-261.63999999999993,1
42,1,0,0,0,0,1,1,0,0,1,0,1,1,0.0,-261.93,5
