,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0.0,-100.88000000000002,415
1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0.0,-100.88,302
2,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0.0,-98.69,121
3,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0.0,-98.69000000000001,109
4,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0.0,-96.57999999999998,96
5,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0.0,-96.57999999999998,29
6,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0.0,-95.71000000000001,23
7,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0.0,-95.71000000000001,126
8,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0.0,-94.63999999999999,17
9,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0.0,-94.63999999999996,48
10,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0.0,-94.01000000000002,41
11,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0.0,-94.00999999999999,59
12,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-93.91999999999999,457
13,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-93.91999999999999,67
14,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0.0,-93.42000000000002,169
15,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0.0,-93.41999999999999,28
16,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0.0,-93.22000000000001,63
17,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0.0,-93.21999999999998,20
18,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.0,-92.84,152
