,x_0,x_1,x_10,x_11,x_12,x_13,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
29,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0.0,-74.41999999999997,2
30,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-97.05999999999999,1
31,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0.0,-71.98999999999998,3
32,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,-71.99,4
33,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0.0,-70.99000000000001,1
34,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0.0,-70.99,2
35,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,-70.86,1
36,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0.0,-69.63000000000001,2
37,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0.0,-69.63000000000001,2
38,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0.0,-69.59,1
39,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0.0,-69.59000000000002,1
40,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0.0,-69.32000000000001,1
41,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.0,-68.66999999999999,1
42,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.07142857142857142,-92.41,1
43,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0.0,-67.19999999999997,1
44,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0.0,-66.80000000000001,1
45,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-97.06,1
46,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0.07142857142857142,-82.75,1
47,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0.0,-64.28,5
48,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.07142857142857142,-92.40999999999998,2
49,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-97.06,1
50,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-63.00999999999999,2
51,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0.0,-62.759999999999984,1
52,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0.0,-62.06,1
53,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-97.06,1
54,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0.07142857142857142,-77.97,1
55,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0.0,-59.40999999999996,1
56,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0.0,-58.43000000000001,1
57,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0.0,-57.66000000000001,1
58,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0.0,-57.550000000000004,1
59,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0.0,-57.449999999999996,1
60,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0.0,-57.449999999999996,1
61,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-97.06,1
62,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.07142857142857142,-92.41,1
63,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0.0,-56.8,1
64,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0,-54.82,1
65,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0.0,-53.56,1
66,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0.07142857142857142,-84.26,1
67,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.07142857142857142,-90.60000000000001,1
68,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0.0,-50.929999999999964,1
69,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.07142857142857142,-90.6,1
70,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-82.02,1
71,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0.0,-49.73000000000002,1
72,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0.0,-42.280000000000015,1
