,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,0,1,0,1,0.0,-145.0,594
1,0,1,1,0,1,1,0,1,0,0.0,-145.00000000000006,523
2,0,1,0,0,0,0,1,1,1,0.0,-142.52,519
3,1,0,1,1,1,1,0,0,0,0.0,-142.52,536
4,1,1,1,0,0,1,1,0,0,0.0,-142.15,517
5,0,0,0,1,1,0,0,1,1,0.0,-142.14999999999998,189
6,1,1,0,1,0,0,1,0,1,0.0,-141.2,282
7,0,0,1,0,1,1,0,1,0,0.0,-141.20000000000002,90
8,1,0,0,1,0,0,1,1,1,0.0,-138.18,40
9,0,1,1,0,1,1,0,0,0,0.0,-138.18000000000004,43
10,0,1,1,1,1,1,0,0,0,0.0,-136.62000000000003,40
11,1,0,0,0,0,0,1,1,1,0.0,-136.62,33
12,1,1,0,0,0,0,1,0,1,0.0,-135.76,48
13,0,0,1,1,1,1,0,1,0,0.0,-135.76000000000002,20
14,1,1,1,0,0,1,1,0,1,0.0,-135.63,65
15,0,0,0,1,1,0,0,1,0,0.0,-135.63,18
16,0,0,1,1,1,1,0,0,0,0.0,-135.1,14
17,1,1,0,0,0,0,1,1,1,0.0,-135.1,23
18,0,1,1,0,0,0,1,1,1,0.0,-134.71,25
19,1,0,0,1,1,1,0,0,0,0.0,-134.71000000000006,18
20,1,0,1,1,1,1,1,0,0,0.0,-134.66,28
21,0,1,0,0,0,0,0,1,1,0.0,-134.66,34
22,0,0,0,1,1,1,0,1,0,0.0,-134.07000000000002,5
23,1,1,1,0,0,0,1,0,1,0.0,-134.07,24
24,0,0,1,0,1,1,0,1,1,0.0,-133.76,10
25,1,1,0,1,0,0,1,0,0,0.0,-133.76,28
26,0,1,0,1,0,0,1,1,1,0.0,-132.60000000000002,10
27,1,0,1,0,1,1,0,0,0,0.0,-132.6,17
28,0,1,1,0,1,0,0,1,1,0.0,-132.11999999999998,31
29,1,0,0,1,0,1,1,0,0,0.0,-132.12,20
30,0,0,0,1,0,0,1,1,1,0.0,-131.92000000000002,3
31,1,1,1,0,1,1,0,0,0,0.0,-131.92,16
32,1,1,0,1,0,1,1,0,0,0.0,-131.82000000000002,15
33,0,0,1,0,1,0,0,1,1,0.0,-131.81999999999996,11
34,0,0,0,0,1,0,0,1,1,0.0,-130.26999999999998,5
35,1,1,1,1,0,1,1,0,0,0.0,-130.26999999999995,15
36,1,1,0,0,0,1,1,0,0,0.0,-129.36,4
37,0,0,1,1,1,0,0,1,1,0.0,-129.36,1
38,0,1,0,1,1,0,0,1,0,0.0,-129.05,6
39,1,0,1,0,0,1,1,0,1,0.0,-129.04999999999998,6
40,0,1,1,0,1,1,0,0,1,0.0,-128.04000000000002,3
41,1,0,0,1,0,0,1,1,0,0.0,-128.04000000000002,2
42,0,1,0,0,1,0,0,1,1,0.0,-127.90999999999998,1
43,1,0,1,1,0,1,1,0,0,0.0,-127.90999999999997,7
44,0,0,0,1,0,0,0,1,1,0.0,-127.22000000000001,2
45,1,1,1,0,1,1,1,0,0,0.0,-127.21999999999997,2
46,1,0,0,0,0,0,0,1,1,0.0,-127.16000000000001,1
47,0,1,1,1,1,1,1,0,0,0.0,-127.16,3
48,1,0,0,1,0,0,0,1,1,0.0,-126.96000000000002,1
49,0,1,1,0,0,0,0,1,1,0.0,-126.81000000000002,3
50,0,1,0,0,1,1,0,1,0,0.0,-126.31,1
51,1,0,0,1,0,1,1,0,1,0.0,-126.28,5
52,0,1,1,0,1,0,0,1,0,0.0,-126.28,1
53,1,0,1,0,0,0,1,1,1,0.0,-126.13000000000001,1
54,0,0,1,1,1,0,0,1,0,0.0,-125.46000000000004,1
55,1,1,1,1,0,0,1,0,1,0.0,-125.16999999999999,1
56,1,1,1,0,0,1,1,0,1,0.1111111111111111,-135.63,1
57,0,1,1,0,0,1,1,0,1,0.0,-124.58999999999997,1
58,1,0,0,1,1,0,0,1,0,0.0,-124.59000000000003,1
59,0,0,0,0,0,0,1,1,1,0.0,-123.17999999999999,3
60,1,1,1,1,1,1,0,0,0,0.0,-123.17999999999998,3
61,0,1,1,0,1,1,0,1,1,0.0,-123.12000000000005,1
62,1,1,0,0,0,0,1,1,0,0.0,-123.02000000000001,2
63,0,0,1,1,1,1,0,0,1,0.0,-123.01999999999998,1
64,1,0,1,0,1,1,1,0,0,0.0,-122.97999999999999,1
65,0,1,0,1,0,0,1,1,0,0.0,-122.62000000000003,1
66,0,0,0,1,1,0,1,1,1,0.0,-122.56999999999998,1
67,1,1,0,1,0,0,1,1,0,0.0,-122.30000000000001,2
68,1,0,0,0,0,1,1,0,1,0.0,-121.53999999999999,3
69,1,0,1,0,0,1,1,0,0,0.0,-121.13,1
70,0,1,1,1,1,1,0,1,0,0.0,-120.90000000000006,1
71,1,0,0,0,0,0,1,0,1,0.0,-120.9,1
72,0,0,0,0,1,1,0,1,1,0.0,-120.35000000000001,1
73,0,0,0,0,0,0,0,1,1,0.0,-120.24,1
74,0,1,0,0,0,0,1,1,1,0.1111111111111111,-142.52,1
75,1,0,0,1,0,0,0,0,1,0.0,-116.78,1
76,0,0,0,1,1,0,1,1,0,0.0,-116.76999999999998,1
77,0,1,0,1,1,1,1,0,0,0.0,-116.63,1
78,0,1,0,0,0,0,1,1,0,0.0,-116.16000000000003,1
79,0,1,1,0,1,0,1,1,1,0.0,-115.74000000000002,1
80,1,0,1,1,1,0,1,0,1,0.0,-115.35999999999999,1
81,1,0,0,1,0,0,1,0,1,0.1111111111111111,-145.0,1
82,1,0,1,1,0,1,0,0,0,0.0,-111.48999999999997,1
83,0,1,1,0,0,0,1,1,1,0.1111111111111111,-134.71,1
84,1,1,1,0,0,1,1,0,0,0.1111111111111111,-142.15,1
85,1,1,0,1,0,0,1,0,1,0.1111111111111111,-141.2,1
86,1,1,1,0,1,0,0,0,0,0.1111111111111111,-91.0,1
