,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,0,1,0,0.0,-22.130000000000003,694
1,1,0,0,1,1,1,0,1,0.0,-22.130000000000003,1202
2,0,0,1,0,0,1,0,0,0.0,-22.02,539
3,1,1,0,1,1,0,1,1,0.0,-22.019999999999996,602
4,0,0,1,0,1,1,0,0,0.0,-20.01,78
5,1,1,0,1,0,0,1,1,0.0,-20.009999999999998,99
6,0,1,1,0,0,0,0,0,0.0,-20.0,114
7,1,0,0,1,1,1,1,1,0.0,-20.000000000000004,155
8,0,0,1,0,0,0,0,0,0.0,-19.3,80
9,1,1,0,1,1,1,1,1,0.0,-19.3,138
10,0,1,1,0,0,1,0,0,0.0,-18.959999999999997,78
11,1,0,0,1,1,0,1,1,0.0,-18.96,64
12,0,1,0,1,0,0,1,0,0.0,-17.59,31
13,1,0,1,0,1,1,0,1,0.0,-17.589999999999996,35
14,0,1,1,0,0,1,1,0,0.0,-16.709999999999997,8
15,1,0,0,1,1,0,0,1,0.0,-16.709999999999997,13
16,1,1,1,0,1,1,0,1,0.0,-15.769999999999998,9
17,0,0,0,1,0,0,1,0,0.0,-15.77,9
18,0,0,1,0,0,0,1,0,0.0,-15.31,6
19,1,1,0,1,1,1,0,1,0.0,-15.309999999999997,5
20,0,1,1,0,1,1,1,0,0.0,-14.780000000000001,2
21,1,0,0,1,0,0,0,1,0.0,-14.780000000000001,3
22,1,0,0,1,0,0,1,1,0.0,-14.510000000000002,1
23,0,1,1,0,1,1,0,0,0.0,-14.510000000000002,1
24,0,1,1,0,1,0,1,0,0.0,-14.24,2
25,1,0,0,1,0,1,0,1,0.0,-14.24,4
26,0,0,1,0,1,1,1,0,0.0,-14.160000000000004,2
27,1,1,0,1,0,0,0,1,0.0,-14.159999999999997,2
28,0,0,1,0,0,1,1,0,0.0,-13.650000000000002,1
29,0,0,0,1,1,0,1,0,0.0,-13.26,2
30,0,1,0,1,1,0,1,0,0.0,-12.639999999999999,1
31,1,0,1,0,0,1,0,1,0.0,-12.639999999999999,1
32,1,1,1,0,0,0,0,1,0.0,-11.759999999999998,1
33,1,1,0,1,0,1,1,1,0.0,-11.329999999999995,1
34,1,1,1,0,0,0,1,0,0.125,-5.24,1
35,0,0,0,1,1,1,0,1,0.125,-5.24,2
36,0,1,1,1,0,0,1,0,0.0,-10.17,1
37,1,0,0,0,1,1,0,1,0.0,-10.17,3
38,1,1,0,0,1,0,1,1,0.125,-7.959999999999997,1
39,1,1,1,0,0,1,0,0,0.125,-9.510000000000002,1
40,0,1,0,1,1,0,1,1,0.0,-7.57,1
41,0,1,0,1,1,1,1,0,0.0,-7.38,1
42,1,0,1,0,1,1,0,0,0.0,-6.64,1
43,1,0,1,1,1,1,0,1,0.125,-8.289999999999997,1
44,1,1,0,0,0,0,0,1,0.0,-3.8999999999999986,1
45,1,1,0,1,0,0,1,1,0.125,-20.009999999999998,1
46,1,1,0,1,1,1,1,1,0.125,-19.3,1
47,1,1,1,1,1,0,1,1,0.0,3.7400000000000047,1
