,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_20,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0.0,-694.3199999999999,6
1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0.0,-694.32,11
2,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0.047619047619047616,-694.3199999999999,12
3,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0.047619047619047616,-694.32,5
4,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,-692.6899999999998,4
5,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0.0,-689.81,7
6,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0.0,-686.7400000000001,8
7,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,-686.7400000000001,1
8,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0.047619047619047616,-686.7400000000001,5
9,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0.047619047619047616,-686.7400000000001,4
10,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.0,-685.0900000000001,2
11,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0.047619047619047616,-682.3499999999995,3
12,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.047619047619047616,-682.3499999999998,145
13,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0.047619047619047616,-676.44,7
14,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0.047619047619047616,-694.3199999999999,1
15,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.09523809523809523,-682.3499999999998,142
16,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0.09523809523809523,-682.3499999999995,11
17,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,-682.9399999999998,2
18,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0.0,-682.9399999999997,1
19,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,-682.75,2
20,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0.0,-682.6199999999997,122
21,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0.0,-682.6199999999995,12
22,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0.047619047619047616,-674.79,10
23,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0.047619047619047616,-680.4899999999999,8
24,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.047619047619047616,-682.9399999999998,6
25,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0.047619047619047616,-682.9399999999997,3
26,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.047619047619047616,-682.75,3
27,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.0,-682.3499999999998,41
28,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0.047619047619047616,-682.6199999999997,103
29,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0.047619047619047616,-682.6199999999995,20
30,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.09523809523809523,-682.3499999999998,58
31,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0.0,-682.1599999999996,2
32,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.047619047619047616,-682.3499999999998,28
33,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0.047619047619047616,-682.3499999999995,4
34,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.14285714285714285,-682.3499999999998,55
35,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0.14285714285714285,-682.3499999999995,5
36,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.0,-681.7600000000001,1
37,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,-681.5100000000001,1
38,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0.0,-681.5100000000001,2
39,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0.0,-680.5199999999999,42
40,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0.0,-680.4899999999999,3
41,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0.0,-680.49,3
42,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0.047619047619047616,-694.32,2
43,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.047619047619047616,-673.9699999999999,9
44,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0.047619047619047616,-682.6199999999997,47
45,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0.047619047619047616,-682.6199999999995,7
46,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0.09523809523809523,-682.9399999999997,1
47,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.047619047619047616,-682.3499999999998,14
48,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.09523809523809523,-673.9699999999999,8
49,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0.09523809523809523,-673.9699999999996,1
50,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0.09523809523809523,-682.6199999999997,42
51,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0.09523809523809523,-682.6199999999995,12
52,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0.0,-679.78,2
53,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0.09523809523809523,-682.3499999999998,12
