,x_0,x_1,x_2,chain_break_fraction,energy,num_occurrences
0,1,0,1,0.0,-14.02,2788
1,0,1,0,0.0,-14.02,1187
2,1,0,0,0.0,-10.44,12
3,0,1,1,0.0,-10.440000000000001,12
4,1,1,0,0.0,-3.6000000000000014,1
