,x_0,x_1,x_2,x_3,x_4,x_5,x_6,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,0,1,1,0.0,-28.19,1375
1,0,1,1,1,1,0,0,0.0,-28.19,1434
2,1,0,0,0,1,1,1,0.0,-27.01,549
3,0,1,1,1,0,0,0,0.0,-27.01,533
4,0,0,0,0,0,1,1,0.0,-22.43,17
5,1,1,1,1,1,0,0,0.0,-22.430000000000003,32
6,0,0,0,0,1,1,1,0.0,-20.17,2
7,1,1,1,1,0,0,0,0.0,-20.17,7
8,1,0,0,0,0,1,0,0.0,-19.52,19
9,0,1,1,1,1,0,1,0.0,-19.520000000000003,19
10,1,0,0,0,1,1,0,0.0,-17.68,5
11,0,1,1,1,0,0,1,0.0,-17.680000000000003,4
12,1,0,0,0,0,1,1,0.14285714285714285,-28.19,1
13,0,0,0,1,1,1,0,0.0,-11.19,1
14,1,1,1,0,1,0,0,0.0,-7.500000000000002,1
15,1,1,1,1,0,0,0,0.14285714285714285,-20.17,1
