,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-95.17,397
1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-95.17,868
2,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-93.56,298
3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-93.56,201
4,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-91.52999999999999,96
5,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-91.53,379
6,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-90.58000000000001,80
7,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-90.57999999999998,149
8,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0.0,-88.08999999999999,44
9,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0.0,-88.09,334
10,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0.0,-84.38000000000001,121
11,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0.0,-84.38,19
12,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0.0,-83.96,13
13,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.0,-83.96000000000001,11
14,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0.0,-83.71,73
15,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0.0,-83.71000000000001,47
16,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0.0,-83.07,42
17,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-83.07,23
18,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0.0,-82.63000000000004,7
19,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0.0,-82.63000000000002,43
20,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0.0,-82.43,24
21,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0.0,-82.43000000000002,56
22,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0.0,-82.11,5
23,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0.0,-82.11,58
24,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0.0,-81.98999999999997,26
25,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0.0,-81.67000000000002,3
26,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0.0,-81.67,12
27,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0.0,-81.12,4
28,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0,-81.12,27
29,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0.0,-80.22999999999999,3
30,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0.0,-80.22999999999999,16
31,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0.0,-79.95999999999998,2
32,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,-79.96000000000001,11
33,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0.0,-79.11,7
34,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0.0,-79.10999999999999,3
35,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.06666666666666667,-93.56,1
36,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0.0,-78.46999999999998,15
37,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0.0,-78.47,18
38,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0.0,-78.14,31
39,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0.0,-78.14,16
40,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0.0,-77.38,2
