,x_0,x_1,x_2,x_3,x_4,x_5,x_6,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,0,1,1,0.0,-22.709999999999997,1451
1,0,1,0,0,1,0,0,0.0,-22.71,1492
2,0,1,0,0,0,0,0,0.0,-21.09,522
3,1,0,1,1,1,1,1,0.0,-21.089999999999993,220
4,1,0,0,1,0,1,1,0.0,-18.93,105
5,0,1,1,0,1,0,0,0.0,-18.93,105
6,0,1,0,1,1,1,1,0.0,-16.729999999999993,45
7,1,0,1,0,0,0,0,0.0,-16.73,20
8,1,0,1,1,0,0,1,0.0,-14.759999999999998,13
9,0,1,0,0,1,1,0,0.0,-14.76,8
10,0,0,1,1,1,1,1,0.0,-11.419999999999998,3
11,1,1,0,0,0,0,0,0.0,-11.420000000000002,1
12,1,0,1,0,0,0,1,0.0,-9.61,1
13,0,1,0,1,1,1,0,0.0,-9.609999999999996,2
14,1,0,1,1,0,1,1,0.14285714285714285,-22.709999999999997,1
15,0,1,1,0,1,0,0,0.14285714285714285,-18.93,1
16,1,0,1,1,1,1,1,0.14285714285714285,-21.089999999999993,1
17,0,1,0,0,1,1,0,0.14285714285714285,-14.76,1
18,1,0,1,0,1,0,0,0.0,-5.550000000000001,1
19,0,0,0,1,0,1,1,0.0,-4.179999999999997,1
20,1,1,1,0,1,0,0,0.0,-4.1800000000000015,2
21,0,1,1,0,0,0,0,0.0,-2.389999999999997,1
22,0,1,0,0,1,0,1,0.0,-0.5900000000000012,1
23,1,1,1,1,1,1,1,0.0,9.769962616701378e-15,1
24,0,1,0,0,0,0,1,0.0,4.89,1
