,x_0,x_1,x_10,x_11,x_12,x_13,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0,-97.06,596
1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.0,-97.05999999999999,2454
2,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.0,-92.41,280
3,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.0,-92.40999999999998,215
4,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-90.60000000000001,123
5,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-90.6,94
6,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-97.06,6
7,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-97.05999999999999,7
8,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0.0,-84.26,14
9,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.0,-84.25999999999998,31
10,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0.0,-83.38999999999999,44
11,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0.0,-83.38999999999999,2
12,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0.0,-82.75,13
13,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0.0,-82.74999999999997,11
14,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-82.69,2
15,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0.0,-82.69000000000003,27
16,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.0,-82.02,5
17,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0,-82.02,1
18,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-81.41000000000001,2
19,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0.07142857142857142,-82.69,1
20,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-97.05999999999999,4
21,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.0,-80.82,5
22,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0.0,-80.82,7
23,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.07142857142857142,-92.41,1
24,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-97.05999999999999,3
25,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0.0,-77.97000000000001,5
26,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0.0,-77.97,21
27,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.07142857142857142,-84.25999999999998,1
28,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-97.05999999999999,1
29,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0.0,-74.41999999999997,2
30,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-97.05999999999999,2
31,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.07142857142857142,-84.25999999999998,1
32,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0.0,-71.98999999999998,2
33,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.07142857142857142,-92.41,1
34,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-97.05999999999999,1
35,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.07142857142857142,-92.41,1
36,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0.07142857142857142,-82.74999999999997,2
37,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0.0,-69.31999999999996,1
38,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0.0,-68.66999999999999,1
39,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.07142857142857142,-92.40999999999998,1
40,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0.0,-67.19999999999997,1
41,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0.0,-64.28,1
42,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0.0,-63.01000000000001,1
43,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0.07142857142857142,-56.60999999999998,1
44,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0.07142857142857142,-55.30999999999998,1
45,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-97.05999999999999,1
46,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0.0,-58.43000000000001,1
47,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0.07142857142857142,-77.97000000000001,1
48,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.07142857142857142,-90.60000000000001,1
