,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
48,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-169.02999999999997,2
49,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-186.54000000000002,2
50,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-187.56,1
51,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.0,-168.33999999999997,4
52,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-168.34000000000003,4
53,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.05,-182.5,7
54,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0.0,-167.66,1
55,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0.0,-167.65999999999997,5
56,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.0,-167.16,3
57,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0.0,-167.15999999999997,7
58,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0.0,-166.17,3
59,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0.0,-166.16999999999996,5
60,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0.0,-166.11999999999995,3
61,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.05,-184.88000000000002,1
62,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.05,-184.88,1
63,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.05,-186.53999999999996,1
64,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0.0,-165.68,5
65,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-186.54000000000002,3
66,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-164.74,7
67,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0.0,-164.56,5
68,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0.0,-164.56,1
69,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-164.3,9
70,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-164.29999999999995,11
71,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.0,-164.18999999999997,1
72,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-164.19,1
73,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-163.41999999999996,2
74,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.0,-163.16000000000003,1
75,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.05,-175.11999999999995,1
76,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-175.12,1
77,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0.05,-173.60000000000002,3
78,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.05,-173.6,4
79,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.05,-175.92000000000002,4
80,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.05,-186.53999999999996,1
81,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-186.54000000000002,1
82,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0.0,-161.64,1
83,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.05,-175.46000000000004,1
84,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0.05,-175.26,2
85,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.05,-173.6,1
86,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-161.0,3
87,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-160.76000000000002,4
88,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0.0,-160.23999999999998,1
89,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0.0,-160.07,2
90,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0.0,-159.97999999999996,1
91,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0.0,-159.89999999999998,1
92,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0.0,-159.81,2
93,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0.0,-159.37,1
94,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0.0,-159.26999999999998,1
95,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.0,-159.26999999999998,1
96,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-185.74,1
97,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0.0,-158.21,1
98,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0.0,-158.21000000000004,5
99,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-157.61999999999998,1
100,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.0,-156.64000000000004,1
101,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-185.74,2
102,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0.0,-155.95,2
103,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0.05,-179.49,1
104,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-187.56,1
105,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-154.16,1
106,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-153.60000000000002,2
107,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.0,-153.59999999999997,1
108,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-153.05,1
109,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.05,-187.55999999999997,1
110,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.0,-151.86,1
111,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.05,-184.88000000000002,1
112,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.05,-173.6,1
113,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0.0,-150.92999999999995,1
114,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0.05,-161.64,1
115,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0.0,-150.79999999999998,3
116,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0.05,-149.67999999999998,1
117,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.05,-184.88,1
118,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.05,-163.16000000000003,1
119,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-150.21999999999997,2
120,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0.0,-149.37,1
121,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-186.54000000000002,1
122,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0,-148.43999999999997,2
123,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.0,-148.43999999999997,1
124,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0.0,-148.05,1
125,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-185.74,1
126,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-185.74,1
127,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-147.47000000000003,1
128,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0.0,-147.39,1
129,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.0,-147.34000000000003,1
130,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0.05,-180.87,1
131,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.05,-184.88000000000002,1
132,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.05,-184.88000000000002,1
133,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-176.21000000000004,1
134,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.05,-184.88000000000002,1
135,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0.05,-172.99,1
136,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0.1,-175.92000000000002,1
137,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0.0,-143.96,1
138,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-185.74,1
139,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0.05,-164.3,1
140,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0.05,-179.49,1
141,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-138.46999999999994,1
142,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.05,-186.53999999999996,1
143,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0.05,-172.98999999999998,1
144,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-175.12,1
145,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0.0,-132.98000000000002,1
146,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0.0,-132.72999999999996,1
147,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0.0,-131.5,1
148,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0.05,-155.95,1
149,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0.1,-166.11999999999995,1
150,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.05,-187.56,1
151,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0.0,-127.98999999999997,1
152,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.1,-186.54000000000002,1
153,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-123.01000000000003,1
154,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-119.61999999999996,1
155,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0.0,-119.40999999999998,1
156,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0.05,-140.34,1
157,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0.0,-95.25999999999998,1
