,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-366.81000000000006,430
1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-366.81,235
2,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-366.80000000000007,279
3,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-366.79999999999995,1221
4,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-361.18,56
5,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-361.18000000000006,108
6,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-358.4900000000001,28
7,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-358.4899999999999,72
8,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-357.65,48
9,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0.0,-357.6499999999999,26
10,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.0,-356.63,9
11,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0.0,-356.6299999999999,24
12,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0.0,-356.62000000000006,35
13,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0.0,-356.62,148
14,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0.0,-355.34999999999997,32
15,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0.0,-355.34999999999997,9
16,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0.0,-355.1599999999999,12
17,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-355.15999999999997,21
18,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.0,-354.86,6
19,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.0,-354.8599999999999,10
20,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0.0,-354.1500000000001,9
21,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0.0,-354.15,40
22,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0.0,-353.9200000000001,18
23,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0.0,-353.91999999999996,99
24,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0.0,-353.61000000000007,17
25,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0.0,-353.61,61
26,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-352.99,9
27,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-352.98999999999995,6
28,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-352.6199999999999,26
