,x_0,x_1,x_10,x_11,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,0,0,1,1,0,1,1,1,0.0,-48.25,1847
1,0,1,0,1,1,1,0,0,1,0,0,0,0.0,-48.25,659
2,1,0,1,0,0,0,1,1,1,1,1,1,0.0,-46.059999999999995,409
3,0,1,0,1,1,1,0,0,0,0,0,0,0.0,-46.06,175
4,0,1,0,1,1,1,0,0,1,0,0,1,0.0,-44.339999999999996,67
5,1,0,1,0,0,0,1,1,0,1,1,0,0.0,-44.339999999999996,513
6,1,0,1,0,0,0,1,1,1,1,1,0,0.0,-41.21,62
7,0,1,0,1,1,1,0,0,0,0,0,1,0.0,-41.21000000000001,6
8,0,1,0,1,1,1,1,0,1,0,0,0,0.0,-36.359999999999985,19
9,1,0,1,0,0,0,0,1,0,1,1,1,0.0,-36.36,42
10,0,1,0,0,1,1,0,0,1,0,0,0,0.0,-35.88,7
11,1,0,1,1,0,0,1,1,0,1,1,1,0.0,-35.88000000000001,49
12,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-35.76,14
13,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-35.75999999999999,41
14,1,0,1,0,0,0,0,1,1,1,1,1,0.0,-34.129999999999995,8
15,0,1,0,1,1,1,1,0,0,0,0,0,0.0,-34.129999999999995,6
16,1,0,1,0,1,0,1,1,1,1,1,0,0.0,-32.47,10
17,0,1,0,1,0,1,0,0,0,0,0,1,0.0,-32.47,4
18,1,1,1,0,0,0,0,0,1,1,0,1,0.0,-31.939999999999998,13
19,0,0,0,1,1,1,1,1,0,0,1,0,0.0,-31.94,3
20,0,0,0,1,1,1,1,0,1,0,0,0,0.0,-31.529999999999998,3
21,1,1,1,0,0,0,0,1,0,1,1,1,0.0,-31.53,1
22,0,1,0,1,1,1,0,0,1,0,0,0,0.08333333333333333,-48.25,1
23,0,1,1,0,1,1,0,0,1,0,0,0,0.0,-30.659999999999997,1
24,1,0,0,1,0,0,1,1,0,1,1,1,0.0,-30.659999999999993,3
25,0,1,0,1,0,1,0,0,1,0,0,1,0.0,-29.719999999999995,5
26,1,0,1,0,1,0,1,1,0,1,1,0,0.0,-29.72,6
27,1,0,1,0,0,0,1,1,0,1,1,1,0.08333333333333333,-48.25,1
28,1,0,1,0,1,0,1,1,1,1,1,1,0.0,-29.480000000000004,1
29,1,0,1,1,0,0,1,1,1,1,1,1,0.0,-28.70999999999999,2
30,1,0,1,0,0,0,0,1,0,1,1,0,0.0,-27.91,2
31,1,0,0,1,0,0,1,1,1,1,1,1,0.0,-27.27,1
32,1,0,0,0,0,0,1,1,1,1,1,1,0.0,-26.68,1
33,0,0,0,1,1,1,1,1,0,0,1,1,0.0,-26.429999999999996,1
34,1,0,0,0,0,0,1,1,1,1,1,0,0.0,-26.13,1
35,0,1,0,1,0,1,0,0,1,0,0,0,0.0,-25.79,1
36,1,0,0,0,0,0,1,1,0,1,1,0,0.0,-25.479999999999997,2
37,0,1,1,1,1,1,0,0,1,0,0,0,0.0,-25.09,1
38,1,0,0,0,0,0,1,1,0,1,1,1,0.0,-25.09,1
39,1,0,1,0,0,0,1,1,0,1,1,0,0.08333333333333333,-44.339999999999996,1
40,0,0,0,1,1,1,1,1,1,0,1,0,0.0,-23.089999999999996,2
41,1,1,1,0,1,1,0,0,1,1,0,0,0.0,-22.949999999999996,1
42,1,0,0,0,1,0,1,1,1,1,1,0,0.0,-22.71,1
43,1,0,1,1,0,0,1,1,0,1,1,1,0.08333333333333333,-35.88000000000001,1
44,1,0,1,0,0,0,1,1,0,1,1,1,0.08333333333333333,-48.25,1
45,0,0,0,1,0,0,1,0,0,0,0,1,0.0,-18.49,1
46,0,0,0,0,0,0,1,1,0,0,1,0,0.0,-18.35,1
47,1,0,1,0,0,0,1,1,1,1,1,1,0.08333333333333333,-46.059999999999995,1
48,1,0,0,0,1,0,1,1,0,1,1,0,0.08333333333333333,-16.18,1
