,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0.0,-108.52999999999997,308
1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0.0,-108.52999999999997,574
2,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0.0,-106.44999999999999,94
3,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0.0,-106.45,285
4,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0.0,-106.35,316
5,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0.0,-106.34999999999997,116
6,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0.0,-104.92,432
7,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0.0,-104.91999999999999,54
8,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0.0,-104.77000000000001,89
9,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0.0,-104.77000000000002,316
10,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0.058823529411764705,-108.52999999999997,22
11,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0.058823529411764705,-108.52999999999997,1
12,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0.0,-101.66999999999993,11
13,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0.0,-101.67000000000002,13
14,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0.0,-101.54,115
15,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0.0,-101.53999999999999,13
16,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0.058823529411764705,-106.35,4
17,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0.058823529411764705,-106.34999999999997,3
18,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0.0,-98.58000000000001,7
19,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0.0,-98.58000000000001,58
20,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0.058823529411764705,-108.52999999999997,1
21,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0.058823529411764705,-108.52999999999997,2
22,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0.0,-97.38999999999999,23
23,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0.0,-97.39000000000001,7
24,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0.0,-96.35999999999999,124
25,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0.0,-96.36000000000001,37
26,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0.058823529411764705,-106.35,3
27,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0.058823529411764705,-106.34999999999997,1
28,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0.0,-95.99,22
29,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0.0,-95.99000000000001,7
30,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,-94.99,5
31,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,-94.99000000000004,46
32,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0.0,-94.8,11
33,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0.0,-94.80000000000001,5
34,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0.0,-94.69000000000001,13
35,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,-94.69000000000001,7
36,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0.0,-94.42999999999999,30
37,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0.0,-94.43,9
38,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0,-94.24000000000001,24
39,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,-94.24,3
40,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,-94.15,7
41,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0,-94.15,17
42,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0.0,-93.46000000000002,9
43,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0.0,-93.46,7
44,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0.0,-93.17,7
45,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0.0,-93.16999999999999,24
46,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,-93.13,1
47,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0.0,-92.38999999999999,1
48,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0.0,-92.39,11
49,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0.0,-91.56,4
50,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0.0,-91.55999999999999,34
51,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0.0,-90.83,1
52,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0.0,-90.78999999999999,11
53,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0.0,-90.78999999999998,7
54,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0.0,-90.74000000000001,7
55,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.0,-90.74,19
56,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0.0,-90.69999999999999,8
57,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0.058823529411764705,-104.77000000000002,2
58,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0.0,-90.30000000000001,2
59,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0.0,-90.3,3
