,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_20,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-182.75000000000003,25
1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-182.75,338
2,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-182.48000000000002,72
3,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-182.48,250
4,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0.0,-174.15,342
5,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,-174.15000000000003,34
6,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-173.36999999999992,53
7,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-173.37000000000003,57
8,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.0,-173.31000000000003,45
9,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.0,-173.30999999999995,38
10,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-171.71,9
11,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-171.71,60
12,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0,-171.24000000000004,7
13,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0.0,-171.23999999999992,6
14,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-170.86000000000004,19
15,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-170.85999999999996,40
16,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.0,-170.74000000000004,15
17,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.0,-170.73999999999992,2
18,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0.0,-170.42000000000002,9
19,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0.0,-170.41999999999996,5
20,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-170.31,21
21,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-170.30999999999995,25
22,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0.0,-169.34000000000003,104
23,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0.0,-169.33999999999997,56
24,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-169.00000000000003,21
25,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-169.0,36
26,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-168.81,37
27,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-168.80999999999995,10
28,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-168.58000000000004,14
29,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-168.57999999999993,3
30,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0,-168.23000000000005,5
31,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0.0,-168.22999999999993,11
32,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-167.74,20
33,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-167.73999999999998,14
34,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0.0,-167.23000000000002,68
35,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0.0,-167.23000000000002,14
36,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0.0,-167.04999999999998,1
37,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0.0,-167.04999999999998,12
38,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-166.95999999999998,15
39,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0.0,-166.63,6
40,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0.0,-166.63,43
41,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0.0,-166.47000000000006,2
42,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0.0,-166.47,18
43,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.047619047619047616,-153.72,17
44,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.047619047619047616,-154.77,6
45,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.047619047619047616,-154.77,4
46,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-165.04000000000005,38
47,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-165.03999999999996,20
48,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-165.00999999999993,4
49,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-165.01,22
50,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-164.77999999999997,10
51,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-164.77999999999997,7
52,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-164.69999999999996,12
53,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-164.70000000000002,2
54,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-164.51,36
55,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-164.51,2
56,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-164.29000000000002,3
57,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-164.28999999999994,7
58,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.0,-164.22000000000006,2
59,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0,-164.22,35
60,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0.0,-164.20000000000005,3
61,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0.0,-164.20000000000002,28
62,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0.0,-163.76,2
63,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0.0,-163.76,32
64,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0.0,-163.72,4
65,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0.0,-163.71999999999997,1
66,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-163.51000000000002,10
67,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-163.51,23
68,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-163.16,8
69,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-163.15999999999997,10
70,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.0,-163.08,3
71,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.0,-163.07999999999993,6
72,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0.0,-162.79,5
73,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0.0,-162.78999999999996,5
74,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-162.23000000000002,28
75,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-162.22999999999993,19
76,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0.0,-162.01000000000002,5
77,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.0,-162.01000000000002,2
78,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0.0,-161.66,21
79,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,-161.66,9
80,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.0,-161.28000000000003,14
81,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0.0,-161.28000000000003,12
82,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0,-161.14000000000001,2
83,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0.0,-161.13999999999996,3
84,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-161.07000000000002,7
85,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-161.06999999999996,1
86,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0.047619047619047616,-144.07000000000002,2
87,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0.047619047619047616,-144.07000000000005,20
88,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0.0,-160.71,1
89,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0.0,-160.31000000000003,15
90,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,-160.31000000000003,1
91,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0.0,-160.27999999999997,2
92,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0.0,-160.21,7
93,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0.0,-160.20999999999998,7
94,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.0,-159.95000000000002,2
95,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0,-159.94999999999996,6
96,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0.0,-159.63,4
97,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,-159.63000000000005,4
98,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-159.56,6
99,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-159.55999999999997,9
100,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-159.39000000000001,16
101,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-159.39000000000001,2
102,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0,-159.33,13
103,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.0,-159.33000000000004,1
104,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0.047619047619047616,-167.23000000000002,6
105,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,-159.2,23
106,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0.0,-159.2,22
107,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-159.18,24
108,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-159.17999999999995,5
109,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-159.16,10
110,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-159.15999999999997,1
111,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-158.95999999999998,9
112,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-158.95999999999998,6
113,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-158.85,5
114,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0.0,-158.84000000000003,11
115,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0.0,-158.84,2
116,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0.0,-158.84,2
117,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.0,-158.78000000000006,3
118,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0,-158.72,6
119,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-158.56000000000003,1
120,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-158.56,1
121,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-158.44000000000003,7
122,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-158.43999999999994,1
123,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-158.25999999999996,8
124,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-158.25999999999996,2
125,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-158.24,2
126,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-158.05,2
127,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-158.04999999999995,1
128,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0.047619047619047616,-169.33999999999997,1
129,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0.047619047619047616,-169.34000000000003,2
130,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-157.74,15
131,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-157.73999999999998,9
132,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-157.7,1
133,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-157.69,3
134,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-157.66000000000003,2
135,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.0,-157.64000000000004,2
136,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0.0,-157.54999999999995,4
137,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0.0,-157.55000000000004,12
138,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-157.55,16
139,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-157.54999999999995,4
140,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-157.52999999999997,1
141,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-157.39,32
142,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-157.39,23
143,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-157.37,1
144,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-157.36999999999998,1
145,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-157.34,10
146,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-157.33999999999995,5
147,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-157.33,27
148,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-157.32999999999998,5
149,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-157.21999999999994,1
150,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-156.99999999999997,5
151,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-157.0,17
152,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0,-156.95000000000002,3
153,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.047619047619047616,-170.31,1
154,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0.0,-156.58,13
155,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0.0,-156.57999999999998,6
156,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-156.53999999999996,1
157,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-156.53999999999996,10
158,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0.0,-156.17,4
159,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0.0,-156.16999999999996,8
160,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0.047619047619047616,-174.15,2
161,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-155.80999999999997,2
162,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-155.80999999999995,3
163,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-155.68999999999994,1
164,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-155.69,7
165,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.0,-155.51000000000002,1
166,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,-155.48000000000005,4
167,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0.0,-155.48000000000002,2
168,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-155.27999999999997,1
169,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-155.27999999999994,2
