,x_0,x_1,x_2,x_3,x_4,x_5,chain_break_fraction,energy,num_occurrences
0,0,0,0,1,1,0,0.0,-33.52,2064
1,1,1,1,0,0,1,0.0,-33.52,1538
2,1,0,0,1,1,0,0.0,-30.729999999999997,190
3,0,1,1,0,0,1,0.0,-30.73,186
4,1,1,1,0,0,0,0.0,-25.14,6
5,0,0,0,1,1,1,0.0,-25.14,7
6,0,1,1,0,1,1,0.0,-23.049999999999997,6
7,1,0,0,1,0,0,0.0,-23.049999999999997,1
8,0,1,0,0,0,1,0.0,-20.21,1
9,0,0,1,1,1,0,0.0,-13.02,1
