,x_0,x_1,x_10,x_11,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
80,1,0,0,1,1,1,1,0,1,0,1,0,0.0,-200.66999999999987,3
81,1,0,0,1,1,1,0,0,1,0,0,0,0.0,-200.57000000000002,1
82,0,0,1,1,0,0,0,1,1,1,1,0,0.0,-200.55999999999997,2
83,0,0,1,1,0,0,0,1,1,1,1,1,0.0,-200.44000000000003,2
84,1,0,0,0,1,1,0,0,1,0,1,1,0.0,-200.00000000000009,1
85,0,0,1,0,1,0,1,1,0,1,0,1,0.0,-199.67,1
86,1,1,0,1,0,0,1,0,1,0,0,1,0.0,-199.31999999999996,1
87,0,0,1,0,1,1,0,1,0,1,1,0,0.0,-199.32000000000002,3
88,0,1,1,0,0,1,0,1,0,1,1,0,0.0,-199.14000000000007,1
89,1,0,0,1,0,1,0,0,1,0,1,1,0.0,-199.02999999999994,2
90,0,1,0,1,0,0,1,0,0,1,0,1,0.0,-198.36999999999995,1
91,0,1,1,1,0,0,1,0,1,1,1,0,0.0,-198.35,1
92,1,0,0,1,0,1,1,0,1,0,1,0,0.0,-198.32999999999996,2
93,1,0,0,0,1,1,1,0,1,0,0,0,0.08333333333333333,-222.01999999999992,1
94,1,1,0,1,0,1,0,0,0,1,1,1,0.0,-196.12999999999997,1
95,0,1,1,1,0,1,1,0,1,0,1,0,0.0,-196.08,1
96,1,0,0,0,1,1,1,0,1,0,1,0,0.08333333333333333,-215.01999999999992,1
97,0,1,0,1,0,1,1,0,1,0,1,0,0.0,-195.11999999999995,1
98,1,0,1,1,1,1,1,0,1,0,0,0,0.0,-193.62999999999994,1
99,0,1,1,1,0,0,0,0,1,1,1,0,0.0,-193.39000000000001,1
100,0,0,1,0,1,1,1,1,0,0,0,0,0.0,-191.48000000000002,1
101,1,1,0,0,1,0,0,1,0,1,1,1,0.0,-191.07999999999996,1
102,1,0,0,0,1,1,1,1,1,0,0,0,0.0,-190.14999999999995,1
103,0,1,1,1,0,0,0,0,0,1,1,1,0.0,-190.15000000000006,1
104,0,1,1,1,0,0,1,0,0,1,1,1,0.0,-188.37000000000003,1
105,0,0,1,0,1,0,0,1,1,0,1,0,0.0,-188.33,1
106,1,0,0,0,1,0,0,1,1,1,1,0,0.0,-188.18,1
107,1,0,0,0,1,1,0,0,1,0,1,0,0.08333333333333333,-221.72000000000003,1
108,1,0,1,1,0,0,1,1,1,1,0,1,0.08333333333333333,-184.27000000000004,1
109,1,1,0,0,1,1,0,0,1,0,1,0,0.08333333333333333,-220.77999999999997,1
110,0,1,0,0,1,1,0,0,1,0,1,0,0.0,-184.75,1
111,1,1,0,0,1,1,0,0,1,0,0,1,0.0,-184.67999999999998,1
112,0,0,0,0,1,1,1,0,1,0,1,0,0.0,-183.19,1
113,1,1,0,1,1,1,0,0,1,0,1,0,0.08333333333333333,-210.42999999999992,1
114,0,1,0,1,0,0,0,1,1,1,1,1,0.08333333333333333,-205.99999999999994,1
115,1,1,1,1,0,0,0,1,0,1,1,1,0.0,-175.91000000000003,1
116,1,1,0,0,1,1,0,0,1,0,1,0,0.08333333333333333,-220.77999999999997,1
