,x_0,x_1,x_2,chain_break_fraction,energy,num_occurrences
0,0,1,0,0.0,-4.02,1980
1,1,0,1,0.0,-4.0200000000000005,2012
2,1,0,0,0.0,-0.44,3
3,0,1,1,0.0,-0.43999999999999906,5
