,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,1,1,0,1,0,0.0,-145.00000000000006,243
1,1,0,0,1,0,0,1,0,1,0.0,-145.0,577
2,0,1,0,0,0,0,1,1,1,0.0,-142.52,556
3,1,0,1,1,1,1,0,0,0,0.0,-142.52,433
4,0,0,0,1,1,0,0,1,1,0.0,-142.14999999999998,796
5,1,1,1,0,0,1,1,0,0,0.0,-142.15,131
6,1,1,0,1,0,0,1,0,1,0.0,-141.2,189
7,0,0,1,0,1,1,0,1,0,0.0,-141.20000000000002,184
8,1,0,0,1,0,0,1,1,1,0.0,-138.18,122
9,0,1,1,0,1,1,0,0,0,0.0,-138.18000000000004,51
10,0,1,1,1,1,1,0,0,0,0.0,-136.62000000000003,27
11,1,0,0,0,0,0,1,1,1,0.0,-136.62,45
12,1,1,0,0,0,0,1,0,1,0.0,-135.76,33
13,0,0,1,1,1,1,0,1,0,0.0,-135.76000000000002,26
14,0,0,0,1,1,0,0,1,0,0.0,-135.63,137
15,1,1,1,0,0,1,1,0,1,0.0,-135.63,23
16,1,1,0,0,0,0,1,1,1,0.0,-135.1,12
17,0,0,1,1,1,1,0,0,0,0.0,-135.1,25
18,1,0,0,1,1,1,0,0,0,0.0,-134.71000000000006,40
19,0,1,1,0,0,0,1,1,1,0.0,-134.71,24
20,0,1,0,0,0,0,0,1,1,0.0,-134.66,13
21,1,0,1,1,1,1,1,0,0,0.0,-134.66,16
22,0,0,0,1,1,1,0,1,0,0.0,-134.07000000000002,42
23,1,1,1,0,0,0,1,0,1,0.0,-134.07,8
24,1,1,0,1,0,0,1,0,0,0.0,-133.76,8
25,0,0,1,0,1,1,0,1,1,0.0,-133.76,22
26,0,1,0,1,0,0,1,1,1,0.0,-132.60000000000002,25
27,1,0,1,0,1,1,0,0,0,0.0,-132.6,14
28,1,0,0,1,0,1,1,0,0,0.0,-132.12,15
29,0,1,1,0,1,0,0,1,1,0.0,-132.11999999999998,6
30,1,1,1,0,1,1,0,0,0,0.0,-131.92,4
31,0,0,0,1,0,0,1,1,1,0.0,-131.92000000000002,11
32,1,1,0,1,0,1,1,0,0,0.0,-131.82000000000002,6
33,0,0,1,0,1,0,0,1,1,0.0,-131.81999999999996,19
34,0,0,0,0,1,0,0,1,1,0.0,-130.26999999999998,20
35,1,1,1,1,0,1,1,0,0,0.0,-130.26999999999995,3
36,1,1,0,0,0,1,1,0,0,0.0,-129.36,3
37,0,0,1,1,1,0,0,1,1,0.0,-129.36,8
38,0,1,0,1,1,0,0,1,0,0.0,-129.05,2
39,1,0,1,0,0,1,1,0,1,0.0,-129.04999999999998,4
40,1,0,0,1,0,0,1,1,0,0.0,-128.04000000000002,9
41,0,1,1,0,1,1,0,0,1,0.0,-128.04000000000002,1
42,1,0,1,1,0,1,1,0,0,0.0,-127.90999999999997,1
43,0,1,0,0,1,0,0,1,1,0.0,-127.90999999999998,4
44,0,0,0,1,1,1,0,0,0,0.0,-127.27,1
45,0,0,0,1,0,0,0,1,1,0.0,-127.22000000000001,1
46,1,0,0,0,0,0,0,1,1,0.0,-127.16000000000001,1
47,0,1,1,1,1,1,1,0,0,0.0,-127.16,1
48,0,1,1,0,0,0,0,1,1,0.0,-126.81000000000002,2
49,1,0,1,1,0,0,1,0,1,0.0,-126.31,2
50,0,1,0,0,1,1,0,1,0,0.0,-126.31,1
51,1,0,0,1,0,1,1,0,1,0.0,-126.28,1
52,0,1,0,1,1,1,0,0,0,0.0,-126.13000000000002,1
53,0,0,0,1,1,0,0,1,0,0.1111111111111111,-135.63,1
54,1,1,0,0,0,1,1,0,1,0.0,-125.46000000000001,1
55,0,0,1,1,1,0,0,1,0,0.0,-125.46000000000004,7
56,0,0,0,0,1,1,0,1,0,0.0,-125.17000000000002,3
57,1,0,0,1,1,0,0,1,0,0.0,-124.59000000000003,2
58,0,0,1,1,1,1,0,0,1,0.0,-123.01999999999998,3
59,0,1,0,1,0,0,0,1,1,0.0,-122.98,1
60,0,1,0,1,0,0,1,1,0,0.0,-122.62000000000003,3
61,1,0,1,0,1,1,0,0,1,0.0,-122.61999999999998,1
62,0,0,0,1,1,0,1,1,1,0.0,-122.56999999999998,3
63,1,1,0,1,0,0,1,1,0,0.0,-122.30000000000001,2
64,0,0,1,0,1,1,0,0,1,0.0,-122.29999999999998,1
65,1,0,0,1,1,0,1,0,1,0.0,-121.99000000000001,5
66,0,1,1,0,0,1,0,1,0,0.0,-121.99000000000004,1
67,0,1,0,1,0,0,1,0,1,0.0,-121.54000000000002,1
68,1,0,0,0,0,0,1,0,1,0.0,-120.9,1
69,1,1,0,1,0,0,1,0,1,0.1111111111111111,-141.2,1
70,0,0,0,0,1,1,0,1,1,0.0,-120.35000000000001,1
71,0,0,0,0,0,0,0,1,1,0.0,-120.24,1
72,1,0,0,1,0,0,1,1,1,0.1111111111111111,-138.18,1
73,1,0,0,1,1,0,1,0,0,0.0,-118.73000000000002,1
74,1,1,0,1,0,0,1,1,1,0.0,-118.00000000000001,1
75,0,0,0,1,1,1,0,0,1,0.0,-117.81,1
76,1,0,0,1,1,0,0,1,1,0.0,-116.83000000000003,1
77,0,1,1,0,0,1,1,0,0,0.0,-116.82999999999998,1
78,0,1,0,0,0,0,1,1,0,0.0,-116.16000000000003,1
79,1,0,0,1,1,1,0,0,1,0.0,-110.97000000000006,1
80,0,0,1,1,1,0,1,1,1,0.0,-109.82000000000004,1
81,1,1,0,1,0,0,0,1,0,0.0,-105.44000000000003,1
82,1,1,1,0,1,1,0,1,0,0.0,-104.48000000000002,1
83,1,1,0,1,0,0,1,1,0,0.1111111111111111,-122.30000000000001,1
