,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.0,-104.85999999999999,1101
1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.0,-104.85999999999999,1905
2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,-96.11999999999999,209
3,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0.0,-96.12,244
4,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0,-95.69999999999999,117
5,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.0,-95.7,87
6,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.06666666666666667,-104.85999999999999,8
7,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.06666666666666667,-104.85999999999999,2
8,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-91.17999999999999,1
9,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-91.18,2
10,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-88.48999999999998,95
11,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-88.49000000000001,17
12,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.06666666666666667,-104.85999999999999,1
13,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-86.80999999999999,6
14,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-86.81,1
15,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-86.80000000000001,9
16,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-86.79999999999998,11
17,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.0,-86.62999999999998,2
18,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0.0,-86.62999999999997,5
19,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-85.16,2
20,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,-84.80999999999999,6
21,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.0,-84.80999999999999,23
22,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0.06666666666666667,-85.16,1
23,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0.0,-84.15,4
24,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0.0,-84.14999999999999,8
25,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0.0,-82.60999999999997,15
26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.0,-82.61,4
27,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0.0,-82.05000000000001,1
28,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0.0,-81.27,1
29,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0.0,-79.32999999999998,5
30,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.0,-79.32999999999998,10
31,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0.0,-78.63000000000001,6
32,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0.0,-78.55,2
33,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0.0,-78.09999999999997,11
34,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.0,-78.1,1
35,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0.06666666666666667,-96.12,1
36,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.06666666666666667,-84.80999999999999,1
37,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,-77.46,1
38,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0.0,-77.46000000000001,2
39,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.06666666666666667,-96.11999999999999,1
40,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.06666666666666667,-84.80999999999999,1
41,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.06666666666666667,-77.5,1
42,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0.0,-76.61999999999999,1
43,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0,-76.42999999999998,1
44,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0.0,-76.43,1
45,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.06666666666666667,-95.69999999999999,1
46,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0.06666666666666667,-73.97,1
47,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.06666666666666667,-104.85999999999999,1
48,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.0,-73.55999999999999,1
49,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-72.98999999999998,1
50,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-72.98999999999998,2
51,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0.0,-72.53999999999999,1
52,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.06666666666666667,-104.85999999999999,2
53,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.06666666666666667,-95.69999999999999,1
54,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0.0,-72.17999999999999,2
55,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0.0,-71.95,1
56,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0.0,-70.85999999999999,1
57,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0.0,-69.88999999999999,1
58,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0.0,-68.96,1
59,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0.0,-68.79999999999998,1
60,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0.0,-68.80000000000003,1
61,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0.0,-68.77,2
62,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0.0,-68.77,2
63,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,-68.3,3
64,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0.0,-68.3,2
65,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0,-67.38,1
66,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.06666666666666667,-60.17999999999997,2
67,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0.06666666666666667,-60.179999999999986,2
68,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.06666666666666667,-104.85999999999999,1
69,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.06666666666666667,-104.85999999999999,1
70,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0.0,-65.78999999999999,1
71,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0.0,-65.78999999999999,2
72,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.06666666666666667,-104.85999999999999,1
73,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0.06666666666666667,-85.16,1
74,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,-64.72,1
