,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.0,-104.85999999999999,1346
1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.0,-104.85999999999999,1572
2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,-96.11999999999999,156
3,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0.0,-96.12,178
4,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.0,-95.7,89
5,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0,-95.69999999999999,374
6,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-91.17999999999999,25
7,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-91.18,70
8,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-88.49000000000001,5
9,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-88.48999999999998,8
10,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-86.80999999999999,22
11,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-86.81,13
12,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-86.80000000000001,5
13,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-86.79999999999998,7
14,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0.0,-86.62999999999997,7
15,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.0,-86.62999999999998,4
16,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0.0,-85.16000000000001,5
17,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-85.16,10
18,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,-84.80999999999999,7
19,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0.0,-84.80999999999999,4
20,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0.0,-84.14999999999999,1
21,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.0,-82.61,2
22,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0.0,-82.60999999999997,3
23,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,-82.04999999999998,1
24,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0.0,-81.27,4
25,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0.0,-81.27,1
26,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.06666666666666667,-104.85999999999999,1
27,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0.0,-78.63000000000001,5
28,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0.0,-78.63000000000001,6
29,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.0,-78.1,2
30,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-77.64999999999998,2
31,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,-77.46,2
32,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0.0,-76.62,3
33,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0.0,-76.43,1
34,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0,-76.42999999999998,1
35,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.06666666666666667,-96.11999999999999,1
36,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.06666666666666667,-96.11999999999999,1
37,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0.06666666666666667,-96.12,2
38,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,-73.97,1
39,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0.0,-73.91999999999999,1
40,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.06666666666666667,-61.30999999999998,1
41,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.06666666666666667,-61.309999999999995,1
