,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,1,0,1,0,0,0,0,0.0,-214.64999999999998,659
1,0,1,0,0,0,1,0,1,1,1,1,0.0,-214.64999999999998,994
2,1,1,1,0,0,0,0,1,0,1,1,0.0,-210.53000000000003,304
3,0,0,0,1,1,1,1,0,1,0,0,0.0,-210.52999999999997,427
4,1,0,0,1,1,0,1,0,0,0,0,0.0,-208.54999999999998,218
5,0,1,1,0,0,1,0,1,1,1,1,0.0,-208.54999999999998,106
6,0,0,1,1,1,1,1,0,1,0,0,0.0,-207.74999999999997,106
7,1,1,0,0,0,0,0,1,0,1,1,0.0,-207.75,228
8,0,0,1,1,1,1,1,0,0,0,0,0.0,-207.32999999999998,131
9,1,1,0,0,0,0,0,1,1,1,1,0.0,-207.32999999999998,104
10,1,0,0,1,1,1,1,0,0,0,0,0.0,-205.14999999999998,60
11,0,1,1,0,0,0,0,1,1,1,1,0.0,-205.15,16
12,0,1,1,0,0,1,0,1,0,1,1,0.0,-205.07000000000005,63
13,1,0,0,1,1,0,1,0,1,0,0,0.0,-205.06999999999996,58
14,0,1,1,0,0,1,0,1,1,1,0,0.0,-204.70999999999998,12
15,1,0,0,1,1,0,1,0,0,0,1,0.0,-204.70999999999998,77
16,1,0,1,1,1,1,1,0,0,0,0,0.0,-204.09,26
17,0,1,0,0,0,0,0,1,1,1,1,0.0,-204.08999999999997,33
18,0,1,0,0,0,1,0,0,1,1,1,0.0,-203.91000000000003,48
19,1,0,1,1,1,0,1,1,0,0,0,0.0,-203.91,37
20,1,1,0,0,0,1,0,1,0,1,1,0.0,-203.23000000000002,34
21,0,0,1,1,1,0,1,0,1,0,0,0.0,-203.23,11
22,1,0,1,1,1,0,1,0,0,0,1,0.0,-201.11,15
23,0,1,0,0,0,1,0,1,1,1,0,0.0,-201.10999999999999,12
24,0,1,1,1,1,1,1,0,0,0,0,0.0,-200.61999999999998,15
25,1,0,0,0,0,0,0,1,1,1,1,0.0,-200.61999999999998,6
26,1,0,0,1,1,0,0,0,1,0,0,0.0,-199.88,11
27,0,1,1,0,0,1,1,1,0,1,1,0.0,-199.88,16
28,1,1,1,0,0,1,0,1,0,1,1,0.0,-198.85000000000005,10
29,0,0,0,1,1,0,1,0,1,0,0,0.0,-198.85,7
30,0,1,1,0,0,1,0,0,1,1,1,0.0,-198.03000000000006,1
