,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
31,1,0,0,1,1,0,1,1,0,0,0,0.0,-198.02999999999997,11
32,0,1,1,0,0,1,1,0,0,1,1,0.0,-197.30000000000004,5
33,1,0,0,1,1,0,0,1,1,0,0,0.0,-197.3,11
34,1,0,1,1,1,0,0,1,0,0,0,0.0,-196.12000000000003,12
35,0,1,0,0,0,1,1,0,1,1,1,0.0,-196.12,3
36,0,0,1,1,1,1,1,0,1,0,0,0.09090909090909091,-207.74999999999997,1
37,1,1,0,0,0,0,1,1,0,1,1,0.0,-194.12,13
38,0,0,1,1,1,1,0,0,1,0,0,0.0,-194.12,22
39,0,0,1,1,1,0,1,0,0,0,0,0.0,-192.83,1
40,1,1,0,0,0,1,0,1,1,1,1,0.0,-192.82999999999998,4
41,0,0,1,1,0,1,1,0,1,0,0,0.0,-192.22000000000003,2
42,1,1,0,0,1,0,0,1,0,1,1,0.0,-192.22,2
43,0,1,0,0,0,1,1,1,0,1,1,0.0,-192.21999999999997,3
44,0,1,1,0,0,0,0,1,0,1,1,0.0,-191.69000000000003,1
45,0,1,0,0,0,1,0,1,0,1,1,0.0,-190.79000000000002,1
46,0,0,0,1,1,1,0,0,1,0,0,0.0,-190.28,10
47,1,1,1,0,0,0,1,1,0,1,1,0.0,-190.28000000000003,4
48,0,0,0,1,1,1,1,0,0,0,0,0.0,-189.73,2
49,0,1,1,1,1,1,0,0,1,0,0,0.0,-189.45000000000002,1
50,1,0,1,1,1,0,0,1,1,0,0,0.0,-189.42000000000004,1
51,1,1,0,0,0,1,1,1,0,1,1,0.0,-188.88,1
52,1,0,1,1,1,0,0,0,0,0,0,0.0,-188.8,1
53,0,1,1,0,0,1,0,0,1,1,0,0.0,-188.31000000000003,2
54,0,1,1,1,0,1,1,0,0,0,1,0.0,-188.05000000000004,1
55,1,0,0,0,0,0,0,1,0,1,1,0.0,-186.70000000000002,2
56,0,1,0,1,0,1,0,0,1,1,1,0.0,-186.39999999999998,3
57,1,0,1,1,0,0,1,1,0,0,1,0.0,-185.64000000000007,1
58,0,1,0,1,0,1,1,0,1,1,0,0.0,-184.73,1
59,1,0,0,1,1,0,1,0,0,0,0,0.09090909090909091,-208.54999999999998,1
60,1,0,1,1,1,0,1,1,0,0,1,0.0,-184.49000000000004,1
61,0,1,1,0,0,1,0,0,0,1,1,0.0,-184.43000000000004,1
62,1,1,0,1,1,0,1,0,0,0,1,0.0,-184.04,2
63,0,1,0,1,0,1,1,0,1,1,1,0.0,-183.51,2
64,1,0,1,0,1,0,1,1,0,0,1,0.0,-183.36,1
65,0,1,1,1,0,1,0,1,1,1,0,0.0,-183.29999999999998,2
66,0,1,0,0,1,0,0,1,1,1,1,0.0,-183.17999999999998,1
67,1,0,0,1,0,0,0,1,1,1,1,0.0,-183.13000000000002,1
68,1,1,1,1,1,0,1,0,0,0,0,0.0,-182.16,1
69,1,1,1,0,0,0,0,1,0,1,1,0.09090909090909091,-210.53000000000003,1
70,0,1,0,0,1,1,0,1,1,1,1,0.09090909090909091,-169.46,1
71,1,0,0,0,1,0,1,1,0,0,0,0.0,-179.6,1
72,1,1,0,0,1,0,0,1,1,1,1,0.0,-179.23999999999998,1
73,0,1,0,1,0,1,0,1,1,1,1,0.0,-177.77999999999997,1
74,0,0,1,0,0,0,0,1,1,1,1,0.0,-177.54000000000002,1
75,1,1,0,0,0,1,0,1,1,1,1,0.09090909090909091,-192.82999999999998,1
76,0,1,0,0,0,1,0,1,1,1,1,0.09090909090909091,-214.64999999999998,1
77,1,1,0,1,1,0,1,0,0,0,0,0.0,-176.02,1
78,0,1,0,1,0,1,1,0,0,1,1,0.0,-175.05,1
79,1,1,1,1,0,0,0,1,0,1,1,0.0,-173.58,2
80,0,0,1,0,1,1,1,0,0,0,0,0.0,-173.05999999999997,1
81,1,1,1,1,1,0,0,0,0,0,0,0.0,-172.69000000000003,1
82,0,0,0,0,0,1,1,1,1,1,1,0.0,-172.69,1
83,0,0,0,1,1,0,0,1,1,1,0,0.0,-166.55999999999997,1
84,1,0,1,1,1,0,1,0,0,0,1,0.09090909090909091,-201.11,1
85,1,1,0,1,0,0,1,1,0,1,1,0.0,-162.99,1
86,1,1,0,1,0,0,1,0,0,0,1,0.0,-160.51,1
87,0,1,0,0,0,1,1,1,1,1,1,0.09090909090909091,-188.79999999999995,1
