,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
65,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0.0,-132.84,2
66,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-132.52,13
67,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0.0,-132.21,5
68,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0.0,-132.21,5
69,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0.0,-132.14,5
70,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0.0,-132.13999999999996,2
71,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.0,-131.97,15
72,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0.0,-131.97,7
73,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-130.86999999999995,1
74,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-130.87,12
75,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0.0,-130.57000000000002,4
76,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0.0,-130.55,3
77,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0.05,-144.94,1
78,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.05,-133.85,11
79,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.0,-129.90999999999997,1
80,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0.0,-129.91,4
81,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0.0,-129.84,2
82,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0.0,-129.44000000000003,6
83,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0.0,-129.43999999999997,1
84,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-129.33999999999997,1
85,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-129.34000000000003,31
86,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0.0,-129.27999999999997,3
87,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0.0,-129.17999999999995,5
88,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0.0,-129.18,16
89,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0.05,-128.97,1
90,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0.05,-128.97000000000003,4
91,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0.0,-129.07,7
92,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0.0,-128.97,1
93,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0.0,-128.97000000000003,3
94,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0.0,-128.78999999999996,1
95,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0.0,-128.79000000000002,4
96,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.05,-134.53,3
97,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0.05,-134.53000000000003,1
98,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.0,-128.42999999999998,1
99,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0.0,-128.43,3
100,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0.05,-144.94,3
101,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0.05,-144.94,2
102,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0.05,-144.93999999999994,1
103,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0.0,-128.11,1
104,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0.0,-128.03999999999996,1
105,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0.0,-128.04000000000002,13
106,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.05,-148.73999999999998,1
107,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.05,-133.85,4
108,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0.0,-127.94,6
109,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0.0,-127.94000000000001,2
110,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0.0,-127.52999999999999,1
111,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0.0,-127.53000000000002,2
112,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-127.41000000000001,3
113,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0.0,-127.26999999999997,2
114,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.0,-127.27000000000004,4
115,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0.0,-127.10000000000001,3
116,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0.0,-127.10000000000001,3
117,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.05,-148.73999999999998,1
118,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0.05,-132.52,1
119,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-119.16,1
120,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0.05,-119.16,12
121,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.05,-140.74,1
122,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0.05,-140.73000000000002,1
123,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.05,-138.87,2
124,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0.05,-140.48,2
125,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0.05,-149.29,1
126,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0.0,-125.32999999999998,1
127,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0.0,-125.32999999999997,3
128,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.05,-122.44999999999999,1
129,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0.05,-139.29,1
130,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.05,-130.57,1
131,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0.0,-124.94,4
132,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0.0,-124.83,5
133,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0.0,-124.83000000000001,3
134,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0.0,-124.33999999999996,1
135,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0.0,-124.34,2
136,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0.0,-124.07,1
137,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0.0,-123.61,4
138,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0.0,-123.47999999999998,3
139,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0.0,-123.47999999999999,4
140,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0.05,-127.10000000000001,1
141,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0.05,-127.10000000000001,1
142,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0.05,-128.04000000000002,2
143,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0.0,-123.22999999999999,1
144,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0.0,-123.23,2
145,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0.05,-120.36000000000003,1
146,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0.0,-122.75000000000001,2
147,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0.0,-122.61,2
148,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0.0,-122.53000000000002,2
149,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0.0,-122.45,1
150,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.0,-121.99000000000005,2
151,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0.0,-121.95999999999998,1
152,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0.05,-144.93999999999994,1
153,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0.05,-144.94,4
154,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0.0,-121.83000000000003,1
155,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-129.33999999999997,1
156,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0.0,-121.42999999999998,4
157,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0.0,-121.37999999999997,2
158,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0.05,-130.57000000000002,1
159,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0.0,-121.27999999999999,1
160,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0.0,-121.27999999999997,1
161,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0.05,-129.34000000000003,1
162,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0.05,-129.33999999999997,1
163,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0.05,-140.73000000000002,1
164,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0.0,-120.81999999999998,2
165,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0.0,-120.65000000000002,1
166,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.0,-120.55,1
167,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0.0,-120.54999999999995,1
168,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0.05,-112.96000000000002,1
169,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0.0,-120.43999999999998,3
170,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.0,-120.34,1
171,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0.0,-120.33999999999997,2
172,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0.0,-120.29000000000002,2
173,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0.0,-120.09999999999997,2
174,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0.0,-119.96000000000001,1
175,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0.0,-119.83999999999997,5
176,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0.0,-119.83999999999996,3
177,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0.0,-119.64999999999999,1
178,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.0,-119.36000000000001,2
179,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0.0,-119.36,3
180,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0.0,-119.05000000000001,1
181,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.05,-148.73999999999998,1
182,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0.05,-148.74,1
183,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0.05,-140.74,1
184,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0.05,-136.23,1
185,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0.0,-118.60999999999996,9
186,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0.05,-132.98,1
187,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.05,-149.29000000000002,1
188,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0.0,-118.52,1
189,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-118.41999999999999,3
190,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0.05,-119.96000000000001,1
191,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0.0,-118.01999999999997,3
192,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0.0,-117.93999999999997,1
193,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.05,-113.93,1
194,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.05,-131.97,1
195,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0.0,-117.66999999999997,5
196,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0.0,-117.55999999999999,1
197,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.0,-117.56,1
198,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0.0,-117.25999999999999,1
199,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0.05,-140.74,1
200,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0.0,-116.75999999999999,1
201,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0.05,-132.98,2
202,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-116.70999999999997,1
203,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-116.71,1
204,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0.05,-112.46,1
205,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.05,-136.23000000000002,1
206,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0.0,-116.26999999999998,1
207,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0.05,-115.99999999999999,4
208,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.05,-148.73999999999998,1
209,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0.0,-116.08999999999997,3
210,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0.0,-115.99999999999999,1
211,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0.05,-138.5,1
212,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0.0,-115.4,1
213,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0.0,-115.26999999999997,2
214,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0.0,-115.26000000000002,1
215,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0.05,-138.45999999999998,1
216,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0.05,-138.5,1
217,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0.0,-114.61999999999996,2
218,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0.05,-144.94,2
219,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0.05,-114.29999999999998,3
220,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0.05,-97.19000000000003,1
221,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0.0,-114.35999999999997,1
222,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.05,-118.01999999999998,1
223,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0.05,-119.04,1
224,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0.0,-114.04999999999997,1
225,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0.0,-114.01999999999998,1
226,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0.0,-113.58999999999999,5
227,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0.0,-113.31000000000002,1
228,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0.05,-121.72999999999995,2
229,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0.0,-112.67999999999998,2
230,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.05,-138.86999999999998,1
231,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0.0,-112.09999999999997,1
232,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0.0,-111.93,1
233,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0.05,-122.30999999999996,1
234,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.05,-138.86999999999998,1
235,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.05,-149.29000000000002,1
236,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0.0,-110.51,1
237,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0.05,-102.21000000000001,1
238,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0.0,-110.00999999999999,1
239,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.0,-109.99,1
240,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0.0,-109.98999999999998,1
241,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0.0,-109.88,1
242,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0.0,-109.85,4
243,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0.0,-109.74999999999999,1
244,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.0,-109.47000000000003,1
245,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0.0,-109.43999999999997,2
246,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.05,-138.86999999999998,1
247,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.05,-149.29000000000002,2
248,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0.05,-97.96999999999997,1
