,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0.0,-108.52999999999997,212
1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0.0,-108.52999999999997,258
2,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0.0,-106.44999999999999,290
3,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0.0,-106.45,75
4,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0.0,-106.35,138
5,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0.0,-106.34999999999997,118
6,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0.0,-104.92,15
7,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0.0,-104.91999999999999,91
8,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0.0,-104.77000000000001,508
9,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0.0,-104.77000000000002,75
10,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0.0,-101.66999999999993,259
11,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0.0,-101.67000000000002,129
12,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0.0,-101.54,21
13,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0.0,-101.53999999999999,24
14,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0.0,-98.58000000000001,7
15,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0.0,-98.58000000000001,11
16,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0.0,-97.39000000000001,20
17,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0.0,-97.38999999999999,20
18,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0.0,-96.36000000000001,79
19,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0.0,-96.35999999999999,32
20,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0.0,-95.99000000000001,9
21,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0.0,-95.99,18
22,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,-94.99,111
23,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,-94.99000000000004,24
24,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0.0,-94.8,4
25,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0.0,-94.80000000000001,13
26,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,-94.69000000000001,34
27,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0.0,-94.69000000000001,9
28,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0.0,-94.42999999999999,8
29,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0.0,-94.43,21
30,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,-94.24,68
31,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0,-94.24000000000001,47
32,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0,-94.15,49
33,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0,-94.15,34
34,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0.0,-93.46000000000002,3
35,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0.0,-93.46,21
36,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0.0,-93.16999999999999,18
37,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0.0,-93.17,5
38,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0.0,-93.13,14
39,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0.0,-93.12999999999994,27
40,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0.0,-92.38999999999999,31
