,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,0,1,0,1,1,1,0.0,-42.57000000000001,703
1,0,0,0,1,1,0,1,0,0,0,0.0,-42.56999999999999,1824
2,0,1,0,1,1,0,0,0,0,0,0.0,-40.92,631
3,1,0,1,0,0,1,1,1,1,1,0.0,-40.92,445
4,1,0,1,0,0,1,0,1,1,1,0.0,-35.449999999999996,15
5,0,1,0,1,1,0,1,0,0,0,0.0,-35.449999999999996,42
6,0,0,0,1,0,0,1,0,0,0,0.0,-34.21,37
7,1,1,1,0,1,1,0,1,1,1,0.0,-34.209999999999994,7
8,0,0,1,1,1,0,1,0,0,0,0.0,-32.669999999999995,17
9,1,1,0,0,0,1,0,1,1,1,0.0,-32.67,13
10,1,0,1,0,1,0,1,1,0,0,0.0,-31.20999999999999,41
11,0,1,0,1,0,1,0,0,1,1,0.0,-31.210000000000004,50
12,1,1,0,1,1,0,0,1,0,0,0.0,-30.8,38
13,0,0,1,0,0,1,1,0,1,1,0.0,-30.8,24
14,1,1,1,0,1,0,0,1,0,0,0.0,-28.839999999999996,7
15,0,0,0,1,0,1,1,0,1,1,0.0,-28.840000000000003,15
16,1,0,1,0,0,0,1,1,0,0,0.0,-28.469999999999995,11
17,0,1,0,1,1,1,0,0,1,1,0.0,-28.47,9
18,0,0,0,1,0,1,0,0,1,1,0.0,-28.130000000000003,1
19,1,1,1,0,1,0,1,1,0,0,0.0,-28.129999999999995,4
20,1,0,0,1,1,0,1,1,0,0,0.0,-28.11,21
21,0,1,1,0,0,1,0,0,1,1,0.0,-28.11,7
22,0,0,1,1,0,1,1,0,1,1,0.0,-27.419999999999998,4
23,1,1,0,0,1,0,0,1,0,0,0.0,-27.419999999999998,5
24,1,0,1,0,1,1,1,1,1,1,0.0,-25.02,1
25,0,1,0,0,0,1,0,0,1,1,0.0,-24.63,2
26,0,1,1,1,0,1,0,0,1,1,0.0,-24.21,1
27,0,0,1,0,0,1,1,1,1,1,0.1,-22.330000000000002,3
28,1,1,0,1,1,0,0,0,0,0,0.1,-22.33,2
29,0,0,0,1,0,1,0,0,0,1,0.0,-24.070000000000004,2
30,0,0,1,0,0,1,0,0,1,1,0.0,-23.710000000000004,2
31,1,1,0,1,1,0,1,1,0,0,0.0,-23.71,1
32,1,1,0,0,1,1,0,1,1,1,0.0,-23.65,1
33,1,1,1,0,0,1,0,1,1,0,0.0,-23.31,1
34,0,0,0,0,1,0,1,0,0,0,0.0,-22.93,1
35,0,0,1,0,0,1,1,1,1,1,0.0,-22.330000000000002,1
36,1,0,0,0,0,0,1,1,0,0,0.0,-22.129999999999995,1
37,1,1,1,0,1,0,0,1,1,0,0.0,-21.939999999999998,1
38,0,1,0,0,1,0,0,0,0,0,0.0,-21.8,1
39,1,1,1,1,1,0,0,1,0,0,0.0,-21.739999999999995,2
40,0,1,0,1,1,0,0,0,0,0,0.1,-40.92,1
41,0,1,0,1,0,0,1,0,0,0,0.0,-20.97,1
42,0,0,0,1,1,0,1,1,0,0,0.0,-20.779999999999994,1
43,0,0,1,0,0,0,1,1,0,0,0.0,-19.9,1
44,0,0,1,1,1,1,1,0,1,1,0.0,-17.799999999999997,1
45,0,0,1,0,0,0,1,1,0,0,0.1,-19.9,1
