,x_0,x_1,x_10,x_11,x_12,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,1,0,0,1,0,1,1,0,1,0.0,-82.55999999999999,1949
1,1,0,0,0,0,1,1,0,1,0,0,1,0,0.0,-82.55999999999999,1339
2,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,-72.58,64
3,0,1,1,1,1,0,0,1,1,1,1,1,1,0.0,-72.58,55
4,1,0,0,0,0,1,1,0,1,0,0,0,0,0.0,-72.24,51
5,0,1,1,1,1,0,0,1,0,1,1,1,1,0.0,-72.24,91
6,0,1,1,1,0,0,0,1,0,1,1,0,1,0.0,-71.24,131
7,1,0,0,0,1,1,1,0,1,0,0,1,0,0.0,-71.24000000000001,55
8,0,1,1,1,0,0,0,1,0,1,1,1,1,0.0,-69.24,46
9,1,0,0,0,1,1,1,0,1,0,0,0,0,0.0,-69.24000000000001,6
10,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-82.55999999999999,1
11,1,0,0,0,0,1,1,0,1,1,0,1,0,0.0,-65.79999999999998,9
12,0,1,1,1,1,0,0,1,0,0,1,0,1,0.0,-65.79999999999998,9
13,0,1,1,1,1,0,0,1,1,1,1,0,1,0.0,-65.46000000000001,5
14,1,0,0,0,0,1,1,0,0,0,0,1,0,0.0,-65.46,6
15,1,0,1,0,0,1,1,0,1,0,0,1,0,0.0,-64.6,4
16,0,1,0,1,1,0,0,1,0,1,1,0,1,0.0,-64.6,10
17,0,0,1,1,1,0,0,1,1,0,0,1,0,0.0,-64.41,13
18,1,1,0,0,0,1,1,0,0,1,1,0,1,0.0,-64.41,45
19,1,0,0,0,0,1,1,0,0,0,0,0,1,0.0,-64.14999999999999,2
20,0,1,1,1,1,0,0,1,1,1,1,1,0,0.0,-64.15,4
21,0,0,0,1,1,0,0,1,1,0,0,1,0,0.0,-63.51000000000001,10
22,1,1,1,0,0,1,1,0,0,1,1,0,1,0.0,-63.509999999999984,20
23,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-82.55999999999999,1
24,0,0,0,0,0,1,1,0,1,0,0,1,0,0.0,-62.5,1
25,0,1,1,1,1,0,0,1,1,0,1,0,1,0.0,-61.640000000000015,1
26,1,0,0,0,0,1,1,0,0,1,0,1,0,0.0,-61.63999999999999,4
27,1,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-61.6,2
28,1,1,0,0,0,1,1,0,1,1,0,1,0,0.0,-61.419999999999995,2
29,0,0,1,1,1,0,0,1,0,0,1,0,1,0.0,-61.42,1
30,0,1,1,1,0,0,0,1,1,1,1,1,1,0.0,-60.68,2
31,1,1,0,0,0,1,0,0,0,1,1,0,1,0.0,-58.9,3
32,0,0,1,1,1,0,1,1,1,0,0,1,0,0.0,-58.89999999999999,3
33,1,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-62.5,1
34,1,1,1,0,0,1,1,0,0,1,1,1,1,0.0,-58.149999999999984,1
35,0,1,1,1,0,0,0,1,0,0,1,0,1,0.0,-57.62,1
36,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-82.55999999999999,1
37,0,1,1,1,1,0,0,1,0,1,1,1,1,0.07692307692307693,-72.24,1
38,0,0,1,1,1,0,0,1,1,0,0,0,0,0.0,-57.050000000000004,1
39,1,1,0,0,0,1,1,0,0,1,1,1,1,0.0,-57.05,3
40,0,1,1,1,0,0,0,1,0,1,1,0,1,0.07692307692307693,-71.24,1
41,1,1,0,0,0,1,1,0,1,0,0,1,0,0.0,-56.120000000000005,1
42,0,1,1,1,0,0,1,1,0,1,1,1,1,0.0,-54.830000000000005,7
43,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0,-54.830000000000005,1
44,1,0,0,0,0,1,1,0,1,0,0,0,0,0.07692307692307693,-72.24,1
45,0,1,1,0,1,0,0,1,0,1,1,0,1,0.0,-53.220000000000006,1
46,0,0,1,0,0,1,1,0,1,0,0,1,0,0.0,-53.19999999999999,1
47,1,0,0,0,0,1,1,0,1,0,0,0,0,0.07692307692307693,-72.24,1
48,0,1,1,1,0,1,0,1,0,1,1,0,1,0.0,-52.12999999999999,5
49,1,0,0,0,1,1,1,0,1,0,0,1,0,0.07692307692307693,-71.24000000000001,1
50,0,1,1,1,0,0,1,1,0,1,1,0,1,0.0,-49.949999999999996,1
51,0,1,1,1,0,1,0,1,0,1,1,1,1,0.0,-48.73,2
52,0,1,1,0,0,1,1,1,0,1,1,0,1,0.0,-48.039999999999985,1
53,0,1,1,0,0,1,1,0,0,1,1,0,1,0.0,-47.98999999999999,2
54,0,1,1,1,0,1,1,0,1,0,0,1,0,0.0,-47.739999999999995,3
55,0,1,1,0,0,1,1,0,0,1,1,1,1,0.0,-46.910000000000004,1
56,0,1,1,0,0,1,1,1,0,1,1,1,1,0.0,-46.839999999999975,1
57,0,1,1,1,0,1,1,0,1,1,1,1,0,0.0,-46.279999999999994,4
58,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0,-46.28,5
59,0,1,1,1,0,0,0,1,0,1,1,1,1,0.07692307692307693,-69.24,1
60,0,0,1,1,0,0,1,0,1,0,0,1,0,0.0,-44.73,1
61,1,1,1,0,0,1,1,0,1,1,0,1,0,0.0,-43.11999999999999,1
62,0,1,0,0,0,1,1,0,0,1,1,1,0,0.0,-41.480000000000004,2
63,1,0,0,0,1,0,0,1,0,0,0,0,1,0.07692307692307693,-46.28,1
