,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_20,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
50,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.047619047619047616,-182.48,6
51,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0.047619047619047616,-167.23000000000002,1
52,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0.047619047619047616,-167.23000000000002,7
53,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-165.03999999999996,8
54,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-165.04000000000005,18
55,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-165.00999999999993,9
56,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-165.01,8
57,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-164.77999999999997,12
58,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-164.77999999999997,5
59,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-164.69999999999996,4
60,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-164.70000000000002,5
61,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-164.51,10
62,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-164.51,7
63,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-164.28999999999994,2
64,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-164.29000000000002,2
65,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0.0,-164.20000000000005,2
66,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0.0,-164.20000000000002,4
67,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0.0,-163.76,1
68,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0.0,-163.76,5
69,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0.0,-163.71999999999997,23
70,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0.0,-163.72,5
71,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-163.51000000000002,11
72,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-163.15999999999997,6
73,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-163.16,7
74,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.0,-163.07999999999993,5
75,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.0,-163.08,7
76,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0.0,-162.78999999999996,18
77,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0.0,-162.79,3
78,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.047619047619047616,-174.15000000000003,2
79,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0.047619047619047616,-174.15,3
80,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-162.22999999999993,8
81,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-162.23000000000002,9
82,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0.0,-162.01000000000002,47
83,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.0,-162.01000000000002,12
84,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-161.9,3
85,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,-161.66,8
86,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.0,-161.28000000000003,8
87,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0,-161.14000000000001,2
88,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-161.07000000000002,8
89,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.0,-160.71000000000004,8
90,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0.0,-160.71,10
91,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,-160.31000000000003,3
92,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0.0,-160.31000000000003,6
93,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0.0,-160.27999999999997,13
94,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0.0,-160.27999999999997,6
95,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0.0,-160.21,4
96,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.0,-159.95000000000002,1
97,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0,-159.94999999999996,2
98,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,-159.63000000000005,5
99,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0.0,-159.63,21
100,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-159.56,3
101,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.0,-159.39000000000001,6
102,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.0,-159.39000000000001,9
103,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.0,-159.33000000000004,1
104,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0.0,-159.2,5
105,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-159.17999999999995,3
106,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-159.18,1
107,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-159.15999999999997,6
108,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-159.16,3
109,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0,-159.15,3
110,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0.0,-159.14999999999995,4
111,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-158.95999999999998,4
112,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-158.95999999999998,1
113,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-158.85000000000002,3
114,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0.0,-158.84000000000003,30
115,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0.0,-158.84,1
116,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0.0,-158.84,1
117,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0.0,-158.84000000000003,10
118,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.0,-158.78000000000006,4
119,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0.0,-158.77999999999994,16
120,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0.0,-158.72000000000003,2
121,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0.0,-158.72,2
122,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-158.56,1
123,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-158.43999999999994,14
124,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-158.44000000000003,4
125,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-158.25999999999996,3
126,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-158.24,2
127,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-158.04999999999995,4
128,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-158.05,4
129,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-157.73999999999998,3
130,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-157.74,3
131,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-157.7,1
132,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-157.68999999999997,3
133,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-157.6599999999999,6
134,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0.0,-157.63999999999996,30
135,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0.0,-157.64000000000004,3
136,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-157.54999999999995,19
137,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0.0,-157.55000000000004,7
138,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0.0,-157.54999999999995,2
139,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0.0,-157.53,2
140,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-157.52999999999997,4
141,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-157.39,1
142,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-157.39,3
143,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-157.33999999999995,12
144,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-157.34,1
145,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-157.32999999999998,17
146,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-157.33,2
147,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-157.21999999999994,1
148,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-156.99999999999997,1
149,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-157.0,2
150,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0.0,-156.94999999999993,4
151,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-156.87,2
152,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0.0,-156.58,1
153,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0.0,-156.57999999999998,13
154,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-156.53999999999996,1
155,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-156.53999999999996,4
156,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-156.23000000000005,2
157,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-156.23000000000002,1
158,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0.0,-156.16999999999996,1
159,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0.0,-156.17,1
160,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-155.89,3
161,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-155.89,1
162,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.047619047619047616,-173.30999999999995,2
163,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-155.80999999999995,1
164,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-155.69,1
165,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-155.68999999999994,9
166,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.0,-155.51000000000002,1
167,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.0,-155.5099999999999,9
168,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,-155.48000000000005,6
169,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0.0,-155.48000000000002,2
170,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-155.27999999999994,2
171,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-155.27999999999997,1
172,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0.0,-155.24999999999994,11
173,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0.0,-155.25,5
174,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0.0,-155.22999999999996,3
175,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-155.23,3
176,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-155.22,1
177,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0.0,-155.17999999999998,1
178,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0,-155.18000000000004,2
179,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0.0,-155.08,4
180,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-155.0,2
181,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-154.99999999999994,9
182,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-154.98000000000002,7
183,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0.0,-154.81999999999996,1
184,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-154.79999999999995,2
185,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-154.77,3
186,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0.0,-154.74,3
187,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.047619047619047616,-173.30999999999995,1
188,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.047619047619047616,-173.31000000000003,1
189,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-154.24999999999994,1
190,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0.0,-153.95,6
191,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-153.89000000000004,4
192,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0.0,-153.74,2
193,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0.0,-153.73999999999992,3
194,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-153.72000000000003,2
195,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-153.2,1
196,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.0,-152.99000000000004,2
197,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.0,-152.98999999999995,9
198,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0.047619047619047616,-155.12000000000006,1
199,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0.0,-152.88000000000002,1
200,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.047619047619047616,-182.75000000000003,1
201,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.047619047619047616,-182.75,1
202,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0.0,-152.85,1
203,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.047619047619047616,-169.0,3
204,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-152.80999999999997,1
205,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-152.81,1
206,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.047619047619047616,-154.74,2
207,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.047619047619047616,-182.48000000000002,1
208,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.047619047619047616,-182.48,2
209,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0.047619047619047616,-154.74,4
210,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0.0,-152.57000000000002,3
211,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0.0,-152.51999999999995,3
212,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.047619047619047616,-182.75000000000003,1
213,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.047619047619047616,-158.85,1
214,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-152.25999999999993,1
215,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.047619047619047616,-182.48000000000002,1
216,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.047619047619047616,-164.69999999999996,2
217,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.047619047619047616,-182.75000000000003,1
218,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-151.81,2
219,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-151.81000000000003,1
220,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.047619047619047616,-170.74000000000004,1
221,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.0,-151.79999999999998,1
222,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0.0,-151.8,2
223,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0.0,-151.76999999999998,11
224,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.047619047619047616,-182.48000000000002,1
225,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-151.63,2
226,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-151.63,2
227,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0.0,-151.32999999999993,2
228,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0.047619047619047616,-150.35,2
229,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0.0,-150.63,2
230,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0.0,-150.51000000000002,2
231,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-150.48999999999995,1
232,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0.0,-150.46,1
233,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0.0,-150.18,1
234,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-150.1,1
235,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0.0,-150.06,6
