,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_20,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-182.75,56
1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-182.75000000000003,119
2,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-182.48,71
3,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-182.48000000000002,238
4,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0.0,-174.15,111
5,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,-174.15000000000003,330
6,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-173.37000000000003,18
7,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-173.36999999999992,98
8,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.0,-173.31000000000003,30
9,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.0,-173.30999999999995,65
10,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-171.71,9
11,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-171.71,38
12,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0.0,-171.23999999999992,15
13,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0,-171.24000000000004,3
14,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-170.86000000000004,31
15,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-170.85999999999996,76
16,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.0,-170.74000000000004,7
17,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.0,-170.73999999999992,11
18,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0.0,-170.42000000000002,13
19,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0.0,-170.41999999999996,23
20,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-170.31,25
21,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-170.30999999999995,34
22,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0.0,-169.34000000000003,25
23,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0.0,-169.33999999999997,33
24,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-169.00000000000003,44
25,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-169.0,7
26,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-168.81,5
27,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-168.80999999999995,22
28,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-168.58000000000004,6
29,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-168.57999999999993,13
30,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0.0,-168.22999999999993,32
31,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0,-168.23000000000005,5
32,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-167.74,19
33,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-167.73999999999998,20
34,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0.0,-167.23000000000002,42
35,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0.0,-167.23000000000002,28
36,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0.0,-167.04999999999998,34
37,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0.0,-167.04999999999998,12
38,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-166.95999999999998,2
39,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0.0,-166.96,5
40,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0.0,-166.63,2
41,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0.0,-166.63,32
42,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0.0,-166.47000000000006,40
43,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0.0,-166.47,6
44,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-165.03999999999996,22
45,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-165.04000000000005,7
46,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0.0,-165.00999999999993,56
47,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-165.01,25
48,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,-164.77999999999997,14
49,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.0,-164.77999999999997,26
50,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.0,-164.70000000000002,18
51,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0.0,-164.69999999999996,2
52,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.0,-164.51,20
53,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0.0,-164.51,17
54,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-164.29000000000002,3
