,x_0,x_1,x_10,x_11,x_12,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,0,0,1,0,0,0,1,0,1,1,0,0.0,-62.78999999999999,864
1,0,0,1,1,0,1,1,1,0,1,0,0,1,0.0,-62.79,504
2,0,0,1,1,0,1,1,1,0,0,0,0,1,0.0,-62.22999999999999,284
3,1,1,0,0,1,0,0,0,1,1,1,1,0,0.0,-62.23,481
4,0,1,1,1,0,1,1,1,0,0,0,0,1,0.0,-58.94,52
5,1,0,0,0,1,0,0,0,1,1,1,1,0,0.0,-58.94,38
6,1,1,1,0,1,0,0,1,1,1,1,1,0,0.0,-58.8,112
7,0,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-58.8,136
8,0,1,1,0,1,0,0,1,0,1,0,1,0,0.0,-58.019999999999996,88
9,1,0,0,1,0,1,1,0,1,0,1,0,1,0.0,-58.019999999999996,185
10,1,1,0,0,1,0,0,0,1,0,1,1,0,0.07692307692307693,-62.78999999999999,28
11,0,0,1,1,0,1,1,1,0,1,0,0,1,0.07692307692307693,-62.79,12
12,0,0,0,1,0,1,1,0,0,1,0,0,1,0.0,-57.080000000000005,42
13,1,1,1,0,1,0,0,1,1,0,1,1,0,0.0,-57.08,45
14,0,0,1,1,0,1,1,1,0,1,0,0,1,0.07692307692307693,-62.79,16
15,1,1,0,0,1,0,0,0,1,0,1,1,0,0.07692307692307693,-62.78999999999999,12
16,0,0,1,1,0,1,1,1,0,1,1,0,1,0.07692307692307693,-52.57,20
17,1,1,0,0,1,0,0,0,1,0,0,1,0,0.07692307692307693,-52.56999999999999,8
18,1,1,1,1,0,0,0,1,1,0,1,0,1,0.0,-55.87,27
19,0,0,0,0,1,1,1,0,0,1,0,1,0,0.0,-55.870000000000005,13
20,1,0,1,0,1,0,0,1,0,1,1,1,0,0.0,-55.71999999999999,52
21,0,1,0,1,0,1,1,0,1,0,0,0,1,0.0,-55.719999999999985,22
22,0,0,1,0,1,0,1,1,0,1,0,1,0,0.0,-55.410000000000004,14
23,1,1,0,1,0,1,0,0,1,0,1,0,1,0.0,-55.41,44
24,0,0,1,1,0,0,1,1,0,1,0,0,1,0.0,-54.9,31
25,1,1,0,0,1,1,0,0,1,0,1,1,0,0.0,-54.9,42
26,0,0,1,0,1,1,1,1,0,1,0,1,0,0.0,-54.88,6
27,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0,-54.879999999999995,37
28,0,0,1,0,1,0,0,1,0,1,0,1,0,0.0,-54.85,26
29,1,1,0,1,0,1,1,0,1,0,1,0,1,0.0,-54.849999999999994,66
30,1,0,1,0,1,0,0,1,1,1,1,1,0,0.0,-54.650000000000006,7
31,0,1,0,1,0,1,1,0,0,0,0,0,1,0.0,-54.64999999999999,15
32,1,1,1,0,1,0,0,1,0,1,0,1,0,0.0,-54.00999999999999,8
33,0,0,0,1,0,1,1,0,1,0,1,0,1,0.0,-54.00999999999999,23
34,0,1,0,0,1,1,0,0,0,1,0,1,0,0.0,-53.7,14
35,1,0,1,1,0,0,1,1,1,0,1,0,1,0.0,-53.70000000000001,19
36,1,0,0,1,0,0,1,0,1,0,1,0,1,0.0,-53.650000000000006,31
37,0,1,1,0,1,1,0,1,0,1,0,1,0,0.0,-53.65,8
38,1,1,1,0,1,0,0,1,0,1,1,1,0,0.0,-53.41,21
39,0,0,0,1,0,1,1,0,1,0,0,0,1,0.0,-53.41,9
40,1,0,1,1,0,0,1,1,0,1,1,0,1,0.0,-53.309999999999995,40
41,0,1,0,0,1,1,0,0,1,0,0,1,0,0.0,-53.31,10
42,1,0,0,0,0,0,1,0,1,1,1,1,1,0.0,-53.11,19
43,0,1,1,1,1,1,0,1,0,0,0,0,0,0.0,-53.11000000000001,8
44,0,0,0,0,1,1,0,0,0,1,0,1,0,0.0,-52.71000000000001,16
45,1,1,1,1,0,0,1,1,1,0,1,0,1,0.0,-52.71,24
46,1,1,0,0,1,0,0,0,1,0,0,1,0,0.0,-52.56999999999999,1
47,0,0,1,1,0,1,1,1,0,1,1,0,1,0.0,-52.57,2
48,0,0,1,1,0,0,1,1,0,1,1,0,1,0.0,-52.52,23
49,1,1,0,0,1,1,0,0,1,0,0,1,0,0.0,-52.52,2
50,1,1,0,0,1,0,0,0,1,1,1,1,0,0.07692307692307693,-62.23,1
51,0,1,1,0,1,0,0,0,0,1,0,1,0,0.0,-52.330000000000005,5
52,1,0,0,1,0,1,1,1,1,0,1,0,1,0.0,-52.33,11
53,1,1,0,0,1,0,0,0,1,1,1,1,0,0.07692307692307693,-62.23,1
54,0,0,1,0,1,1,0,1,0,1,0,1,0,0.0,-51.8,4
55,1,1,0,1,0,0,1,0,1,0,1,0,1,0.0,-51.8,28
56,1,0,0,0,1,0,0,0,0,1,1,1,0,0.0,-51.690000000000005,6
57,0,1,1,1,0,1,1,1,1,0,0,0,1,0.0,-51.68999999999999,6
58,1,1,1,0,1,0,0,1,1,0,0,1,0,0.0,-51.60000000000001,4
59,0,0,0,1,0,1,1,0,0,1,1,0,1,0.0,-51.6,30
60,1,1,0,0,1,0,0,0,1,1,0,1,0,0.07692307692307693,-47.51,1
61,0,1,1,1,1,0,0,1,0,1,0,0,0,0.0,-51.42,9
62,1,0,0,0,0,1,1,0,1,0,1,1,1,0.0,-51.42,7
63,1,1,0,0,1,1,0,0,1,1,1,1,0,0.0,-51.10000000000001,4
64,0,0,1,1,0,0,1,1,0,0,0,0,1,0.0,-51.099999999999994,4
65,0,1,1,1,1,1,0,1,0,1,0,0,0,0.0,-50.95,4
66,1,0,0,0,0,0,1,0,1,0,1,1,1,0.0,-50.95,5
67,1,0,1,1,0,0,1,1,0,1,1,1,1,0.0,-50.59,12
68,0,1,0,0,1,1,0,0,1,0,0,0,0,0.0,-50.59,4
69,1,0,0,0,0,1,1,0,1,1,1,1,1,0.0,-50.34,1
70,0,1,1,1,1,0,0,1,0,0,0,0,0,0.0,-50.34,2
71,0,0,0,0,0,1,1,0,0,1,0,1,1,0.0,-50.040000000000006,4
72,1,1,1,1,1,0,0,1,1,0,1,0,0,0.0,-50.040000000000006,2
73,0,0,1,0,0,1,1,1,0,0,0,0,1,0.0,-49.62999999999999,6
74,1,1,0,1,1,0,0,0,1,1,1,1,0,0.0,-49.629999999999995,21
75,0,0,1,1,0,0,1,1,0,1,0,0,1,0.07692307692307693,-54.9,1
76,1,1,0,0,1,1,0,0,1,0,1,1,0,0.07692307692307693,-54.9,1
77,1,0,0,0,1,0,0,0,1,0,1,1,0,0.0,-49.419999999999995,1
78,0,1,1,1,1,0,0,1,0,1,0,1,0,0.0,-49.16,7
79,1,0,0,0,0,1,1,0,1,0,1,0,1,0.0,-49.16,6
80,0,0,1,1,0,0,1,1,0,1,0,0,1,0.07692307692307693,-54.9,2
81,1,1,0,0,1,1,0,0,1,0,1,1,0,0.07692307692307693,-54.9,1
82,0,1,1,1,0,0,1,1,0,0,0,0,1,0.0,-49.13000000000001,3
83,1,1,1,0,1,0,0,1,1,1,0,1,0,0.0,-48.819999999999986,1
84,0,0,0,1,0,1,1,0,0,0,1,0,1,0.0,-48.82000000000001,7
85,1,0,0,1,0,0,1,0,1,1,1,1,1,0.0,-48.730000000000004,7
86,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,-48.7,4
87,1,1,1,1,1,0,0,1,1,1,1,1,0,0.0,-48.69999999999999,9
88,0,0,1,1,0,1,1,1,1,0,0,0,1,0.0,-48.52,2
89,1,1,0,0,1,0,0,0,0,1,1,1,0,0.0,-48.52,8
90,0,1,1,1,0,1,0,1,0,0,0,0,1,0.0,-48.48,1
91,0,0,1,0,0,1,1,1,0,1,0,0,1,0.0,-48.309999999999995,3
92,1,1,0,1,1,0,0,0,1,0,1,1,0,0.0,-48.309999999999995,14
93,1,1,1,1,1,0,0,1,0,1,1,1,0,0.0,-48.29,4
94,0,0,0,0,0,1,1,0,1,0,0,0,1,0.0,-48.29,2
95,1,0,0,1,0,1,1,0,0,1,1,0,1,0.0,-48.17000000000001,9
96,0,1,1,0,1,0,0,1,1,0,0,1,0,0.0,-48.17,1
97,1,1,0,1,1,0,0,0,1,0,1,0,0,0.0,-47.89,5
98,0,0,1,0,0,1,1,1,0,1,0,1,1,0.0,-47.88999999999999,4
99,0,1,0,0,1,0,0,0,1,0,0,1,0,0.0,-47.779999999999994,2
100,1,0,1,0,0,0,1,1,1,1,1,1,1,0.0,-47.579999999999984,1
101,0,0,1,0,1,0,1,0,0,1,0,1,0,0.0,-47.56,2
102,1,0,1,0,0,0,1,1,0,1,1,1,1,0.0,-47.489999999999995,5
103,0,1,0,1,1,1,0,0,1,0,0,0,0,0.0,-47.489999999999995,1
104,1,0,0,1,0,1,1,0,0,0,1,0,1,0.0,-47.05,5
105,1,0,1,1,0,1,1,1,1,0,1,0,1,0.0,-47.029999999999994,1
106,0,0,1,0,1,0,0,0,0,1,0,1,0,0.0,-46.88,1
107,1,1,0,1,0,1,1,1,1,0,1,0,1,0.0,-46.879999999999995,1
108,0,1,0,1,0,1,0,0,1,0,0,0,1,0.0,-46.78,1
