,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_20,x_21,x_22,x_23,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-912.4399999999997,1
1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-907.6499999999997,2
2,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-905.6999999999995,2
3,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-905.6999999999999,1
4,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-905.3599999999997,1
5,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-905.36,1
6,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0.041666666666666664,-913.3799999999998,1
7,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.041666666666666664,-882.2999999999998,1
8,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-902.6899999999994,2
9,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0.041666666666666664,-892.0999999999993,2
10,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-900.5899999999996,1
11,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0.0,-897.9499999999998,1
12,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0.0,-896.2599999999996,1
13,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.041666666666666664,-891.21,1
14,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-894.6999999999999,1
15,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-894.2999999999995,2
16,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0.0,-893.7199999999993,1
17,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-891.9500000000003,1
18,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0.0,-891.6499999999993,2
19,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-891.0999999999997,1
20,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0.041666666666666664,-902.2300000000001,1
21,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0.0,-889.3299999999994,1
22,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.041666666666666664,-891.3199999999997,2
23,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0.0,-889.1499999999997,1
24,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0.0,-889.1499999999994,1
25,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0.0,-889.0299999999999,1
26,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0.0,-888.9199999999997,2
27,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0.0,-888.9199999999997,1
28,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0.0,-888.3899999999993,1
29,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0.0,-888.1199999999998,1
30,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0.0,-887.2899999999996,1
31,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0.0,-886.6599999999995,1
32,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-886.45,1
33,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0.0,-886.1899999999998,1
34,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0.0,-885.6799999999998,1
35,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0.0,-885.6099999999992,1
36,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0.0,-884.8299999999996,1
37,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0.0,-884.4599999999996,1
38,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0.0,-881.6899999999996,1
39,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0.0,-881.0900000000001,2
40,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0.0,-881.0899999999997,3
41,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0.0,-880.9099999999997,1
42,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0.0,-880.4599999999994,1
43,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0.0,-879.9599999999994,2
44,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0.0,-879.5299999999995,2
45,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0.0,-879.1399999999995,1
46,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0.0,-878.57,1
47,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0.0,-878.2399999999997,1
48,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0.0,-877.8299999999995,1
49,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0.0,-877.6099999999997,1
50,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0.0,-876.4599999999997,1
