,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_2,x_20,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0.0,-694.32,20
1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0.0,-694.3199999999999,14
2,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0.0,-692.6899999999998,19
3,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0.0,-690.4300000000001,24
4,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0.0,-689.81,20
5,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0.0,-689.8099999999996,2
6,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0.0,-689.1799999999995,2
7,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0.0,-689.1799999999998,2
8,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0.0,-686.7400000000001,36
9,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0,-686.7400000000001,25
10,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0.0,-685.0900000000001,32
11,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0.0,-685.0899999999996,7
12,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0.047619047619047616,-667.2399999999998,1
13,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0.047619047619047616,-667.2399999999998,13
14,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0.0,-682.9399999999997,2
15,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,-682.9399999999998,2
16,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,-682.75,4
17,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0.0,-682.7499999999999,5
18,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0.0,-682.6199999999997,1
