,x_0,x_1,x_2,x_3,chain_break_fraction,energy,num_occurrences
0,0,1,0,0,0.0,-30.85,2774
1,1,0,1,1,0.0,-30.849999999999998,1187
2,0,0,1,1,0.0,-24.02,15
3,1,1,0,0,0.0,-24.020000000000003,22
4,0,1,0,1,0.0,-23.29,2
