,x_0,x_1,x_10,x_11,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,1,1,1,0,0,0,0,0,0.0,-55.27999999999999,585
1,0,1,1,1,0,0,0,1,1,1,1,1,0.0,-55.27999999999999,789
2,1,0,0,0,0,0,1,0,1,0,0,0,0.0,-53.510000000000005,809
3,0,1,1,1,1,1,0,1,0,1,1,1,0.0,-53.50999999999999,404
4,1,0,0,0,1,1,0,0,0,0,0,0,0.0,-52.54,113
5,0,1,1,1,0,0,1,1,1,1,1,1,0.0,-52.540000000000006,504
6,0,1,1,0,1,1,0,1,0,1,1,0,0.0,-50.059999999999995,29
7,1,0,0,1,0,0,1,0,1,0,0,1,0.0,-50.06000000000001,166
8,1,0,0,0,1,1,1,0,1,0,0,0,0.0,-47.01999999999998,46
9,0,1,1,1,0,0,0,1,0,1,1,1,0.0,-47.02,5
10,0,1,1,1,0,0,1,1,0,1,0,1,0.0,-46.72,70
11,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-46.72000000000001,210
12,1,0,0,0,0,0,1,0,1,0,0,1,0.0,-46.63000000000001,53
13,0,1,1,1,1,1,0,1,0,1,1,0,0.0,-46.629999999999995,6
14,1,0,0,0,1,0,1,0,1,0,0,0,0.0,-45.489999999999995,33
15,0,1,1,1,0,1,0,1,0,1,1,1,0.0,-45.49000000000001,7
16,1,0,0,1,0,0,1,0,1,0,0,0,0.0,-42.760000000000005,19
17,0,1,1,0,1,1,0,1,0,1,1,1,0.0,-42.76,5
18,1,0,0,1,0,0,1,0,1,0,0,1,0.08333333333333333,-50.06000000000001,1
19,1,0,0,1,0,1,1,0,1,0,0,1,0.0,-41.83,2
20,0,1,1,1,0,0,1,1,1,1,1,0,0.0,-41.519999999999996,1
21,1,0,0,0,1,1,0,0,0,0,0,1,0.0,-41.51999999999999,3
22,1,0,0,0,1,1,0,0,1,0,0,0,0.0,-41.440000000000005,1
23,0,1,1,1,0,0,1,1,0,1,1,1,0.0,-41.44,4
24,0,0,1,1,0,0,1,1,0,1,0,1,0.0,-40.779999999999994,3
25,1,1,0,0,1,1,0,0,1,0,1,0,0.0,-40.78000000000001,3
26,0,0,0,0,1,1,1,0,0,0,0,0,0.0,-40.69,1
27,1,1,1,1,0,0,0,1,1,1,1,1,0.0,-40.69,6
28,0,1,1,1,0,0,1,1,1,1,0,1,0.0,-40.38000000000001,10
29,1,0,0,0,1,1,0,0,0,0,1,0,0.0,-40.38,8
30,1,0,0,0,1,1,1,0,0,0,0,1,0.0,-40.359999999999985,1
31,1,0,0,0,0,1,1,0,1,0,0,0,0.0,-40.14,1
32,1,0,0,0,1,1,1,0,0,0,0,0,0.08333333333333333,-55.27999999999999,4
33,0,1,1,1,0,1,0,1,1,1,1,1,0.08333333333333333,-36.029999999999994,3
34,0,1,1,1,0,0,0,1,1,1,1,1,0.08333333333333333,-55.27999999999999,1
35,0,0,1,1,0,0,1,1,1,1,0,1,0.0,-38.779999999999994,5
36,0,1,1,1,0,0,1,1,1,1,1,1,0.08333333333333333,-52.540000000000006,1
37,1,0,1,0,1,0,0,1,1,0,1,0,0.0,-37.96000000000001,1
38,0,1,0,1,0,1,1,0,0,1,0,1,0.0,-37.959999999999994,4
39,0,1,1,1,0,1,1,0,0,1,0,1,0.0,-37.379999999999995,5
40,1,0,0,0,1,0,0,0,1,0,0,0,0.0,-37.35,2
41,0,1,1,1,0,1,1,1,0,1,1,1,0.0,-37.349999999999994,1
42,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-37.260000000000005,1
43,0,1,1,1,0,1,1,1,1,1,1,1,0.08333333333333333,-30.73000000000001,1
44,1,0,0,0,1,0,1,1,1,0,0,0,0.0,-36.6,3
45,0,1,1,1,0,1,0,0,0,1,1,1,0.0,-36.6,1
46,1,0,0,1,0,1,1,0,1,0,0,0,0.0,-36.269999999999996,3
47,0,1,1,1,0,1,0,1,1,1,1,1,0.0,-36.029999999999994,1
48,1,0,0,0,0,0,0,0,1,0,0,0,0.0,-36.010000000000005,1
49,1,0,0,0,0,1,1,0,0,0,0,0,0.0,-35.86,1
50,0,1,1,1,1,0,0,1,1,1,1,1,0.0,-35.86,1
51,1,0,0,0,0,0,1,1,1,0,0,1,0.0,-35.760000000000005,1
52,1,1,0,0,1,1,0,0,1,0,1,0,0.08333333333333333,-40.78000000000001,1
53,0,0,1,0,0,0,1,1,0,1,0,1,0.0,-35.43,1
54,1,1,0,1,1,1,0,0,1,0,1,0,0.0,-35.43000000000001,2
55,1,0,0,0,0,1,1,0,0,0,0,1,0.0,-35.22,1
56,0,0,0,0,0,0,1,0,1,0,0,0,0.0,-35.2,1
57,1,1,1,1,1,1,0,1,0,1,1,1,0.0,-35.2,2
58,1,0,1,0,1,0,1,1,1,0,0,0,0.0,-34.98,1
59,0,1,1,0,1,0,0,1,1,1,1,0,0.0,-34.830000000000005,1
60,1,0,0,1,1,1,1,0,1,0,0,0,0.0,-34.52999999999998,2
61,1,0,0,1,1,1,0,0,1,0,1,0,0.0,-33.99000000000001,5
62,0,1,1,0,0,0,1,1,0,1,0,1,0.0,-33.99,2
63,0,1,1,1,1,1,0,1,0,1,1,1,0.08333333333333333,-53.50999999999999,1
64,1,0,0,0,0,0,1,0,1,0,0,0,0.08333333333333333,-53.510000000000005,1
65,1,0,0,0,1,0,0,0,1,0,1,0,0.0,-33.35000000000001,1
66,0,1,1,0,1,1,1,1,0,1,1,0,0.0,-33.07999999999999,1
67,0,1,0,1,1,1,0,0,0,1,1,1,0.0,-32.64,2
68,0,1,1,1,0,0,0,1,1,1,1,1,0.08333333333333333,-55.27999999999999,2
69,1,0,0,0,0,0,1,0,0,0,0,0,0.0,-31.509999999999998,2
70,0,0,1,0,1,0,1,1,0,1,0,0,0.0,-31.45,1
