,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
48,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0.0,-72.17999999999999,1
49,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.06666666666666667,-79.32999999999998,1
50,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-71.42999999999998,1
51,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0.0,-70.86,1
52,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.0,-70.21,1
53,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0.0,-70.21,1
54,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0.0,-69.88999999999999,1
55,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0.0,-69.82,2
56,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0,-69.67999999999999,2
57,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,-69.33,1
58,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.06666666666666667,-70.21,1
59,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,-68.3,1
60,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.0,-67.35999999999999,1
61,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0.0,-67.16,1
62,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.0,-66.63999999999999,1
63,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0.06666666666666667,-91.17999999999999,1
64,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.06666666666666667,-91.18,1
65,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,-65.18,1
66,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.06666666666666667,-104.85999999999999,1
67,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.0,-64.17999999999998,1
68,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0.0,-63.279999999999994,1
69,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0.06666666666666667,-78.63000000000001,1
70,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.0,-57.21999999999998,1
71,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0.0,-56.54999999999997,1
72,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,-55.53,1
73,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.06666666666666667,-104.85999999999999,1
74,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0.06666666666666667,-72.61999999999999,1
75,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0.0,-40.29999999999999,1
76,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0.0,-40.29999999999998,1
77,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0.06666666666666667,-39.93999999999998,1
