,x_0,x_1,x_2,x_3,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,0.0,-15.85,1434
1,0,1,0,0,0.0,-15.85,2557
2,0,0,1,1,0.0,-4.02,3
3,1,1,0,0,0.0,-4.02,3
4,1,0,1,0,0.0,-3.290000000000001,1
5,0,1,0,1,0.0,-3.29,1
6,1,1,0,1,0.0,5.720000000000001,1
