,x_0,x_1,x_2,x_3,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,0.0,-30.849999999999998,2698
1,0,1,0,0,0.0,-30.85,1280
2,1,1,0,0,0.0,-24.020000000000003,1
3,0,0,1,1,0.0,-24.02,5
4,1,0,1,0,0.0,-23.29,7
5,0,1,0,1,0.0,-23.29,5
6,1,0,0,1,0.0,-15.07,4
