,x_0,x_1,x_2,x_3,chain_break_fraction,energy,num_occurrences
0,0,1,1,1,0.0,-4.24,1254
1,1,0,0,0,0.0,-4.24,1774
2,0,0,1,1,0.0,-3.3099999999999996,263
3,1,1,0,0,0.0,-3.3100000000000005,420
4,0,0,1,0,0.0,-3.08,134
5,1,1,0,1,0.0,-3.08,136
6,0,0,0,1,0.0,-1.89,8
7,1,1,1,0,0.0,-1.8900000000000006,7
8,0,1,0,1,0.0,-1.7400000000000002,2
9,0,0,0,0,0.0,0.0,1
10,1,0,0,1,0.0,1.7700000000000005,1
