,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,1,0,1,0,0,0,0,0.0,-68.55,832
1,0,1,1,0,0,1,0,1,1,1,1,0.0,-68.55000000000001,1094
2,1,0,1,1,1,0,1,0,0,0,0,0.0,-64.64999999999999,286
3,0,1,0,0,0,1,0,1,1,1,1,0.0,-64.65,170
4,0,0,0,1,1,1,1,0,1,0,0,0.0,-60.53,215
5,1,1,1,0,0,0,0,1,0,1,1,0.0,-60.52999999999999,183
6,0,1,1,0,0,1,1,1,0,1,1,0.0,-59.87999999999998,195
7,1,0,0,1,1,0,0,0,1,0,0,0.0,-59.87999999999999,132
8,0,0,0,1,1,0,1,0,1,0,0,0.0,-58.849999999999994,94
9,1,1,1,0,0,1,0,1,0,1,1,0.0,-58.849999999999994,147
10,0,0,0,1,1,0,0,0,1,0,0,0.0,-57.87999999999999,78
11,1,1,1,0,0,1,1,1,0,1,1,0.0,-57.87999999999998,63
12,1,1,0,0,0,0,0,1,0,1,1,0.0,-57.75,29
13,0,0,1,1,1,1,1,0,1,0,0,0.0,-57.74999999999999,100
14,1,1,0,0,0,0,0,1,1,1,1,0.0,-57.33,24
15,0,0,1,1,1,1,1,0,0,0,0,0.0,-57.32999999999999,67
16,1,0,0,1,1,0,0,0,0,0,0,0.0,-56.08,15
17,0,1,1,0,0,1,1,1,1,1,1,0.0,-56.079999999999984,32
18,1,0,0,1,1,1,1,0,0,0,0,0.0,-55.15,23
19,0,1,1,0,0,0,0,1,1,1,1,0.0,-55.14999999999999,16
20,0,1,1,0,0,1,0,1,0,1,1,0.0,-55.06999999999999,24
21,1,0,0,1,1,0,1,0,1,0,0,0.0,-55.06999999999999,9
22,0,1,1,0,0,1,0,1,1,1,0,0.0,-54.709999999999994,8
23,1,0,0,1,1,0,1,0,0,0,1,0.0,-54.71,8
24,1,0,1,1,1,1,1,0,0,0,0,0.0,-54.089999999999996,9
25,0,1,0,0,0,0,0,1,1,1,1,0.0,-54.09,4
26,0,1,0,0,0,1,0,0,1,1,1,0.0,-53.91,4
27,1,0,1,1,1,0,1,1,0,0,0,0.0,-53.90999999999999,7
28,0,0,1,1,1,0,1,0,1,0,0,0.0,-53.22999999999999,5
29,1,1,0,0,0,1,0,1,0,1,1,0.0,-53.230000000000004,7
30,0,0,0,0,1,0,0,0,1,0,0,0.0,-53.209999999999994,11
31,1,1,1,1,0,1,1,1,0,1,1,0.0,-53.21000000000001,12
32,0,1,1,1,0,1,1,1,1,1,1,0.0,-53.19,7
33,1,0,0,0,1,0,0,0,0,0,0,0.0,-53.19,3
