,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
34,1,1,0,0,0,1,0,1,1,1,1,0.0,-52.83,5
35,0,0,1,1,1,0,1,0,0,0,0,0.0,-52.82999999999999,9
36,0,0,0,1,1,0,0,0,1,0,0,0.09090909090909091,-57.87999999999999,1
37,1,1,1,0,0,1,1,1,0,1,1,0.09090909090909091,-57.87999999999998,1
38,0,1,0,0,0,1,0,1,1,1,0,0.0,-51.11,3
39,1,0,1,1,1,0,1,0,0,0,1,0.0,-51.10999999999999,4
40,0,1,1,1,0,1,0,1,1,1,1,0.0,-50.75999999999999,3
41,0,1,1,0,0,1,1,1,0,1,1,0.09090909090909091,-59.87999999999998,1
42,1,0,0,0,0,0,0,1,1,1,1,0.0,-50.620000000000005,1
43,0,1,1,1,1,1,1,0,0,0,0,0.0,-50.62,6
44,0,0,0,1,1,1,0,0,1,0,0,0.0,-50.279999999999994,6
45,1,1,1,0,0,0,1,1,0,1,1,0.0,-50.27999999999999,3
46,1,0,0,0,1,0,0,1,0,0,0,0.0,-50.089999999999996,1
47,1,1,1,0,0,0,0,1,1,1,1,0.0,-49.72999999999999,2
48,0,0,0,1,1,1,1,0,0,0,0,0.0,-49.73,3
49,1,1,0,0,0,1,1,1,0,1,1,0.0,-48.879999999999995,3
50,0,0,1,1,1,0,0,0,1,0,0,0.0,-48.87999999999999,3
51,1,0,1,1,1,0,0,0,0,0,0,0.0,-48.8,1
52,0,1,0,0,0,1,1,1,1,1,1,0.0,-48.8,2
53,0,0,0,1,1,0,1,0,0,0,0,0.0,-48.06999999999999,1
54,0,1,1,0,0,1,1,0,0,1,1,0.0,-47.3,2
55,0,1,1,1,1,1,1,0,1,0,0,0.0,-46.69999999999999,5
56,0,1,0,0,0,1,1,0,1,1,1,0.0,-46.120000000000005,1
57,1,0,1,1,1,0,1,0,0,0,0,0.09090909090909091,-64.64999999999999,1
58,0,1,1,1,0,1,1,1,0,1,1,0.0,-45.230000000000004,1
59,1,0,0,0,1,0,0,0,1,0,0,0.0,-45.22999999999999,1
60,0,1,0,0,0,1,0,0,1,1,0,0.0,-44.489999999999995,1
61,0,0,1,1,1,1,0,0,1,0,0,0.0,-44.11999999999998,1
62,1,1,0,0,1,0,0,1,0,1,1,0.0,-42.22,1
63,0,0,1,1,0,1,1,0,1,0,0,0.0,-42.22,2
64,1,0,1,1,1,0,0,0,1,0,0,0.0,-42.21999999999998,1
65,0,1,1,0,0,0,0,1,0,1,1,0.0,-41.69,2
66,1,0,0,1,1,0,1,0,0,0,0,0.09090909090909091,-68.55,1
67,0,0,0,0,1,1,0,0,1,0,0,0.0,-38.23,1
68,1,1,1,1,0,0,1,1,0,1,1,0.0,-38.230000000000004,1
69,1,0,0,1,1,0,1,0,0,0,0,0.09090909090909091,-68.55,1
70,0,1,0,0,1,1,0,0,1,1,0,0.0,-35.639999999999986,1
71,0,1,0,0,0,1,1,0,1,1,0,0.0,-30.959999999999994,1
72,0,0,1,1,1,1,1,0,1,0,0,0.09090909090909091,-57.74999999999999,1
73,1,1,1,1,0,1,1,1,0,1,1,0.09090909090909091,-53.21000000000001,1
74,0,1,1,0,0,1,0,1,1,1,0,0.09090909090909091,-54.709999999999994,1
