,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,chain_break_fraction,energy,num_occurrences
74,0,1,0,1,1,1,1,0,1,0.0,-15.350000000000003,1
75,0,1,1,1,0,1,1,0,1,0.0,-15.290000000000001,1
76,0,1,1,0,0,0,1,0,1,0.1111111111111111,-31.14,1
77,1,0,0,1,1,1,0,1,0,0.1111111111111111,-31.139999999999993,1
78,0,0,0,0,0,0,1,0,0,0.0,-13.14,1
79,0,0,0,0,1,0,1,0,0,0.0,-12.36,1
80,0,1,0,1,0,1,0,0,1,0.0,-12.27,1
81,0,1,0,1,1,1,0,0,1,0.1111111111111111,-27.369999999999997,1
82,0,0,0,1,1,1,1,0,0,0.0,-11.470000000000002,1
83,0,1,1,1,0,0,1,1,0,0.0,-9.56,1
84,0,1,0,1,0,1,0,0,0,0.1111111111111111,-18.59,1
85,0,1,1,1,1,1,0,0,1,0.1111111111111111,-23.83,1
