,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,0,1,0,1,0.0,-31.14,632
1,1,0,0,1,1,1,0,1,0,0.0,-31.139999999999993,558
2,1,0,1,0,0,0,1,1,1,0.0,-30.649999999999995,653
3,0,1,0,1,1,1,0,0,0,0.0,-30.65,627
4,0,1,1,0,0,0,1,0,0,0.0,-30.060000000000002,213
5,1,0,0,1,1,1,0,1,1,0.0,-30.05999999999999,462
6,1,0,0,0,1,1,0,1,1,0.0,-27.55,79
7,0,1,1,1,0,0,1,0,0,0.0,-27.55,68
8,1,0,1,0,0,0,1,1,0,0.0,-27.369999999999997,87
9,0,1,0,1,1,1,0,0,1,0.0,-27.369999999999997,168
10,0,1,0,0,1,1,0,0,1,0.0,-25.279999999999998,32
11,1,0,1,1,0,0,1,1,0,0.0,-25.279999999999998,13
12,0,0,1,0,0,0,1,0,1,0.0,-24.96,20
13,1,1,0,1,1,1,0,1,0,0.0,-24.959999999999994,10
14,0,1,1,1,1,0,1,0,0,0.0,-24.930000000000003,12
15,1,0,0,0,0,1,0,1,1,0.0,-24.929999999999996,50
16,0,0,1,1,0,0,1,1,0,0.0,-24.8,26
17,1,1,0,0,1,1,0,0,1,0.0,-24.799999999999997,14
18,1,1,0,0,0,1,0,1,0,0.0,-24.689999999999998,18
19,0,0,1,1,1,0,1,0,1,0.0,-24.689999999999998,15
20,0,1,1,1,1,0,1,0,1,0.0,-24.67,18
21,1,0,0,0,0,1,0,1,0,0.0,-24.669999999999995,25
22,1,0,0,0,1,1,0,1,0,0.0,-24.249999999999993,10
23,0,1,1,1,0,0,1,0,1,0.0,-24.25,21
24,0,1,0,0,1,1,0,0,0,0.0,-24.18,7
25,1,0,1,1,0,0,1,1,1,0.0,-24.18,11
26,0,1,0,0,0,1,0,0,0,0.0,-24.12,12
27,1,0,1,1,1,0,1,1,1,0.0,-24.120000000000005,8
28,1,0,0,0,0,0,1,1,1,0.0,-23.969999999999995,11
29,0,1,1,1,1,1,0,0,0,0.0,-23.97,3
30,1,0,0,0,0,0,1,1,0,0.0,-23.829999999999995,11
31,0,1,1,1,1,1,0,0,1,0.0,-23.83,5
32,1,1,0,0,0,1,0,1,1,0.0,-22.669999999999998,8
33,0,0,1,1,1,0,1,0,0,0.0,-22.669999999999998,2
34,0,1,1,0,0,1,0,0,1,0.0,-22.26,2
35,1,0,0,1,1,0,1,1,0,0.0,-22.25999999999999,1
36,1,0,1,1,1,0,1,1,0,0.0,-22.180000000000003,1
37,0,1,0,0,0,1,0,0,1,0.0,-22.18,4
38,0,1,1,1,0,1,0,0,0,0.0,-21.990000000000002,4
39,1,0,0,0,1,0,1,1,1,0.0,-21.989999999999995,1
40,1,0,1,1,1,1,0,1,1,0.0,-21.980000000000004,2
41,0,1,0,0,0,0,1,0,0,0.0,-21.98,2
42,1,1,0,0,1,1,0,0,1,0.1111111111111111,-24.799999999999997,3
43,1,1,0,1,1,1,0,1,1,0.0,-21.599999999999994,2
44,0,0,1,1,0,0,1,0,0,0.0,-21.53,2
45,1,0,0,1,1,0,1,1,1,0.0,-21.05999999999999,4
46,0,0,1,1,1,0,1,1,0,0.0,-20.619999999999997,1
47,0,0,0,1,1,1,0,0,0,0.0,-20.57,1
48,1,1,1,0,0,0,1,1,1,0.0,-20.569999999999997,7
49,0,0,1,1,0,0,1,0,1,0.0,-20.51,1
50,1,1,0,0,1,1,0,1,0,0.0,-20.509999999999998,1
51,1,0,0,1,1,1,1,1,0,0.0,-20.259999999999994,2
52,0,1,1,0,0,0,0,0,1,0.0,-20.26,4
53,0,1,0,1,1,1,1,0,0,0.0,-20.230000000000004,4
54,1,0,1,0,0,0,0,1,1,0.0,-20.23,3
55,0,1,1,1,0,1,1,0,0,0.0,-20.07,1
56,1,1,0,1,1,1,0,0,1,0.1111111111111111,-18.99,1
57,0,1,0,0,0,0,1,0,1,0.0,-19.919999999999998,2
58,1,1,1,0,0,0,1,1,0,0.0,-19.569999999999997,2
59,1,0,0,1,0,1,0,1,0,0.0,-19.559999999999995,5
60,0,1,1,0,1,0,1,0,1,0.0,-19.560000000000002,2
61,1,0,0,0,1,1,0,1,1,0.1111111111111111,-27.55,1
62,1,0,0,0,0,1,1,1,0,0.0,-19.109999999999996,1
63,0,1,1,1,1,0,0,0,1,0.0,-19.11,1
64,0,1,0,0,0,1,1,0,0,0.0,-19.020000000000003,1
65,1,1,0,1,1,1,0,0,1,0.0,-18.99,1
66,1,1,0,1,1,1,0,0,0,0.1111111111111111,-17.65,1
67,0,1,0,1,0,1,0,0,0,0.0,-18.59,1
68,1,0,0,0,0,1,1,1,1,0.0,-17.769999999999996,2
69,0,1,1,1,1,0,0,0,0,0.0,-17.77,1
70,1,0,0,0,0,1,0,1,0,0.1111111111111111,-24.669999999999995,1
71,1,0,0,1,1,0,0,1,1,0.0,-16.619999999999997,1
72,1,0,0,1,0,1,1,1,0,0.0,-16.519999999999992,1
73,1,0,0,1,1,0,0,1,0,0.0,-16.219999999999995,1
