,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,0,1,0,1,0.0,-145.0,735
1,0,1,1,0,1,1,0,1,0,0.0,-145.00000000000006,230
2,1,0,1,1,1,1,0,0,0,0.0,-142.52,244
3,0,1,0,0,0,0,1,1,1,0.0,-142.52,276
4,1,1,1,0,0,1,1,0,0,0.0,-142.15,227
5,0,0,0,1,1,0,0,1,1,0.0,-142.14999999999998,337
6,0,0,1,1,1,1,0,0,0,0.1111111111111111,-135.1,314
7,1,1,0,0,0,0,1,1,1,0.1111111111111111,-135.1,413
8,0,0,1,0,1,1,0,1,0,0.0,-141.20000000000002,84
9,1,1,0,1,0,0,1,0,1,0.0,-141.2,339
10,0,1,1,0,1,1,0,0,0,0.0,-138.18000000000004,22
11,1,0,0,1,0,0,1,1,1,0.0,-138.18,68
12,0,1,1,1,1,1,0,0,0,0.0,-136.62000000000003,23
13,1,0,0,0,0,0,1,1,1,0.0,-136.62,23
14,1,1,1,0,0,0,1,0,1,0.1111111111111111,-134.07,112
15,1,1,1,0,0,1,1,0,1,0.1111111111111111,-135.63,39
16,1,1,1,0,0,1,1,0,1,0.1111111111111111,-135.63,40
17,0,0,0,1,1,0,0,1,0,0.1111111111111111,-135.63,86
18,0,0,0,1,1,1,0,1,0,0.1111111111111111,-134.07000000000002,39
19,0,0,0,1,1,1,0,1,0,0.1111111111111111,-134.07000000000002,57
20,1,1,0,0,0,0,1,0,1,0.0,-135.76,41
21,0,0,1,1,1,1,0,1,0,0.0,-135.76000000000002,31
22,1,1,1,0,0,1,1,0,1,0.0,-135.63,8
23,0,0,0,1,1,0,0,1,0,0.0,-135.63,26
24,1,1,0,0,0,0,1,1,1,0.0,-135.1,12
25,0,0,1,1,1,1,0,0,0,0.0,-135.1,5
26,1,0,0,1,1,1,0,0,0,0.0,-134.71000000000006,14
27,0,1,1,0,0,0,1,1,1,0.0,-134.71,12
28,1,0,1,1,1,1,1,0,0,0.0,-134.66,8
29,0,1,0,0,0,0,0,1,1,0.0,-134.66,5
30,1,1,1,0,0,0,1,1,1,0.1111111111111111,-127.27000000000002,10
31,0,0,0,1,1,1,0,0,0,0.1111111111111111,-127.27,13
32,1,1,1,0,0,0,1,0,1,0.0,-134.07,15
33,0,0,0,1,1,1,0,1,0,0.0,-134.07000000000002,4
34,1,1,0,1,0,0,1,0,0,0.0,-133.76,8
35,0,0,1,0,1,1,0,1,1,0.0,-133.76,2
36,0,1,0,1,0,0,1,1,1,0.0,-132.60000000000002,2
37,1,0,1,0,1,1,0,0,0,0.0,-132.6,3
38,1,0,0,1,0,1,1,0,0,0.0,-132.12,3
39,0,1,1,0,1,0,0,1,1,0.0,-132.11999999999998,1
40,1,1,1,0,1,1,0,0,0,0.0,-131.92,1
41,0,0,0,1,0,0,1,1,1,0.0,-131.92000000000002,2
42,1,1,0,1,0,1,1,0,0,0.0,-131.82000000000002,5
43,0,0,1,0,1,0,0,1,1,0.0,-131.81999999999996,3
44,0,0,0,1,1,0,0,1,1,0.1111111111111111,-142.14999999999998,2
45,1,1,1,1,0,1,1,0,0,0.0,-130.26999999999995,1
46,0,0,1,1,1,0,0,1,1,0.0,-129.36,1
47,1,1,0,0,0,1,1,0,0,0.0,-129.36,2
48,1,0,1,0,0,1,1,0,1,0.0,-129.04999999999998,4
49,0,1,0,1,1,0,0,1,0,0.0,-129.05,3
50,1,0,0,1,0,0,1,1,0,0.0,-128.04000000000002,1
51,0,1,1,0,1,1,0,0,1,0.0,-128.04000000000002,1
52,0,1,0,0,1,0,0,1,1,0.0,-127.90999999999998,2
53,1,1,1,0,0,0,1,1,1,0.0,-127.27000000000002,1
54,1,0,0,0,0,0,0,1,1,0.0,-127.16000000000001,2
55,0,1,1,1,1,1,1,0,0,0.0,-127.16,2
56,1,0,0,1,0,0,0,1,1,0.0,-126.96000000000002,2
57,0,1,1,0,1,1,1,0,0,0.0,-126.96000000000001,1
58,0,1,0,0,1,1,0,1,0,0.0,-126.31,1
59,1,0,1,1,0,0,1,0,1,0.0,-126.31,1
60,1,0,0,1,0,1,1,0,1,0.0,-126.28,3
61,0,0,1,1,1,1,0,1,0,0.1111111111111111,-135.76000000000002,1
62,0,1,0,1,1,1,0,0,0,0.0,-126.13000000000002,1
63,1,0,1,0,0,0,1,1,1,0.0,-126.13000000000001,1
64,1,1,1,1,0,0,1,0,1,0.0,-125.16999999999999,2
65,1,1,0,1,0,0,1,1,1,0.1111111111111111,-118.00000000000001,3
66,1,0,0,1,1,0,0,1,0,0.0,-124.59000000000003,1
67,0,1,0,1,0,0,0,1,1,0.0,-122.98,1
68,0,0,0,1,1,0,1,1,1,0.0,-122.56999999999998,1
69,1,1,1,0,0,1,0,0,0,0.0,-122.57000000000001,4
70,1,1,0,1,0,0,1,1,0,0.0,-122.30000000000001,1
71,1,0,0,1,1,0,1,0,1,0.0,-121.99000000000001,1
72,0,1,0,1,0,0,1,0,1,0.0,-121.54000000000002,1
73,0,1,0,1,1,0,0,1,1,0.0,-121.13000000000001,1
74,1,1,0,0,0,0,0,1,1,0.0,-120.72000000000001,1
75,0,0,0,1,1,0,0,1,1,0.1111111111111111,-142.14999999999998,1
76,0,0,0,1,1,0,1,1,0,0.0,-116.76999999999998,2
77,1,0,0,1,0,1,1,0,1,0.1111111111111111,-126.28,1
78,1,0,0,1,0,0,1,0,1,0.1111111111111111,-145.0,1
79,1,1,0,1,1,0,1,0,1,0.1111111111111111,-101.40999999999997,1
80,0,0,0,1,0,0,1,0,1,0.0,-104.48000000000002,1
81,1,0,0,1,0,0,1,1,1,0.1111111111111111,-138.18,1
