,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-366.81,180
1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-366.81000000000006,403
2,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-366.80000000000007,265
3,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-366.79999999999995,529
4,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0.0,-361.18000000000006,91
5,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.0,-361.18,17
6,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-358.4900000000001,72
7,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-358.4899999999999,114
8,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-357.65,55
9,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0.0,-357.6499999999999,16
10,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0.0,-356.6299999999999,62
11,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.0,-356.63,10
12,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0.0,-356.62000000000006,85
13,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0.0,-356.62,65
14,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0.0,-355.34999999999997,15
15,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0.0,-355.34999999999997,27
16,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0.0,-355.1599999999999,6
17,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-355.15999999999997,5
18,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.0,-354.86,8
19,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.0,-354.8599999999999,14
20,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0.0,-354.1500000000001,16
21,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0.0,-354.15,16
22,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0.0,-353.91999999999996,86
23,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0.0,-353.9200000000001,13
24,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0.0,-353.61000000000007,17
25,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0.0,-353.61,28
26,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0.0,-352.99,91
27,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0.0,-352.98999999999995,20
28,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0.0,-352.62,5
29,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0.0,-352.6199999999999,10
30,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0.0,-352.17999999999995,5
31,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0.0,-352.18,67
32,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0.0,-351.42999999999995,186
33,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0.0,-351.42999999999995,29
34,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0.0,-351.26999999999987,1
35,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0.0,-351.27,6
