,x_0,x_1,x_2,x_3,x_4,chain_break_fraction,energy,num_occurrences
0,0,1,0,1,0,0.0,-55.50999999999999,1404
1,1,0,1,0,1,0.0,-55.50999999999999,1769
2,0,0,1,0,1,0.0,-54.03,458
3,1,1,0,1,0,0.0,-54.03,355
4,1,0,1,0,0,0.0,-40.24999999999999,2
5,0,1,0,1,1,0.0,-40.249999999999986,2
6,1,0,0,0,1,0.0,-39.16,4
7,0,1,1,1,0,0.0,-39.16,2
8,1,1,1,1,0,0.0,-37.66,1
9,1,0,0,1,0,0.0,-36.18,1
10,0,0,0,1,1,0.0,-35.8,1
11,0,1,1,1,0,0.2,-39.16,1
