,x_0,x_1,x_10,x_11,x_12,x_13,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
117,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0.0,-56.86000000000001,6
118,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-56.60999999999999,8
119,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-56.609999999999985,1
120,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0.0,-56.510000000000005,2
121,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0.0,-56.4,1
122,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0.0,-56.16999999999999,1
123,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0.0,-55.910000000000004,1
124,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0.0,-55.85,1
125,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0.0,-55.599999999999994,1
126,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0.0,-55.449999999999996,3
127,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,-55.44999999999999,2
128,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0.0,-54.1,2
129,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0.0,-54.09999999999999,2
130,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0.0,-54.03999999999999,1
131,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0.07142857142857142,-61.230000000000004,1
132,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0.0,-53.889999999999986,1
133,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-53.759999999999984,6
134,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0.0,-53.76,1
135,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0.0,-53.71999999999999,4
136,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0.0,-53.699999999999996,2
137,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-53.489999999999995,1
138,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-53.48999999999998,2
139,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0.0,-53.45,1
140,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0.0,-53.19,1
141,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0.0,-53.07999999999999,3
142,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-51.90999999999999,2
143,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0.0,-51.90999999999999,3
144,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0.0,-51.80999999999998,1
145,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0.0,-51.809999999999995,1
146,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0.0,-51.67999999999999,1
147,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0.0,-51.309999999999995,1
148,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0.0,-50.97,1
149,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0.0,-50.67,2
150,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0,-50.669999999999995,1
151,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0.0,-50.61000000000001,1
152,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0.07142857142857142,-79.17999999999998,1
153,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0.0,-50.00999999999999,1
154,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0.0,-49.73999999999999,1
155,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0.0,-48.62999999999999,1
156,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0.0,-48.04,1
157,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0.0,-47.56000000000002,1
158,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0.0,-47.36999999999999,1
159,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0.0,-46.78999999999999,2
160,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0.07142857142857142,-75.57,1
161,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0.0,-46.09,1
162,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0.0,-45.14999999999999,1
163,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0.07142857142857142,-53.45,1
164,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0.0,-44.52999999999999,1
165,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0.07142857142857142,-79.17999999999999,1
166,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0.07142857142857142,-62.3,1
167,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0.0,-42.519999999999996,1
168,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0.07142857142857142,-71.61999999999998,1
169,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0.07142857142857142,-72.39999999999998,1
170,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0.0,-41.099999999999994,1
171,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0.07142857142857142,-65.58999999999999,1
172,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0.07142857142857142,-59.709999999999994,1
173,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0.07142857142857142,-76.28999999999998,1
174,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0.0,-38.65999999999996,1
175,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0.0,-38.44,1
176,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0.07142857142857142,-63.56999999999999,1
177,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0.0,-37.879999999999974,1
178,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0.07142857142857142,-68.25999999999999,1
179,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0.07142857142857142,-32.08,1
180,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0.0,-35.339999999999996,1
181,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0.07142857142857142,-48.94999999999999,1
182,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0.07142857142857142,-60.51999999999999,1
183,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0.07142857142857142,-76.28999999999999,1
