,x_0,x_1,x_10,x_11,x_12,x_13,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0.0,-79.17999999999998,231
1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0.0,-79.17999999999999,893
2,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0.0,-76.41999999999997,44
3,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0.0,-76.41999999999999,305
4,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0.0,-76.28999999999998,164
5,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0.0,-76.28999999999999,112
6,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0.0,-75.56999999999998,77
7,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0.0,-75.57,142
8,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0.0,-74.27999999999999,36
9,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.0,-74.27999999999997,43
10,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0.0,-73.99,42
11,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0.0,-73.98999999999998,25
12,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0.0,-73.61,30
13,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0.0,-73.61,77
14,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0.0,-72.55999999999999,14
15,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0.0,-72.55999999999999,18
16,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0.0,-72.54,3
17,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-72.53999999999999,147
18,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0.0,-72.39999999999998,22
19,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0.0,-72.39999999999999,44
20,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0.0,-71.86000000000001,22
21,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0.0,-71.85999999999999,15
22,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0.0,-71.61999999999998,42
23,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0.0,-71.61999999999999,16
24,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0.0,-70.00999999999999,2
25,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0.0,-70.00999999999999,14
26,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0.0,-69.41000000000001,7
27,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0.0,-69.41,28
28,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0.0,-69.38999999999999,9
29,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0.0,-69.38999999999999,5
30,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0.0,-68.90999999999997,4
31,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0.0,-68.91,3
32,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-68.86999999999999,38
33,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0.0,-68.86999999999999,2
34,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-68.55000000000001,17
35,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-68.54999999999998,185
36,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0.0,-68.51999999999998,16
37,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0.0,-68.52,12
38,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0.0,-68.25999999999999,13
39,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0.0,-68.25999999999999,15
40,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0.0,-68.12,12
41,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0.0,-67.92999999999999,32
42,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0.0,-67.93,9
43,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0.0,-67.82999999999998,3
44,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0.0,-67.82999999999998,3
45,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0.0,-67.79,3
46,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0.0,-67.78999999999999,118
47,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0.0,-67.07,29
48,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0.0,-67.07,4
49,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0.0,-67.04,4
50,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0.0,-67.03999999999999,131
51,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0.0,-66.88999999999999,3
52,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.0,-66.89,3
53,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0.0,-65.66,7
54,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0.0,-65.58999999999999,4
55,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0.0,-65.59,84
56,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-64.80000000000001,3
57,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-64.79999999999998,37
58,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0.0,-64.69999999999999,7
59,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0.0,-64.7,63
60,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0.0,-64.34000000000002,3
61,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0.0,-64.34,1
62,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0.0,-64.15000000000002,3
63,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0.0,-64.14999999999999,1
64,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0.0,-64.0,1
65,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0.0,-63.80999999999999,5
66,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0.0,-63.80999999999999,1
67,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0.0,-63.639999999999986,14
68,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0.0,-63.56999999999999,59
69,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.0,-63.33,1
70,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.0,-62.41,6
71,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-62.3,56
72,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-62.3,5
73,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-61.769999999999996,1
74,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-61.76999999999999,16
75,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0.0,-61.539999999999985,17
76,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0.0,-61.489999999999995,2
77,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0.0,-61.399999999999984,1
78,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0.0,-61.27000000000001,27
79,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0.0,-61.269999999999996,5
80,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0.0,-61.22999999999999,2
81,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0.0,-61.230000000000004,22
82,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0.0,-61.03,1
83,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0.0,-60.97,2
84,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0.0,-60.60000000000001,1
85,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0.0,-60.59999999999999,3
86,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0.0,-60.51999999999999,23
87,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0.0,-60.519999999999996,2
88,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0.0,-60.39,3
89,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0.0,-60.16,1
90,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0.0,-59.720000000000006,26
91,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.0,-59.72,3
92,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0.0,-59.71,7
93,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0.0,-59.709999999999994,8
94,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0.07142857142857142,-79.17999999999999,1
95,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0.0,-59.32000000000001,11
96,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0.0,-59.31999999999999,1
97,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0.0,-59.099999999999994,4
98,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0.0,-59.099999999999994,8
99,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0.07142857142857142,-76.41999999999999,1
100,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0.0,-58.91000000000001,2
101,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0.0,-58.91,6
102,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0.0,-58.79,2
103,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0.0,-58.79,1
104,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0.0,-58.61999999999998,5
105,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0.0,-58.599999999999994,2
106,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0.0,-58.17,1
107,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0.0,-58.16999999999998,1
108,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0.0,-57.91,8
109,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0.0,-57.909999999999975,1
110,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0.0,-57.889999999999986,6
111,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0.0,-57.870000000000005,4
112,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0.0,-57.86999999999999,2
113,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0.0,-57.48999999999999,1
114,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0.0,-57.47999999999999,4
115,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0.07142857142857142,-67.93,1
116,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0.0,-56.85999999999999,3
