,x_0,x_1,x_10,x_11,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,0,1,0,1,0,0,1,0.0,-225.05999999999997,521
1,0,1,1,0,1,1,0,1,0,1,1,0,0.0,-225.06000000000003,189
2,0,1,1,1,0,0,0,1,0,1,1,1,0.0,-222.02,75
3,1,0,0,0,1,1,1,0,1,0,0,0,0.0,-222.01999999999992,155
4,1,0,0,1,0,1,1,0,1,0,0,1,0.0,-221.83,1242
5,0,1,1,0,1,0,0,1,0,1,1,0,0.0,-221.83,66
6,0,1,1,1,0,0,1,1,0,1,0,1,0.0,-221.72,233
7,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-221.72000000000003,73
8,1,1,0,0,1,1,0,0,1,0,1,0,0.0,-220.77999999999997,54
9,0,0,1,1,0,0,1,1,0,1,0,1,0.0,-220.78,226
10,0,1,0,1,0,1,1,0,0,1,0,1,0.0,-217.95999999999998,332
11,1,0,1,0,1,0,0,1,1,0,1,0,0.0,-217.96,55
12,1,0,0,0,1,1,1,0,0,0,0,1,0.0,-215.36,72
13,0,1,1,1,0,0,0,1,1,1,1,0,0.0,-215.35999999999999,11
14,1,0,0,0,1,1,1,0,0,0,0,0,0.0,-215.27999999999997,26
15,0,1,1,1,0,0,0,1,1,1,1,1,0.0,-215.28,9
16,0,1,1,1,0,0,0,1,0,1,0,1,0.0,-215.02000000000007,32
17,1,0,0,0,1,1,1,0,1,0,1,0,0.0,-215.01999999999992,26
18,0,1,0,1,0,1,0,0,0,1,1,1,0.0,-214.97999999999996,30
19,1,0,1,0,1,0,1,1,1,0,0,0,0.0,-214.98000000000002,23
20,1,0,0,1,1,1,1,0,1,0,0,0,0.0,-214.5299999999999,17
21,0,1,1,0,0,0,0,1,0,1,1,1,0.0,-214.53000000000003,6
22,0,1,1,0,0,0,1,1,0,1,0,1,0.0,-213.99,21
23,1,0,0,1,1,1,0,0,1,0,1,0,0.0,-213.98999999999998,6
24,0,0,1,1,0,0,1,1,1,1,0,1,0.0,-213.78,34
25,1,1,0,0,1,1,0,0,0,0,1,0,0.0,-213.77999999999997,12
26,0,1,1,1,0,1,1,0,0,1,0,1,0.0,-212.38000000000002,75
27,1,0,0,0,1,0,1,1,1,0,0,0,0.0,-211.6,5
28,0,1,1,1,0,1,0,0,0,1,1,1,0.0,-211.60000000000005,6
29,1,0,0,1,1,1,1,0,0,0,0,1,0.0,-211.35,28
30,0,1,1,0,0,0,0,1,1,1,1,0,0.0,-211.35,3
31,0,1,1,0,1,0,0,1,0,1,1,1,0.0,-211.27,3
32,1,0,0,1,0,1,1,0,1,0,0,0,0.0,-211.27,15
33,1,0,0,0,0,0,1,1,1,0,0,1,0.0,-210.76000000000002,4
34,0,1,1,1,1,1,0,0,0,1,1,0,0.0,-210.76000000000002,5
35,1,1,0,1,1,1,0,0,1,0,1,0,0.0,-210.42999999999992,4
36,0,0,1,0,0,0,1,1,0,1,0,1,0.0,-210.42999999999998,12
37,0,0,1,1,0,0,1,1,1,1,0,0,0.0,-210.08,6
38,1,1,0,0,1,1,0,0,0,0,1,1,0.0,-210.08000000000004,8
39,1,0,0,1,0,1,1,0,0,0,0,1,0.0,-209.82999999999996,47
40,1,0,0,1,0,1,1,0,1,0,0,1,0.08333333333333333,-221.83,2
41,1,0,1,0,0,0,1,1,1,0,0,0,0.0,-207.64000000000004,1
42,0,1,1,0,0,0,0,1,1,1,1,1,0.0,-207.09,3
43,1,0,0,1,0,1,1,0,1,0,0,1,0.08333333333333333,-221.83,1
44,0,1,1,1,1,0,0,1,0,1,1,0,0.0,-206.52,2
45,1,0,0,0,0,1,1,0,1,0,0,1,0.0,-206.52,25
46,1,1,0,1,0,1,0,0,1,0,1,1,0.0,-206.44999999999996,8
47,0,0,1,0,1,0,1,1,0,1,0,0,0.0,-206.45,6
48,1,0,0,1,0,0,1,1,1,0,0,1,0.0,-206.25000000000003,4
49,1,0,1,0,1,1,1,0,0,0,0,0,0.0,-206.0,6
50,0,1,1,1,0,1,0,1,0,1,1,1,0.0,-205.49000000000004,2
51,1,0,0,0,1,0,1,0,1,0,0,0,0.0,-205.48999999999998,1
52,1,0,1,0,1,1,1,1,0,0,0,0,0.08333333333333333,-196.63,13
53,1,0,1,0,1,1,0,0,1,0,1,0,0.0,-204.94000000000003,3
54,0,1,0,1,0,0,1,1,0,1,0,1,0.0,-204.93999999999994,4
55,0,1,1,0,1,1,0,1,0,1,1,0,0.08333333333333333,-225.06000000000003,1
56,0,1,0,1,0,1,1,0,0,1,1,1,0.0,-204.89999999999992,9
57,1,0,1,0,1,0,0,1,1,0,0,0,0.0,-204.9,2
58,0,1,0,1,0,1,1,0,0,1,0,1,0.08333333333333333,-217.95999999999998,1
59,0,1,1,1,0,1,1,0,0,1,1,0,0.0,-204.78,1
60,1,0,0,1,1,1,0,0,0,0,0,1,0.0,-204.12999999999997,2
61,0,1,1,0,0,0,1,1,1,1,1,0,0.0,-204.13000000000005,1
62,1,0,0,0,1,1,1,0,1,0,0,1,0.0,-204.11999999999992,1
63,1,1,0,1,0,1,1,0,0,0,0,1,0.0,-203.34999999999994,18
64,0,1,0,0,1,1,0,1,0,1,1,1,0.0,-203.23999999999998,1
65,0,0,1,0,0,0,1,1,1,1,0,0,0.0,-203.21,3
66,1,1,0,1,1,1,0,0,0,0,1,1,0.0,-203.21,2
67,0,0,1,1,0,0,1,1,1,1,1,0,0.0,-203.1,1
68,1,1,0,0,1,1,0,0,0,0,0,1,0.0,-203.09999999999997,4
69,1,1,0,1,1,1,0,0,0,0,0,1,0.0,-203.08999999999995,2
70,0,0,1,0,0,0,1,1,1,1,1,0,0.0,-203.09,1
71,0,1,0,1,0,0,0,1,0,1,1,1,0.0,-203.03999999999996,1
72,1,0,1,0,1,1,1,0,1,0,0,0,0.0,-203.03999999999994,2
73,1,0,0,0,1,1,0,1,1,0,1,0,0.0,-202.76999999999998,1
74,0,1,1,1,0,0,1,0,0,1,0,1,0.0,-202.77,6
75,1,0,0,1,0,1,1,0,1,0,0,0,0.08333333333333333,-211.27,1
76,1,0,0,1,0,1,0,0,1,0,0,1,0.0,-202.41,2
77,1,0,1,1,0,0,1,0,1,0,0,1,0.0,-202.28000000000003,2
78,1,0,1,0,0,0,1,1,1,0,0,1,0.0,-202.28000000000006,1
79,0,1,1,1,0,1,1,0,0,1,0,0,0.0,-202.18000000000004,1
80,1,0,0,0,1,1,1,1,0,0,0,1,0.08333333333333333,-193.38999999999996,3
81,1,1,0,0,1,1,0,0,1,0,1,0,0.08333333333333333,-220.77999999999997,1
82,1,0,1,1,0,1,1,0,1,0,0,0,0.0,-201.77000000000004,2
83,1,0,0,0,1,1,0,0,0,0,0,1,0.0,-201.51999999999998,1
84,0,1,1,1,0,0,1,1,1,1,1,0,0.0,-201.52,1
85,0,1,1,1,0,0,1,1,0,1,1,1,0.0,-201.43999999999997,1
86,1,0,0,0,1,1,1,0,1,0,1,0,0.08333333333333333,-215.01999999999992,1
87,0,1,1,0,0,0,0,1,0,1,1,0,0.0,-200.81000000000003,1
88,1,0,1,0,1,0,1,1,1,0,1,0,0.0,-200.76000000000002,2
89,0,1,1,0,0,0,0,1,0,1,0,1,0.0,-200.67000000000004,2
90,1,0,0,1,1,1,1,0,1,0,1,0,0.0,-200.66999999999987,1
91,1,0,0,1,1,1,0,0,1,0,0,0,0.0,-200.57000000000002,1
92,0,0,0,1,0,0,1,1,1,1,0,1,0.0,-200.55999999999995,3
93,1,1,0,0,1,1,1,0,0,0,0,1,0.0,-200.55999999999992,3
94,1,1,1,0,1,1,0,0,0,0,1,0,0.0,-200.56,1
95,1,1,0,0,1,1,1,0,0,0,0,0,0.0,-200.43999999999994,2
96,0,1,1,1,0,0,1,1,1,1,0,1,0.0,-200.38000000000002,2
97,1,0,0,0,0,1,1,0,1,0,0,0,0.0,-200.14000000000001,2
98,1,0,0,0,1,0,1,1,1,0,1,0,0.0,-199.44,1
99,0,0,1,0,1,1,0,1,0,1,1,0,0.0,-199.32000000000002,1
100,1,1,0,0,1,1,0,0,1,0,1,1,0.0,-199.10000000000005,1
101,0,0,1,1,0,0,1,1,0,1,0,0,0.0,-199.1,1
102,0,1,0,1,0,1,1,0,0,0,0,1,0.0,-198.71999999999997,5
103,1,0,0,1,0,0,1,0,1,0,0,1,0.08333333333333333,-225.05999999999997,1
104,0,1,1,1,0,0,1,0,1,1,1,0,0.0,-198.35,1
105,0,1,1,0,1,0,0,1,0,1,0,1,0.0,-198.33,2
106,1,0,0,1,0,1,1,0,1,0,1,0,0.0,-198.32999999999996,3
107,0,0,0,1,0,0,1,1,0,1,0,1,0.0,-197.85999999999996,1
108,1,1,0,0,1,1,1,0,0,0,1,0,0.0,-197.85999999999993,1
109,1,0,0,0,1,0,0,1,1,0,0,0,0.0,-197.26,1
110,0,1,1,0,0,0,1,1,0,1,0,0,0.0,-196.45000000000002,1
111,0,1,1,1,0,1,1,0,1,0,1,0,0.0,-196.08,1
112,1,0,0,0,0,1,1,0,0,0,0,1,0.0,-195.21999999999997,2
113,0,1,1,0,1,1,0,1,0,1,0,0,0.0,-195.12,1
114,1,0,1,0,1,0,0,1,0,1,0,1,0.0,-195.11999999999998,1
115,0,1,1,0,1,1,0,1,0,0,1,0,0.0,-194.6,1
116,1,0,1,0,1,1,1,0,1,0,1,0,0.0,-193.97999999999996,1
117,1,1,0,1,1,1,1,0,0,0,0,1,0.0,-193.92999999999992,1
118,1,0,0,0,0,0,1,1,1,1,0,1,0.0,-193.52,1
119,1,0,1,0,0,1,1,0,1,0,0,0,0.0,-192.56000000000006,2
120,1,0,1,0,1,1,0,1,0,0,0,0,0.0,-191.95,1
121,0,0,0,1,0,1,1,0,0,1,0,1,0.0,-191.51999999999998,1
122,1,1,1,0,1,0,0,1,1,0,1,0,0.0,-191.52000000000004,1
123,0,1,1,0,1,1,0,1,0,1,1,0,0.08333333333333333,-225.06000000000003,1
124,1,1,0,0,0,1,1,0,0,0,0,1,0.0,-191.35999999999996,2
125,0,1,1,1,0,1,1,0,1,1,1,0,0.0,-191.26000000000002,1
126,1,0,0,1,0,0,1,0,1,0,1,0,0.0,-190.53999999999994,1
127,0,0,0,1,0,1,1,0,1,0,0,1,0.0,-189.82,1
128,1,1,0,1,0,1,0,0,1,0,1,1,0.08333333333333333,-206.44999999999996,1
129,0,1,1,1,1,1,1,0,0,1,0,0,0.0,-189.28,1
130,0,0,1,1,0,0,1,1,1,1,1,1,0.0,-189.08,1
131,0,1,1,0,0,1,0,1,0,1,0,1,0.0,-187.98000000000005,1
132,1,0,0,1,0,0,1,0,1,0,0,1,0.08333333333333333,-225.05999999999997,1
133,1,0,1,1,0,1,1,0,0,0,0,1,0.0,-186.77000000000004,1
134,0,1,0,1,0,1,1,0,0,0,1,1,0.0,-186.75999999999993,1
135,1,0,1,1,0,0,0,1,0,1,0,1,0.0,-186.73000000000002,1
136,0,1,0,1,0,1,1,1,0,1,0,1,0.0,-186.54999999999995,1
137,0,0,1,0,1,1,1,1,0,0,0,0,0.08333333333333333,-191.48000000000002,1
138,0,0,1,0,1,1,1,1,0,1,1,0,0.0,-183.72000000000003,1
139,1,0,0,1,0,1,1,0,1,1,0,1,0.08333333333333333,-174.36999999999998,1
140,0,0,1,1,0,0,1,1,0,1,0,1,0.08333333333333333,-220.78,1
141,0,1,1,0,1,1,1,0,0,1,1,0,0.08333333333333333,-193.07000000000005,1
142,1,0,0,1,0,1,1,0,1,0,0,1,0.08333333333333333,-221.83,1
