,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,0,0,1,1,1,1,1,0,1,1,0.0,-44.44,1350
1,1,1,1,0,0,0,0,0,1,0,0,0.0,-44.44,1080
2,0,0,1,1,1,1,1,1,0,1,1,0.0,-43.76,353
3,1,1,0,0,0,0,0,0,1,0,0,0.0,-43.76,518
4,0,0,0,1,0,1,1,1,0,1,1,0.0,-41.209999999999994,123
5,1,1,1,0,1,0,0,0,1,0,0,0.0,-41.21,135
6,0,0,1,1,0,1,1,1,0,1,1,0.0,-40.649999999999984,53
7,1,1,0,0,1,0,0,0,1,0,0,0.0,-40.65,93
8,0,1,0,0,1,0,0,0,0,0,0,0.0,-37.18,17
9,1,0,1,1,0,1,1,1,1,1,1,0.0,-37.17999999999999,7
10,0,0,0,1,1,0,1,1,0,0,1,0.0,-36.16,89
11,1,1,1,0,0,1,0,0,1,1,0,0.0,-36.16,31
12,0,0,0,1,1,1,0,1,0,1,1,0.0,-35.22,4
13,1,1,1,0,0,0,1,0,1,0,0,0.0,-35.22,4
14,0,0,0,1,1,1,1,1,0,0,1,0.0,-34.79,22
15,1,1,1,0,0,0,0,0,1,1,0,0.0,-34.79,11
16,0,0,1,1,1,0,1,1,0,0,1,0.0,-34.49999999999999,12
17,1,1,0,0,0,1,0,0,1,1,0,0.0,-34.5,16
18,0,1,0,0,1,0,0,1,0,0,1,0.0,-33.989999999999995,7
19,1,0,1,1,0,1,1,0,1,1,0,0.0,-33.989999999999995,7
20,1,1,0,0,0,0,0,0,1,1,0,0.0,-33.17,3
21,0,0,1,1,1,1,1,1,0,0,1,0.0,-33.169999999999995,4
22,0,0,0,1,1,1,1,1,0,1,1,0.09090909090909091,-44.44,1
23,1,1,1,0,0,0,0,0,1,0,0,0.09090909090909091,-44.44,1
24,1,1,1,1,0,0,1,0,1,0,0,0.0,-30.560000000000002,5
25,0,0,0,0,1,1,0,1,0,1,1,0.0,-30.56,2
26,0,0,0,1,1,0,1,1,0,1,1,0.0,-30.35,1
27,1,1,1,0,0,1,0,0,1,0,0,0.0,-30.349999999999994,3
28,0,0,1,0,1,1,1,1,0,1,1,0.0,-30.339999999999996,2
29,1,1,0,1,0,0,0,0,1,0,0,0.0,-30.34,4
30,0,0,0,1,0,1,1,1,0,0,1,0.0,-30.14,1
31,1,1,0,1,0,1,0,0,1,1,0,0.0,-30.1,3
32,0,1,0,0,1,1,0,1,0,0,1,0.0,-29.76,1
33,0,0,1,1,1,0,1,1,0,1,1,0.0,-29.629999999999995,2
34,1,1,0,0,0,1,0,0,1,0,0,0.0,-29.63,1
35,0,1,1,0,1,0,0,0,0,0,0,0.0,-29.6,1
36,0,1,1,0,1,0,0,0,1,0,0,0.0,-29.519999999999996,2
37,1,0,1,0,0,0,1,0,1,0,0,0.0,-28.89,1
38,1,1,0,0,1,0,0,0,1,1,0,0.0,-28.639999999999997,1
39,0,0,0,0,1,0,1,1,0,0,1,0.0,-28.519999999999996,3
40,1,1,1,1,0,1,0,0,1,1,0,0.0,-28.52,3
41,0,0,0,0,1,1,1,1,0,1,1,0.0,-27.780000000000005,2
42,0,0,0,1,1,1,1,1,0,1,1,0.09090909090909091,-44.44,1
43,0,0,0,0,1,0,0,1,0,0,1,0.0,-25.159999999999997,1
44,1,1,0,0,0,0,0,0,1,0,0,0.09090909090909091,-43.76,1
45,1,1,1,0,1,0,0,0,1,0,0,0.09090909090909091,-41.21,1
46,0,1,1,0,0,0,0,0,1,0,0,0.0,-24.85,2
47,1,0,0,1,1,1,1,1,0,1,1,0.0,-24.85000000000002,4
48,1,1,1,0,1,1,0,0,1,1,0,0.0,-23.669999999999995,1
49,1,1,0,0,0,0,0,0,1,0,0,0.09090909090909091,-43.76,1
50,1,1,0,0,0,0,0,0,1,0,0,0.09090909090909091,-43.76,1
51,1,1,1,0,0,0,0,0,1,0,0,0.09090909090909091,-44.44,1
52,0,0,1,1,1,1,0,1,0,1,1,0.0,-21.339999999999996,1
53,1,1,1,0,0,0,0,0,1,0,0,0.09090909090909091,-44.44,1
54,1,1,0,1,0,0,1,0,1,0,0,0.0,-19.92,3
55,1,0,1,0,1,0,1,1,0,0,1,0.0,-7.949999999999999,1
56,0,0,0,1,1,1,1,1,0,1,0,0.0,-4.040000000000002,1
