,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
33,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-97.21000000000001,1
34,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,2
35,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
36,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,2
37,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.0,-95.32000000000001,1
38,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-95.14999999999999,2
39,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-95.14999999999999,10
40,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
41,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,2
42,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0625,-104.01000000000002,5
43,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0.0625,-104.35000000000001,1
44,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0625,-104.01000000000002,1
45,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0.0,-93.25,1
46,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0.0,-92.22000000000001,5
47,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0.0,-90.2,1
48,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0.0,-89.78000000000002,49
49,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0.0,-89.78000000000002,4
50,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0.0,-89.58,2
51,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0.0,-89.58,3
52,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,-89.50999999999999,2
53,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,1
54,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0.0,-89.38,6
55,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0.0,-89.37999999999997,2
56,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0.0,-89.28000000000002,1
57,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0.0,-89.28000000000002,2
58,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0625,-130.27999999999997,1
59,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0.0,-88.16999999999999,2
60,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0.0,-88.16999999999997,1
61,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0.0,-88.10000000000001,1
62,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-88.02,1
63,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,1
64,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0.0,-87.74999999999999,1
65,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0.0,-87.71999999999997,1
66,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0.0,-87.42,23
67,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0.0,-87.07,3
68,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0.0,-87.07000000000001,1
69,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0.0,-85.44000000000001,1
70,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0.0,-84.99,1
71,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-130.28,1
72,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0.0,-84.14,1
73,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0.0,-83.19,4
74,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0.0,-82.9,1
75,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0.0,-82.1,2
76,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0.0,-81.11999999999999,1
77,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0.0,-80.56000000000003,1
78,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0.0,-80.56,1
79,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0.0,-80.22,1
80,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0.0,-79.37,1
81,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0.0,-79.13000000000001,1
82,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0.0,-78.27000000000001,1
83,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0.0625,-89.78000000000002,1
84,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0.0,-75.86999999999998,1
85,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0.0625,-100.28,1
86,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0.0,-68.33999999999999,1
87,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0.0,-64.92999999999999,1
88,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0.0,-61.039999999999985,1
89,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0.0,-60.789999999999964,1
90,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0.0625,-106.3,1
