,x_0,x_1,x_10,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,1,1,0,0,0,0,0,1,0,0,0.0,-44.44,643
1,0,0,0,1,1,1,1,1,0,1,1,0.0,-44.44,717
2,1,1,0,0,0,0,0,0,1,0,0,0.0,-43.76,316
3,0,0,1,1,1,1,1,1,0,1,1,0.0,-43.76,1053
4,1,1,1,0,1,0,0,0,1,0,0,0.0,-41.21,138
5,0,0,0,1,0,1,1,1,0,1,1,0.0,-41.209999999999994,162
6,1,1,0,0,1,0,0,0,1,0,0,0.0,-40.65,79
7,0,0,1,1,0,1,1,1,0,1,1,0.0,-40.649999999999984,244
8,0,1,0,0,1,0,0,0,0,0,0,0.0,-37.18,7
9,1,0,1,1,0,1,1,1,1,1,1,0.0,-37.17999999999999,42
10,0,0,0,1,1,0,1,1,0,0,1,0.0,-36.16,38
11,1,1,1,0,0,1,0,0,1,1,0,0.0,-36.16,142
12,1,1,1,0,0,0,1,0,1,0,0,0.0,-35.22,31
13,0,0,0,1,1,1,0,1,0,1,1,0.0,-35.22,14
14,0,0,0,1,1,1,1,1,0,0,1,0.0,-34.79,21
15,1,1,1,0,0,0,0,0,1,1,0,0.0,-34.79,36
16,1,1,1,0,0,0,1,0,1,0,0,0.09090909090909091,-35.22,22
17,0,0,0,1,1,1,0,1,0,1,1,0.09090909090909091,-35.22,12
18,0,0,1,1,1,0,1,1,0,0,1,0.0,-34.49999999999999,32
19,1,1,0,0,0,1,0,0,1,1,0,0.0,-34.5,43
20,0,1,0,0,1,0,0,1,0,0,1,0.0,-33.989999999999995,7
21,1,0,1,1,0,1,1,0,1,1,0,0.0,-33.989999999999995,98
22,0,0,1,1,1,1,1,1,0,0,1,0.0,-33.169999999999995,17
23,1,1,0,0,0,0,0,0,1,1,0,0.0,-33.17,14
24,1,1,1,0,0,0,1,0,1,0,0,0.09090909090909091,-35.22,1
25,1,1,1,0,0,1,0,0,1,0,0,0.0,-30.349999999999994,1
26,0,0,1,0,1,1,1,1,0,1,1,0.0,-30.339999999999996,3
27,1,1,1,0,1,0,0,0,1,1,0,0.0,-30.139999999999997,4
28,0,0,0,1,0,1,1,1,0,0,1,0.0,-30.14,4
29,0,0,1,0,1,0,1,1,0,0,1,0.0,-30.099999999999994,4
30,1,1,0,1,0,1,0,0,1,1,0,0.0,-30.1,2
31,1,0,1,1,0,0,1,0,1,1,0,0.0,-29.76,4
32,1,1,0,0,0,1,0,0,1,0,0,0.0,-29.63,1
33,0,1,1,0,1,0,0,0,0,0,0,0.0,-29.6,1
34,0,1,1,0,1,0,0,0,1,0,0,0.0,-29.519999999999996,1
35,1,0,1,0,0,0,1,0,1,0,0,0.0,-28.89,3
36,0,0,1,1,0,1,1,1,0,0,1,0.0,-28.639999999999993,1
37,1,1,0,0,1,0,0,0,1,1,0,0.0,-28.639999999999997,4
38,0,0,0,0,1,0,1,1,0,0,1,0.0,-28.519999999999996,1
39,1,1,1,1,0,1,0,0,1,1,0,0.0,-28.52,3
40,0,1,0,0,1,1,0,1,0,1,1,0.0,-27.990000000000002,1
41,1,0,1,1,0,0,1,0,1,0,0,0.0,-27.990000000000002,3
42,0,0,1,0,0,1,1,1,0,1,1,0.0,-27.89,1
43,1,1,1,0,1,0,1,0,1,0,0,0.0,-26.669999999999987,1
44,1,0,1,1,0,1,1,1,0,1,1,0.0,-26.520000000000007,1
45,0,0,1,1,1,1,1,1,0,1,1,0.09090909090909091,-43.76,1
46,0,1,0,1,1,0,0,1,0,0,1,0.0,-25.87,1
47,0,0,1,0,1,1,1,1,0,0,1,0.0,-25.63,1
48,1,1,1,1,1,0,0,0,1,0,0,0.0,-25.21,1
49,1,1,1,1,0,1,1,0,1,1,0,0.0,-25.16,1
50,1,0,1,0,0,0,1,0,1,1,0,0.0,-24.78,1
51,0,0,0,1,1,0,0,1,0,0,1,0.09090909090909091,-20.799999999999997,1
52,1,1,1,0,0,1,1,0,1,1,0,0.09090909090909091,-20.8,2
53,0,0,0,0,1,1,1,1,0,0,1,0.0,-24.01,1
54,1,1,1,1,0,0,0,0,1,1,0,0.0,-24.01,1
55,0,1,1,0,1,0,1,0,0,0,0,0.0,-23.92,2
56,1,1,1,0,1,1,0,0,1,1,0,0.0,-23.669999999999995,1
57,1,0,0,1,0,1,1,0,1,1,0,0.0,-23.029999999999998,2
58,0,0,0,1,1,1,1,1,0,1,1,0.09090909090909091,-44.44,1
59,0,0,0,1,1,0,1,1,0,1,1,0.09090909090909091,-30.35,1
60,0,1,0,0,0,0,0,0,1,0,0,0.0,-21.73,1
61,1,0,1,0,0,1,0,0,1,1,0,0.0,-19.970000000000002,1
62,1,1,0,0,1,1,0,0,1,0,0,0.0,-18.679999999999993,1
63,0,0,0,1,1,1,1,0,0,1,1,0.0,-18.090000000000007,2
64,0,0,0,1,0,1,1,0,0,1,1,0.0,-17.900000000000006,1
65,0,0,1,1,0,1,1,0,0,1,1,0.0,-16.940000000000005,1
66,1,1,1,0,0,0,0,1,1,0,1,0.0,-13.129999999999997,1
67,1,0,1,1,0,1,1,1,1,1,1,0.09090909090909091,-37.17999999999999,1
