,x_0,x_1,x_10,x_11,x_12,x_13,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.0,-337.40999999999997,648
1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.0,-337.41,444
2,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.0,-337.05999999999995,1190
3,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0,-337.06000000000006,659
4,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-330.59999999999997,404
5,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-330.6,136
6,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0.0,-327.6899999999999,75
7,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-327.69000000000005,65
8,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-326.4100000000001,21
9,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-326.41,44
10,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0.0,-323.39,52
11,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0.0,-323.39,86
12,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0.0,-322.74999999999994,18
13,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0.0,-322.75,10
14,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.07142857142857142,-330.6,2
15,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.07142857142857142,-330.59999999999997,7
16,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-337.05999999999995,1
17,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0.0,-315.9899999999999,3
18,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0.0,-315.98999999999995,3
19,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0.0,-314.41999999999996,1
20,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0.0,-311.8,3
21,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0.0,-311.80000000000007,2
22,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.07142857142857142,-337.41,3
23,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.07142857142857142,-337.40999999999997,2
24,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0.0,-309.63,2
25,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0.0,-309.63000000000005,5
26,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0.0,-309.58999999999986,1
27,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0.0,-309.59000000000003,2
28,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0.0,-309.27999999999986,4
29,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0,-309.2799999999999,4
30,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0.0,-309.26000000000005,6
31,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.0,-309.25999999999993,4
32,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.07142857142857142,-337.40999999999997,3
33,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-337.06000000000006,1
34,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0.0,-308.27,7
35,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0.0,-308.27,4
36,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-307.89,2
