,x_0,x_1,x_10,x_11,x_12,x_13,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
37,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0.0,-307.8899999999999,1
38,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0.0,-307.75999999999993,1
39,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0.0,-307.40999999999997,1
40,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0.0,-307.41,6
41,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0.0,-307.06,3
42,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.0,-307.0199999999999,1
43,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0.0,-305.81999999999994,3
44,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0.0,-305.1000000000001,1
45,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0.0,-304.4099999999999,1
46,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0.0,-304.40999999999997,1
47,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.07142857142857142,-330.59999999999997,1
48,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0.0,-303.57999999999987,4
49,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0.0,-303.58,3
50,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0.0,-302.9699999999999,2
51,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0.0,-302.45,1
52,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0.0,-302.4499999999999,1
53,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0.0,-302.19,6
54,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0.0,-302.19,2
55,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-301.3,1
56,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-301.3,1
57,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0.0,-300.7699999999999,1
58,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-337.06000000000006,1
59,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0.0,-298.68,2
60,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0.0,-297.85,1
61,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0.0,-297.49,1
62,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0.0,-297.40999999999997,1
63,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0.0,-296.9599999999999,1
64,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0.0,-296.7999999999999,1
65,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0.0,-294.81999999999994,1
66,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0.0,-294.72999999999996,1
67,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0.07142857142857142,-300.19999999999993,1
68,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0.0,-293.01000000000005,1
69,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0.0,-292.75,1
70,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-292.75,2
71,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0.0,-292.7,1
72,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0.07142857142857142,-308.27,1
73,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0.07142857142857142,-308.27,1
74,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0.0,-291.1100000000001,1
75,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0.0,-291.03999999999996,2
76,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0.0,-290.64,1
77,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0.0,-289.9899999999999,2
78,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0.0,-287.31,1
79,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-337.05999999999995,1
80,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0.0,-286.94999999999993,2
81,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0.0,-286.78999999999996,1
82,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.07142857142857142,-330.59999999999997,1
83,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.07142857142857142,-337.41,1
84,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0.0,-278.01,1
85,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0.0,-277.86999999999995,1
86,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0.07142857142857142,-242.94,1
