,x_0,x_1,x_10,x_11,x_12,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.0,-82.55999999999999,2304
1,0,1,1,1,1,0,0,1,0,1,1,0,1,0.0,-82.55999999999999,796
2,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,-72.58,82
3,0,1,1,1,1,0,0,1,1,1,1,1,1,0.0,-72.58,237
4,1,0,0,0,0,1,1,0,1,0,0,0,0,0.0,-72.24,41
5,0,1,1,1,1,0,0,1,0,1,1,1,1,0.0,-72.24,16
6,0,0,0,0,0,1,1,0,1,0,0,1,0,0.07692307692307693,-62.5,38
7,1,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-62.5,10
8,1,0,0,0,1,1,1,0,1,0,0,1,0,0.0,-71.24000000000001,20
9,0,1,1,1,0,0,0,1,0,1,1,0,1,0.0,-71.24,3
10,1,0,0,0,1,1,1,0,1,0,0,0,0,0.0,-69.24000000000001,3
11,0,1,1,1,0,0,0,1,0,1,1,1,1,0.0,-69.24,1
12,1,0,0,0,1,1,1,0,1,0,0,1,0,0.07692307692307693,-71.24000000000001,1
13,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-82.55999999999999,2
14,1,0,0,0,0,1,1,0,1,0,0,1,0,0.07692307692307693,-82.55999999999999,1
15,0,1,1,1,1,0,0,1,0,0,1,0,1,0.0,-65.79999999999998,59
16,1,0,0,0,0,1,1,0,1,1,0,1,0,0.0,-65.79999999999998,62
17,0,1,1,1,1,0,0,1,1,1,1,0,1,0.0,-65.46000000000001,23
18,1,0,0,0,0,1,1,0,0,0,0,1,0,0.0,-65.46,4
19,0,1,0,1,1,0,0,1,0,1,1,0,1,0.0,-64.6,4
20,1,0,1,0,0,1,1,0,1,0,0,1,0,0.0,-64.6,8
21,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-82.55999999999999,1
22,0,1,1,1,1,0,0,1,0,0,1,0,1,0.07692307692307693,-65.79999999999998,14
23,1,0,0,0,0,1,1,0,1,1,0,1,0,0.07692307692307693,-65.79999999999998,25
24,0,0,1,1,1,0,0,1,1,0,0,1,0,0.0,-64.41,8
25,1,0,0,0,0,1,1,0,0,0,0,0,1,0.0,-64.14999999999999,2
26,0,1,1,1,1,0,0,1,1,1,1,1,0,0.0,-64.15,7
27,0,0,0,1,1,0,0,1,1,0,0,1,0,0.0,-63.51000000000001,8
28,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-82.55999999999999,1
29,0,1,1,1,1,0,0,1,1,0,1,0,1,0.0,-61.640000000000015,63
30,1,0,0,0,0,1,1,0,0,1,0,1,0,0.0,-61.63999999999999,12
31,0,0,1,1,1,0,0,1,1,0,1,0,1,0.0,-61.60000000000001,21
32,1,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-61.6,2
33,0,0,1,1,1,0,0,1,0,0,1,0,1,0.0,-61.42,3
34,1,0,0,0,1,1,1,0,0,0,0,0,0,0.0,-60.68000000000001,2
35,0,1,1,1,0,0,0,1,1,1,1,1,1,0.0,-60.68,1
36,0,1,1,1,1,0,0,1,1,0,1,0,1,0.07692307692307693,-61.640000000000015,15
37,1,0,0,0,0,1,1,0,0,1,0,1,0,0.07692307692307693,-61.63999999999999,3
38,0,1,1,1,1,0,0,1,1,1,1,1,1,0.07692307692307693,-72.58,1
39,0,1,1,1,1,0,0,1,1,0,1,0,1,0.07692307692307693,-61.640000000000015,37
40,1,0,0,0,0,1,1,0,0,1,0,1,0,0.07692307692307693,-61.63999999999999,3
41,0,0,1,1,1,0,0,1,1,0,1,0,1,0.07692307692307693,-61.60000000000001,9
42,0,0,1,1,1,0,1,1,1,0,0,1,0,0.0,-58.89999999999999,1
43,0,1,1,1,1,0,0,1,1,0,1,0,1,0.15384615384615385,-61.640000000000015,6
44,0,0,0,1,1,0,0,1,1,0,0,0,0,0.0,-58.14999999999999,1
45,1,0,0,0,1,1,1,0,1,1,0,1,0,0.0,-57.61999999999997,2
46,0,1,1,1,0,0,0,1,0,0,1,0,1,0.0,-57.62,1
47,0,0,1,1,1,0,0,1,1,0,0,0,0,0.0,-57.050000000000004,2
48,1,0,0,1,0,1,1,0,1,0,0,1,0,0.07692307692307693,-53.21999999999998,1
49,0,1,1,1,1,0,0,1,1,0,1,1,0,0.0,-56.07,6
50,1,1,1,1,1,0,0,1,1,1,1,1,1,0.07692307692307693,-42.45999999999998,1
51,0,1,0,1,1,0,0,1,1,1,1,1,0,0.0,-55.51000000000002,1
52,1,0,1,0,0,1,1,0,0,0,0,0,1,0.0,-55.509999999999984,1
53,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-82.55999999999999,1
54,1,0,0,0,0,1,1,0,1,0,0,1,0,0.07692307692307693,-82.55999999999999,1
55,0,0,1,0,1,0,0,1,0,0,1,0,1,0.0,-54.919999999999995,2
56,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0,-54.830000000000005,1
57,0,1,1,1,1,0,0,1,1,0,1,1,0,0.07692307692307693,-56.07,1
58,0,1,1,1,1,0,0,1,1,0,1,1,0,0.07692307692307693,-56.07,1
59,0,1,1,1,1,0,0,1,1,0,1,1,1,0.0,-53.80000000000001,1
60,0,1,1,1,1,0,0,1,1,0,1,1,1,0.07692307692307693,-53.80000000000001,2
61,0,1,1,1,1,0,0,1,1,0,1,1,1,0.07692307692307693,-53.80000000000001,2
62,0,1,1,1,1,0,0,1,1,0,1,1,1,0.07692307692307693,-53.80000000000001,2
63,0,1,1,1,1,0,0,1,1,1,1,0,1,0.07692307692307693,-65.46000000000001,1
64,1,0,0,0,1,0,0,1,0,1,1,0,1,0.0,-47.739999999999995,1
65,0,1,1,1,1,0,0,1,1,0,1,0,1,0.07692307692307693,-61.640000000000015,1
66,1,0,0,0,0,1,1,0,0,0,0,0,0,0.07692307692307693,-72.58,1
67,1,0,0,0,0,1,0,0,1,0,0,1,0,0.0,-43.989999999999995,1
68,1,0,0,0,0,1,1,0,1,1,0,1,0,0.07692307692307693,-65.79999999999998,1
69,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-82.55999999999999,1
70,0,0,0,1,1,0,0,1,1,0,1,1,0,0.0,-40.870000000000005,1
71,0,1,1,1,1,0,0,1,0,0,1,0,1,0.07692307692307693,-65.79999999999998,1
72,1,0,0,0,1,1,0,1,0,0,0,0,0,0.0,-37.2,1
