,x_0,x_1,x_10,x_11,x_12,x_13,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.0,-97.05999999999999,813
1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.0,-97.06,1858
2,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.0,-92.41,177
3,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0.0,-92.40999999999998,213
4,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.0,-90.60000000000001,88
5,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.0,-90.6,86
6,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.0,-84.25999999999998,19
7,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0.0,-84.26,164
8,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0.0,-83.38999999999999,23
9,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0.0,-83.38999999999999,139
10,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0.0,-82.75,44
11,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0.0,-82.74999999999997,22
12,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0.0,-82.69,52
13,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0.0,-82.69000000000003,38
14,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0,-82.02,98
15,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0.0,-82.02,35
16,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0.0,-81.41000000000001,8
17,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0.0,-81.41000000000001,11
18,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0.0,-80.82,10
19,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.0,-80.82,15
20,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0.07142857142857142,-82.69,3
21,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0.0,-77.97,1
22,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0.0,-77.97000000000001,4
23,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-97.06,1
24,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0.07142857142857142,-97.05999999999999,1
25,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-97.06,2
26,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.0,-75.2,1
27,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0.0,-75.19999999999999,5
28,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0.07142857142857142,-84.26,1
29,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0.0,-74.41999999999997,1
30,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0.0,-74.41999999999999,2
31,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0,-71.99,4
32,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0.0,-71.98999999999998,6
33,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0.07142857142857142,-83.38999999999999,1
34,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0.0,-70.99000000000001,1
35,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,-70.86,14
36,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0.0,-70.85999999999999,1
37,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0.07142857142857142,-56.61000000000001,1
38,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-82.02,1
39,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0.0,-69.63000000000001,1
40,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0.0,-69.63000000000001,2
41,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0.0,-69.59,4
42,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.07142857142857142,-47.169999999999995,1
43,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0,-68.67000000000002,1
44,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0.0,-67.41,1
45,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0.0,-67.41000000000001,1
46,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0.0,-66.80000000000001,1
47,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0.07142857142857142,-69.59,1
48,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0.07142857142857142,-60.06,3
49,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0.07142857142857142,-60.05999999999998,2
50,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0.07142857142857142,-83.38999999999999,1
51,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.07142857142857142,-92.41,1
52,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0.0,-62.75999999999998,1
53,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0.0,-62.45,1
54,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0.0,-62.44999999999999,1
55,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0.0,-60.05999999999998,1
56,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0.07142857142857142,-56.71999999999999,1
57,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0.0,-59.26999999999998,1
58,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-97.06,1
59,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0.07142857142857142,-80.82,1
60,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0.07142857142857142,-44.13999999999998,1
61,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-82.02,1
62,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0.0,-55.05000000000001,1
63,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-82.02,1
64,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-97.06,1
65,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0.07142857142857142,-90.60000000000001,1
66,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0.07142857142857142,-97.06,1
67,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0.0,-43.27,1
