,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,chain_break_fraction,energy,num_occurrences
0,0,0,0,0,0,0,0,1,1,0.0,-50.239999999999995,1340
1,1,1,1,1,1,1,1,0,0,0.0,-50.239999999999995,1447
2,0,0,0,1,1,0,0,1,0,0.0,-45.63,90
3,1,1,1,0,0,1,1,0,1,0.0,-45.63,472
4,1,0,0,1,0,0,1,0,1,0.0,-44.99999999999999,174
5,0,1,1,0,1,1,0,1,0,0.0,-45.0,126
6,0,1,0,0,0,0,0,1,1,0.0,-44.66,44
7,1,0,1,1,1,1,1,0,0,0.0,-44.65999999999999,61
8,0,1,0,0,0,0,1,1,1,0.0,-42.519999999999996,21
9,1,0,1,1,1,1,0,0,0,0.0,-42.519999999999996,21
10,1,1,1,0,0,1,1,0,0,0.0,-42.15,26
11,0,0,0,1,1,0,0,1,1,0.0,-42.15,30
12,1,1,0,1,0,0,1,0,1,0.0,-41.199999999999996,11
13,0,0,1,0,1,1,0,1,0,0.0,-41.19999999999999,16
14,1,1,1,1,0,1,1,0,0,0.0,-40.269999999999996,4
15,0,0,0,0,1,0,0,1,1,0.0,-40.269999999999996,16
16,0,0,0,0,0,0,0,1,0,0.0,-38.72,1
17,1,1,1,1,1,1,1,0,1,0.0,-38.72,6
18,0,1,1,0,1,1,0,0,0,0.0,-38.18,3
19,1,0,0,1,0,0,1,1,1,0.0,-38.17999999999999,6
20,0,1,0,0,0,0,0,1,0,0.0,-37.58,1
21,1,0,1,1,1,1,1,0,1,0.0,-37.57999999999999,8
22,0,0,0,0,1,0,0,1,0,0.0,-37.37,2
23,1,1,1,1,0,1,1,0,1,0.0,-37.37,4
24,0,0,0,1,1,1,0,0,0,0.0,-37.269999999999996,1
25,1,1,1,0,0,0,1,1,1,0.0,-37.269999999999996,11
26,0,0,0,1,0,0,0,1,1,0.0,-37.21999999999999,3
27,1,1,1,0,1,1,1,0,0,0.0,-37.22,8
28,0,1,1,1,1,1,1,0,0,0.0,-37.16,5
29,1,0,0,0,0,0,0,1,1,0.0,-37.16,1
30,1,1,1,1,1,1,1,0,0,0.1111111111111111,-50.239999999999995,1
31,1,0,0,0,0,0,1,1,1,0.0,-36.62,4
32,0,1,1,1,1,1,0,0,0,0.0,-36.620000000000005,1
33,1,1,0,0,0,0,1,0,1,0.0,-35.76,4
34,0,0,0,0,1,1,0,1,0,0.0,-35.17,1
35,1,1,1,1,0,0,1,0,1,0.0,-35.17,1
36,1,1,0,0,0,0,1,1,1,0.0,-35.1,3
37,0,1,1,0,0,0,1,1,1,0.0,-34.71,4
38,1,0,0,1,1,1,0,0,0,0.0,-34.709999999999994,1
39,1,1,1,0,0,0,1,0,1,0.0,-34.07,1
40,0,0,0,1,1,1,0,1,0,0.0,-34.06999999999999,1
41,0,0,1,0,1,1,0,1,1,0.0,-33.75999999999999,1
42,1,1,0,1,0,0,1,0,0,0.0,-33.76,1
43,0,0,0,0,0,0,1,1,1,0.0,-33.18,1
44,1,0,1,0,1,1,0,0,0,0.0,-32.599999999999994,3
45,1,0,0,1,0,1,1,0,0,0.0,-32.11999999999999,1
46,1,1,1,0,1,1,1,0,1,0.0,-32.080000000000005,1
47,0,0,1,0,1,0,0,1,1,0.0,-31.820000000000004,1
48,1,1,0,1,0,1,1,0,0,0.0,-31.819999999999997,1
49,0,0,0,0,0,1,0,1,0,0.0,-27.44,1
50,1,0,1,1,0,0,1,0,1,0.0,-26.310000000000002,1
51,1,0,1,0,0,0,1,1,1,0.0,-26.13,1
52,0,0,0,0,0,0,0,1,1,0.1111111111111111,-50.239999999999995,1
53,1,1,1,1,0,0,1,1,1,0.0,-25.830000000000002,1
54,0,0,1,0,0,0,0,1,1,0.1111111111111111,-19.73,1
55,1,1,0,1,1,1,1,0,0,0.1111111111111111,-19.73,1
56,0,0,0,0,0,1,0,1,1,0.0,-21.240000000000006,1
57,1,1,1,0,0,1,0,0,1,0.0,-16.770000000000003,1
