,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,1,1,0,0,1,1,0,0,0.0,-191.57000000000002,920
1,0,1,0,0,1,1,0,0,1,1,0.0,-191.56999999999994,1848
2,0,1,0,0,1,1,0,1,1,1,0.0,-186.81999999999996,329
3,1,0,1,1,0,0,1,0,0,0,0.0,-186.82,283
4,1,0,1,1,0,0,1,0,1,0,0.0,-182.75999999999996,109
5,0,1,0,0,1,1,0,1,0,1,0.0,-182.76,98
6,1,0,1,1,0,1,1,0,0,0,0.0,-181.57000000000002,78
7,0,1,0,0,1,0,0,1,1,1,0.0,-181.57,35
8,0,1,1,0,1,1,0,1,0,1,0.0,-178.78,83
9,1,0,0,1,0,0,1,0,1,0,0.0,-178.78,18
10,1,0,1,1,1,0,1,0,0,0,0.0,-178.52,8
11,0,1,0,0,0,1,0,1,1,1,0.0,-178.51999999999998,3
12,0,1,0,0,1,1,0,0,1,1,0.1,-191.56999999999994,2
13,1,0,1,1,0,0,1,1,0,0,0.1,-191.57000000000002,2
14,0,1,1,0,1,0,0,1,0,1,0.0,-176.55,18
15,1,0,0,1,0,1,1,0,1,0,0.0,-176.54999999999998,16
16,1,0,1,1,0,1,1,1,0,0,0.0,-176.34000000000003,3
17,0,1,0,0,1,0,0,0,1,1,0.0,-176.33999999999997,6
18,1,0,1,1,0,0,1,1,0,1,0.0,-175.74,17
19,0,1,0,0,1,1,0,0,1,0,0.0,-175.73999999999995,29
20,1,0,1,1,0,0,1,0,0,1,0.0,-175.24999999999997,16
21,0,1,0,0,1,1,0,1,1,0,0.0,-175.24999999999997,13
22,1,0,1,1,0,1,1,0,1,0,0.0,-174.39000000000001,10
23,0,1,0,0,1,0,0,1,0,1,0.0,-174.39000000000001,4
24,1,0,1,1,0,0,1,1,1,0,0.0,-173.61,1
25,0,1,0,0,1,1,0,0,0,1,0.1,-173.60999999999996,5
26,0,0,1,1,0,1,1,1,0,0,0.0,-172.93,2
27,0,0,1,1,0,0,1,1,0,0,0.0,-172.38000000000002,1
28,1,1,0,0,1,1,0,0,1,1,0.0,-172.37999999999994,8
29,1,0,1,1,1,0,0,0,0,1,0.0,-170.69999999999996,3
30,0,1,0,0,0,1,1,1,1,0,0.0,-170.70000000000002,1
31,0,1,1,0,1,1,0,0,0,1,0.1,-164.73,3
32,1,0,0,1,0,0,1,1,1,0,0.1,-164.73000000000002,2
33,1,1,0,0,1,1,0,0,0,1,0.0,-168.69999999999996,1
34,1,0,1,1,1,0,1,0,0,1,0.0,-166.23,1
35,0,1,0,0,1,1,0,1,0,0,0.0,-164.57,2
36,1,0,1,1,0,0,1,0,1,1,0.0,-164.56999999999994,1
37,1,0,0,1,0,1,1,0,0,0,0.0,-164.37,1
38,0,1,0,0,1,1,0,1,0,1,0.1,-182.76,1
39,0,1,1,0,1,1,0,1,1,1,0.0,-163.48,1
40,0,0,0,0,0,1,1,1,1,0,0.0,-163.23,1
41,0,0,1,0,1,0,0,1,1,1,0.0,-162.98,1
42,1,1,0,1,0,1,1,0,0,0,0.0,-162.98,1
43,1,0,1,1,0,0,1,1,0,0,0.1,-191.57000000000002,1
44,0,0,0,0,1,0,0,1,1,1,0.0,-161.51999999999998,2
45,0,1,0,0,1,1,0,0,1,1,0.1,-191.56999999999994,1
46,0,0,1,1,1,0,0,1,0,1,0.0,-160.35999999999999,1
47,1,1,0,0,0,1,1,0,1,0,0.0,-160.36,1
48,1,0,1,0,0,1,1,1,0,0,0.0,-160.12000000000003,1
49,0,1,1,1,0,1,1,1,0,0,0.0,-159.3,1
50,0,1,0,1,1,1,0,0,1,1,0.0,-158.96999999999994,1
51,0,0,1,1,1,0,0,1,0,1,0.1,-160.35999999999999,1
52,0,1,0,0,0,1,0,0,1,1,0.0,-155.54999999999998,1
53,0,0,0,0,1,1,0,0,1,1,0.0,-152.15999999999997,2
54,1,0,1,1,0,0,1,1,0,0,0.1,-191.57000000000002,1
55,1,0,1,1,1,0,0,0,1,1,0.1,-161.07999999999993,1
