,x_0,x_1,x_10,x_11,x_12,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.0,-82.55999999999999,1346
1,0,1,1,1,1,0,0,1,0,1,1,0,1,0.0,-82.55999999999999,1857
2,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,-72.58,61
3,0,1,1,1,1,0,0,1,1,1,1,1,1,0.0,-72.58,72
4,1,0,0,0,0,1,1,0,1,0,0,0,0,0.0,-72.24,59
5,0,1,1,1,1,0,0,1,0,1,1,1,1,0.0,-72.24,69
6,0,1,1,1,0,0,0,1,0,1,1,0,1,0.0,-71.24,79
7,1,0,0,0,1,1,1,0,1,0,0,1,0,0.0,-71.24000000000001,88
8,0,1,1,1,0,0,0,1,0,1,1,1,1,0.0,-69.24,22
9,1,0,0,0,1,1,1,0,1,0,0,0,0,0.0,-69.24000000000001,38
10,1,0,0,0,0,1,1,0,1,1,0,1,0,0.0,-65.79999999999998,71
11,0,1,1,1,1,0,0,1,0,0,1,0,1,0.0,-65.79999999999998,38
12,1,0,0,0,0,1,1,0,0,0,0,1,0,0.0,-65.46,4
13,0,1,1,1,1,0,0,1,1,1,1,0,1,0.0,-65.46000000000001,3
14,0,1,0,1,1,0,0,1,0,1,1,0,1,0.0,-64.6,28
15,1,0,1,0,0,1,1,0,1,0,0,1,0,0.0,-64.6,21
16,1,1,0,0,0,1,1,0,0,1,1,0,1,0.0,-64.41,8
17,0,0,1,1,1,0,0,1,1,0,0,1,0,0.0,-64.41,11
18,1,0,0,0,0,1,1,0,0,0,0,0,1,0.0,-64.14999999999999,3
19,0,1,1,1,1,0,0,1,1,1,1,1,0,0.0,-64.15,3
20,1,1,1,0,0,1,1,0,0,1,1,0,1,0.0,-63.509999999999984,6
21,0,0,0,1,1,0,0,1,1,0,0,1,0,0.0,-63.51000000000001,7
22,0,0,0,0,0,1,1,0,1,0,0,1,0,0.0,-62.5,1
23,1,1,1,1,1,0,0,1,0,1,1,0,1,0.0,-62.5,4
24,1,0,0,0,0,1,1,0,0,1,0,1,0,0.0,-61.63999999999999,15
25,0,1,1,1,1,0,0,1,1,0,1,0,1,0.0,-61.640000000000015,7
26,1,1,0,0,0,1,1,0,0,1,0,1,0,0.0,-61.6,4
27,0,0,1,1,1,0,0,1,1,0,1,0,1,0.0,-61.60000000000001,6
28,1,1,0,0,0,1,1,0,1,0,0,1,0,0.07692307692307693,-56.120000000000005,1
29,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-82.55999999999999,2
30,0,0,1,1,1,0,0,1,0,0,1,0,1,0.0,-61.42,4
31,1,1,0,0,0,1,1,0,1,1,0,1,0,0.0,-61.419999999999995,9
32,0,1,1,1,0,0,0,1,0,1,1,0,1,0.07692307692307693,-71.24,1
33,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-82.55999999999999,1
34,1,1,0,0,0,1,0,0,0,1,1,0,1,0.0,-58.9,2
35,1,1,1,0,0,1,1,0,0,1,1,1,1,0.0,-58.149999999999984,1
36,1,0,0,0,1,1,1,0,1,1,0,1,0,0.0,-57.61999999999997,5
37,0,1,1,1,0,0,0,1,0,0,1,0,1,0.0,-57.62,3
38,0,0,1,1,1,0,0,1,1,0,0,0,0,0.0,-57.050000000000004,1
39,1,0,0,0,0,1,1,0,0,1,0,0,1,0.0,-56.06999999999999,1
40,0,1,1,1,1,0,0,1,1,0,1,1,0,0.0,-56.07,1
41,1,0,0,0,0,1,1,0,1,0,0,0,1,0.0,-55.829999999999984,1
42,1,1,0,0,0,1,1,0,0,1,0,1,1,0.0,-55.75,2
43,1,0,0,0,0,1,1,0,0,0,0,0,1,0.07692307692307693,-64.14999999999999,1
44,1,0,1,0,0,1,1,0,0,0,0,0,1,0.0,-55.509999999999984,1
45,1,1,0,1,0,1,1,0,1,1,0,1,0,0.0,-54.919999999999995,4
46,0,1,1,1,0,0,1,1,0,1,1,1,1,0.0,-54.830000000000005,1
47,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0,-54.830000000000005,1
48,1,0,0,0,1,1,1,0,1,0,0,0,0,0.07692307692307693,-69.24000000000001,1
49,0,1,1,0,1,0,0,1,0,1,1,0,1,0.0,-53.220000000000006,1
50,0,1,0,1,1,0,0,1,0,1,1,1,1,0.0,-52.28000000000001,1
51,1,1,1,1,0,0,0,1,0,1,1,0,1,0.0,-52.12,1
52,1,0,0,0,0,1,1,0,1,0,0,1,0,0.07692307692307693,-82.55999999999999,1
53,0,1,1,1,1,0,0,1,0,1,1,1,1,0.07692307692307693,-72.24,1
54,1,0,0,0,0,1,1,0,0,0,0,0,0,0.07692307692307693,-72.58,1
55,1,0,1,0,1,1,1,0,1,0,0,1,0,0.0,-49.23999999999999,1
56,0,1,0,1,0,0,0,1,0,1,1,0,1,0.0,-49.24000000000001,1
57,1,1,1,0,0,1,1,0,0,1,0,1,1,0.0,-48.76999999999999,1
58,0,1,1,0,0,1,1,1,0,1,1,0,1,0.0,-48.039999999999985,1
59,1,0,1,0,0,1,1,0,1,0,0,0,1,0.0,-47.489999999999974,1
60,0,1,1,1,0,0,0,1,0,0,1,0,1,0.07692307692307693,-57.62,1
61,1,0,0,0,1,1,0,1,0,1,0,0,1,0.07692307692307693,-42.790000000000006,1
62,1,0,0,0,1,0,0,1,0,1,0,0,1,0.07692307692307693,-39.739999999999995,1
63,1,0,0,0,1,1,0,1,0,1,0,0,1,0.07692307692307693,-42.790000000000006,1
64,0,1,1,1,0,1,1,0,1,1,1,1,0,0.0,-46.279999999999994,1
65,1,0,0,0,0,0,1,0,1,0,0,1,0,0.0,-45.73,1
66,0,0,0,1,1,0,0,1,0,1,1,0,1,0.0,-45.54,1
67,0,1,1,0,0,1,1,0,1,0,0,1,0,0.0,-45.0,1
68,1,0,0,1,1,0,0,1,0,1,1,0,1,0.0,-44.99999999999999,1
69,1,0,0,0,1,0,0,1,0,0,0,0,1,0.07692307692307693,-46.28,1
70,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-82.55999999999999,1
71,1,1,1,1,0,1,0,0,0,1,1,0,1,0.0,-41.21999999999999,1
72,0,1,1,1,1,0,0,1,0,1,1,0,1,0.07692307692307693,-82.55999999999999,1
73,0,1,1,1,0,1,1,0,1,0,1,0,0,0.07692307692307693,-21.680000000000003,1
