,x_0,x_1,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,chain_break_fraction,energy,num_occurrences
0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.0,-504.47000000000025,7
1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-504.46999999999997,21
2,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0.0,-498.9200000000001,25
3,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0.0,-496.7400000000002,3
4,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.0,-496.7400000000001,6
5,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0.0,-495.0099999999998,46
6,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0.0,-495.01000000000005,54
7,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-494.1500000000001,6
8,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0.0,-493.66000000000014,3
9,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.0,-493.6600000000002,12
10,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0.0,-491.91,1
11,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.0,-491.9100000000002,2
12,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0.0,-491.6800000000001,2
13,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.0,-491.68000000000006,2
14,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0.0,-490.87,10
15,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0.0,-490.87000000000023,9
16,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0.0,-490.61,1
17,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0.0,-490.14999999999986,3
18,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0.0,-490.1500000000003,1
19,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0.0,-490.12999999999977,3
20,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0.0,-489.86999999999983,5
21,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0.0,-489.86999999999983,20
